Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake:Head_M1,,,Snake:M2,,,Snake:M3,,,Snake:M4,,,Snake:M5,,,Snake:M6,,,Snake:M7,,,Snake:M8,,,Snake:M9,,,Snake:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3591,0,-155.687,46.1285,148.777,-220.067,39.0055,143.365,-283.262,44.7972,149.481,-345.281,43.4228,154.04,-391.624,31.7557,147.725,-449.116,36.6465,152.478,-507.044,34.1393,153.73,,,,-657.983,26.8343,152.477,-736.028,31.6354,156.583,-193.606,62.2724,136.094,324.658,82.7079,117.372,-867.932,36.6943,156.607,1064.7,108.169,129.091
3592,0,-155.662,46.0926,148.785,-220.059,39.0365,143.368,-283.234,44.8687,149.469,-345.281,43.4687,154.034,-391.44,31.5426,147.835,-449.114,36.67,152.447,-507.083,34.159,153.73,,,,-657.983,26.8338,152.477,-736.02,31.6688,156.582,-193.606,62.2523,136.088,324.658,82.7072,117.372,-867.942,36.7135,156.607,1064.71,108.203,129.101
3593,0,-155.681,46.1344,148.789,-220.072,38.9897,143.367,-283.269,44.8755,149.472,-345.28,43.4846,154.037,-391.613,31.7515,147.732,-449.111,36.6758,152.471,-507.091,34.1614,153.73,,,,-657.983,26.8335,152.477,-736.024,31.6325,156.575,-193.606,62.25,136.088,324.657,82.7066,117.369,-867.928,36.7009,156.627,1064.72,108.211,129.104
3594,0,-155.684,46.1352,148.779,-220.066,39.0136,143.358,-283.284,44.9227,149.477,-345.28,43.4805,154.038,-391.566,31.7581,147.717,-449.114,36.6722,152.447,-507.089,34.1602,153.73,,,,-657.983,26.8335,152.477,-736.022,31.6194,156.575,-193.602,62.3148,136.085,324.644,82.7224,117.393,-867.939,36.7081,156.639,1064.69,108.166,129.09
3595,0,-155.695,46.1396,148.768,-220.075,38.992,143.353,-283.272,44.8803,149.472,-345.28,43.4741,154.039,-391.585,31.7521,147.731,-449.114,36.6717,152.446,-507.089,34.1599,153.73,,,,-657.983,26.8335,152.477,-736.022,31.6205,156.576,-193.602,62.3211,136.085,324.628,82.7618,117.403,-867.939,36.7091,156.639,1064.72,108.216,129.109
3596,0,-155.704,46.1681,148.769,-220.037,39.0207,143.346,-283.284,44.9128,149.469,-345.291,43.5311,154.028,-391.519,31.693,147.735,-449.114,36.6717,152.446,-507.089,34.16,153.73,,,,-657.983,26.8336,152.477,-736.027,31.6281,156.565,-193.628,62.3274,136.086,324.687,82.6974,117.361,-867.948,36.7286,156.639,1064.7,108.168,129.091
3597,0,-155.704,46.1698,148.769,-220.068,39.0388,143.355,-283.293,45.0054,149.459,-345.292,43.5676,154.023,-391.594,31.761,147.731,-449.114,36.6718,152.446,-507.113,34.114,153.722,,,,-657.983,26.8336,152.477,-736.014,31.6501,156.573,-193.631,62.3503,136.068,324.633,82.7293,117.396,-867.943,36.7037,156.62,1064.69,108.16,129.088
3598,0,-155.652,46.0748,148.783,-220.067,39.0708,143.347,-283.298,45.1115,149.456,-345.291,43.5723,154.023,-391.535,31.7586,147.728,-449.114,36.6718,152.446,-507.098,34.1425,153.732,,,,-657.983,26.8336,152.477,-736.014,31.6539,156.574,-193.629,62.3298,136.086,324.631,82.7263,117.396,-867.943,36.7014,156.62,1064.69,108.162,129.088
3599,0,-155.703,46.1073,148.76,-220.061,39.1198,143.336,-283.286,45.0764,149.451,-345.291,43.5641,154.024,-391.519,31.7636,147.723,-449.114,36.6718,152.446,-507.062,34.2117,153.738,,,,-658.016,26.7792,152.469,-736.018,31.6595,156.563,-193.628,62.3267,136.086,324.642,82.7187,117.378,-867.953,36.7217,156.62,1064.69,108.162,129.089
3600,0,-155.684,46.133,148.774,-220.057,39.1122,143.336,-283.298,45.096,149.457,-345.292,43.5578,154.024,-391.604,31.8269,147.71,-449.114,36.6718,152.446,-507.117,34.2134,153.727,,,,-657.986,26.8093,152.479,-736.014,31.6536,156.573,-193.628,62.3274,136.086,324.696,82.7196,117.362,-867.953,36.7233,156.62,1064.72,108.217,129.11
3601,0,-155.679,46.1412,148.776,-220.068,39.0847,143.339,-283.289,45.049,149.448,-345.302,43.6126,154.014,-391.566,31.7857,147.723,-449.114,36.6718,152.446,-507.133,34.1952,153.728,,,,-657.982,26.8346,152.478,-736.018,31.6582,156.563,-193.628,62.3276,136.086,324.69,82.6942,117.359,-867.953,36.7227,156.62,1064.72,108.224,129.112
3602,0,-155.67,46.118,148.787,-220.067,39.0707,143.346,-283.3,45.085,149.458,-345.303,43.6518,154.014,-391.55,31.8166,147.715,-449.114,36.6718,152.446,-507.106,34.2404,153.737,,,,-657.983,26.8396,152.476,-736.005,31.6787,156.572,-193.628,62.3276,136.086,324.631,82.7131,117.4,-867.968,36.7691,156.635,1064.69,108.166,129.09
3603,0,-155.683,46.1325,148.779,-220.063,39.0575,143.347,-283.298,45.1172,149.456,-345.313,43.7165,154.002,-391.565,31.8484,147.713,-449.113,36.6766,152.447,-507.162,34.2415,153.727,,,,-657.983,26.8361,152.477,-736.006,31.6826,156.572,-193.628,62.3276,136.086,324.612,82.7196,117.406,-867.967,36.7914,156.612,1064.69,108.159,129.087
3604,0,-155.683,46.1343,148.777,-219.983,39.4686,143.341,-283.288,45.0588,149.453,-345.314,43.7475,153.998,-391.593,31.8945,147.704,-449.113,36.6775,152.447,-507.255,34.2888,153.731,,,,-657.983,26.8333,152.477,-736.002,31.6865,156.577,-193.646,62.3516,136.127,324.633,82.7202,117.384,-867.97,36.811,156.627,1064.7,108.173,129.096
3605,0,-155.661,46.0968,148.795,-220.067,39.1523,143.335,-283.301,45.0862,149.45,-345.302,43.6851,154.01,-391.595,31.9183,147.708,-449.113,36.6772,152.447,-507.236,34.3475,153.738,,,,-657.983,26.8329,152.477,-736.039,31.7865,156.63,-193.65,62.2898,136.129,324.634,82.7187,117.38,-867.965,36.7884,156.643,1064.71,108.203,129.128
3606,0,-155.676,46.1126,148.789,-220.022,39.0714,143.335,-283.247,45.0981,149.452,-345.302,43.638,154.016,-391.548,31.8437,147.718,-449.113,36.6771,152.447,-507.221,34.36,153.718,,,,-657.983,26.8333,152.477,-736.026,31.6891,156.565,-193.646,62.3469,136.127,324.639,82.7086,117.371,-867.967,36.7896,156.612,1064.72,108.223,129.111
3607,0,-155.679,46.1404,148.776,-220.064,39.0708,143.339,-283.284,45.0512,149.454,-345.302,43.6285,154.017,-391.535,31.8027,147.726,-449.081,36.7003,152.433,-507.222,34.3579,153.729,,,,-657.983,26.8336,152.477,-736.005,31.6789,156.565,-193.651,62.404,136.085,324.641,82.7088,117.374,-867.977,36.8111,156.612,1064.69,108.162,129.115
3608,0,-155.679,46.1414,148.775,-220.064,39.0684,143.34,-283.291,45.021,149.465,-345.303,43.6354,154.011,-391.565,31.8409,147.713,-449.106,36.7108,152.441,-507.225,34.3551,153.737,,,,-657.983,26.8336,152.477,-736,31.6709,156.559,-193.652,62.407,136.085,324.677,82.7232,117.366,-867.967,36.7922,156.612,1064.71,108.21,129.134
3609,0,-155.658,46.1001,148.783,-220.029,39.0611,143.336,-283.292,45.0168,149.458,-345.303,43.6437,154.009,-391.578,31.8778,147.705,-449.108,36.7104,152.441,-507.211,34.2749,153.726,,,,-657.952,26.8864,152.467,-736.005,31.6781,156.572,-193.647,62.3557,136.126,324.696,82.7093,117.358,-867.974,36.8192,156.63,1064.69,108.168,129.091
3610,0,-155.668,46.115,148.785,-220.027,39.0592,143.336,-283.281,44.9579,149.463,-345.274,43.6742,153.874,-391.548,31.8404,147.718,-449.077,36.7292,152.428,-507.229,34.3331,153.739,,,,-657.949,26.9109,152.463,-735.996,31.6694,156.57,-193.62,62.3411,136.126,324.666,82.7213,117.37,-867.967,36.7824,156.634,1064.69,108.166,129.12
3611,0,-155.689,46.1597,148.776,-220.028,39.0598,143.336,-283.283,44.9284,149.467,-345.3,43.6717,154.003,-391.575,31.8681,147.707,-449.08,36.7075,152.431,-507.225,34.3568,153.723,,,,-657.95,26.9099,152.463,-735.986,31.6912,156.568,-193.624,62.3913,136.084,324.665,82.7292,117.393,-867.959,36.8161,156.637,1064.72,108.219,129.11
3612,0,-155.68,46.1428,148.776,-219.976,39.4208,143.345,-283.283,44.9279,149.467,-345.274,43.6757,153.877,-391.52,31.808,147.72,-449.076,36.727,152.428,-507.156,34.3751,153.724,,,,-657.95,26.9038,152.464,-735.987,31.6976,156.568,-193.623,62.4097,136.106,324.675,82.7057,117.38,-867.962,36.789,156.654,1064.69,108.163,129.115
3613,0,-155.678,46.1401,148.775,-220.061,39.1662,143.306,-283.272,44.87,149.473,-345.273,43.6921,153.864,-391.558,31.8445,147.708,-449.081,36.7073,152.431,-507.213,34.3662,153.735,,,,-657.95,26.9013,152.464,-736.042,31.7227,156.581,-193.651,62.4051,136.085,324.689,82.6942,117.359,-867.967,36.7895,156.613,1064.69,108.16,129.088
3614,0,-155.679,46.1119,148.78,-220.063,39.0525,143.34,-283.283,44.9035,149.479,-345.29,43.6088,154.013,-391.513,31.7896,147.725,-449.076,36.7271,152.428,-507.147,34.2894,153.726,,,,-657.982,26.8487,152.475,-736.019,31.7699,156.576,-193.65,62.4168,136.108,324.671,82.708,117.367,-867.969,36.8265,156.649,1064.69,108.156,129.113
3615,0,-155.67,46.0873,148.788,-220.047,39.1214,143.336,-283.273,44.8717,149.473,-345.292,43.5442,154.03,-391.574,31.8596,147.707,-449.076,36.7327,152.427,-507.14,34.2788,153.734,,,,-657.985,26.8248,152.478,-736.037,31.7647,156.579,-193.649,62.4179,136.108,324.642,82.7176,117.374,-867.954,36.7571,156.667,1064.69,108.157,129.114
3616,0,-155.669,46.0865,148.788,-220.056,39.1142,143.336,-283.284,44.9133,149.469,-345.292,43.5344,154.028,-391.517,31.7835,147.726,-449.081,36.7065,152.432,-507.114,34.3298,153.72,,,,-657.952,26.8789,152.468,-735.999,31.6801,156.57,-193.623,62.4086,136.107,324.65,82.7183,117.378,-867.959,36.7831,156.63,1064.71,108.206,129.102
3617,0,-155.66,46.0655,148.778,-220.022,39.0993,143.334,-283.272,44.8769,149.472,-345.292,43.5485,154.026,-391.536,31.8303,147.707,-449.081,36.7007,152.432,-507.106,34.3502,153.724,,,,-657.981,26.8567,152.474,-736.002,31.6686,156.572,-193.623,62.4074,136.107,324.64,82.7196,117.402,-867.936,36.7398,156.634,1064.69,108.167,129.09
3618,0,-155.666,46.0846,148.779,-220.021,39.0961,143.334,-283.274,44.8478,149.476,-345.262,43.5899,153.892,-391.569,31.8778,147.699,-449.076,36.7278,152.428,-507.095,34.2706,153.733,,,,-657.953,26.8864,152.467,-735.986,31.6911,156.568,-193.595,62.2851,136.15,324.65,82.7115,117.381,-867.902,36.7626,156.619,1064.69,108.155,129.113
3619,0,-155.624,46.0224,148.793,-220.035,39.0298,143.339,-283.233,44.8887,149.467,-345.261,43.6183,153.881,-391.589,31.886,147.704,-449.081,36.7081,152.431,-507.141,34.2752,153.736,,,,-657.949,26.9056,152.464,-735.987,31.6975,156.568,-193.599,62.3229,136.109,324.653,82.7144,117.383,-867.91,36.7941,156.627,1064.71,108.201,129.127
3620,0,-155.621,46.0173,148.794,-220.021,39.0838,143.334,-283.227,44.9215,149.471,-345.262,43.6192,153.885,-391.543,31.8386,147.707,-449.081,36.7015,152.432,-507.105,34.2536,153.736,,,,-657.982,26.8547,152.474,-735.987,31.6967,156.568,-193.602,62.3202,136.085,324.64,82.7196,117.402,-867.935,36.7402,156.634,1064.7,108.174,129.123
3621,0,-155.622,46.0192,148.793,-220.039,39.0908,143.324,-283.227,44.9274,149.471,-345.262,43.611,153.886,-391.57,31.835,147.713,-449.081,36.7021,152.432,-507.098,34.2515,153.736,,,,-657.953,26.8793,152.468,-735.996,31.6702,156.57,-193.628,62.327,136.086,324.656,82.7074,117.369,-867.936,36.7352,156.634,1064.69,108.157,129.114
3622,0,-155.688,45.8826,148.78,-219.932,39.4779,143.333,-283.26,44.8073,149.479,-345.262,43.6059,153.886,-391.616,31.9008,147.704,-449.076,36.7286,152.428,-507.124,34.2049,153.728,,,,-657.981,26.8501,152.475,-736.01,31.6412,156.561,-193.629,62.328,136.086,324.628,82.7272,117.406,-867.947,36.7384,156.638,1064.69,108.156,129.113
3623,0,-155.66,45.884,148.79,-220.032,39.1435,143.332,-283.277,44.8038,149.49,-345.29,43.5757,154.018,-391.557,31.8775,147.703,-449.081,36.7081,152.431,-507.067,34.2075,153.738,,,,-657.984,26.8305,152.478,-736.009,31.6378,156.561,-193.628,62.3276,136.086,324.635,82.7218,117.386,-867.962,36.7422,156.62,1064.69,108.162,129.089
3624,0,-155.687,45.8784,148.781,-220.062,39.0411,143.341,-283.266,44.7702,149.485,-345.263,43.581,153.897,-391.567,31.8529,147.707,-449.081,36.7014,152.432,-507.054,34.2202,153.737,,,,-657.952,26.8811,152.467,-735.995,31.6629,156.57,-193.628,62.3276,136.086,324.653,82.7206,117.397,-867.944,36.7037,156.62,1064.69,108.157,129.113
3625,0,-155.593,45.9614,148.792,-220.064,39.0447,143.313,-283.266,44.7553,149.486,-345.261,43.6046,153.883,-391.552,31.8229,147.719,-449.081,36.7021,152.432,-507.103,34.1312,153.72,,,,-657.949,26.9093,152.463,-736.001,31.6731,156.56,-193.628,62.3276,136.086,324.64,82.7086,117.371,-867.943,36.7008,156.62,1064.69,108.162,129.089
3626,0,-155.6,45.9836,148.794,-220.12,38.653,143.352,-283.256,44.6903,149.493,-345.262,43.6139,153.885,-391.489,31.7788,147.717,-449.076,36.7286,152.428,-507.14,34.1678,153.731,,,,-657.981,26.8576,152.474,-735.996,31.6692,156.569,-193.63,62.2205,136.114,324.645,82.7149,117.388,-867.953,36.7217,156.62,1064.69,108.169,129.121
3627,0,-155.621,45.9607,148.785,-220.016,39.0103,143.34,-283.258,44.6605,149.496,-345.29,43.5823,154.017,-391.553,31.8345,147.707,-449.081,36.7081,152.431,-507.068,34.2127,153.738,,,,-657.985,26.827,152.478,-735.995,31.6664,156.57,-193.629,62.2097,136.114,324.648,82.7033,117.381,-867.943,36.7035,156.62,1064.69,108.159,129.114
3628,0,-155.617,45.9278,148.785,-220.022,39.1254,143.332,-283.269,44.727,149.49,-345.263,43.5825,153.896,-391.536,31.836,147.712,-449.076,36.7272,152.428,-507.116,34.2112,153.727,,,,-657.984,26.8251,152.478,-735.995,31.6663,156.57,-193.637,62.2511,136.048,324.661,82.6922,117.38,-867.944,36.6895,156.633,1064.71,108.206,129.102
3629,0,-155.587,45.8721,148.793,-220.057,39.1196,143.336,-283.265,44.7713,149.493,-345.261,43.6036,153.884,-391.583,31.8677,147.706,-449.076,36.7326,152.427,-507.092,34.1646,153.729,,,,-657.952,26.884,152.467,-735.995,31.6666,156.57,-193.637,62.2561,136.047,324.634,82.7112,117.382,-867.955,36.6998,156.633,1064.69,108.174,129.122
3630,0,-155.557,45.8138,148.801,-220.057,39.1067,143.337,-283.264,44.7752,149.484,-345.262,43.6128,153.885,-391.566,31.8179,147.67,-449.076,36.7318,152.427,-507.114,34.1071,153.723,,,,-657.98,26.859,152.473,-735.995,31.6667,156.57,-193.648,62.1604,136.166,324.634,82.6987,117.362,-867.97,36.6366,156.639,1064.69,108.162,129.089
3631,0,-155.569,45.8554,148.797,-219.976,39.4286,143.344,-283.265,44.7662,149.484,-345.262,43.6115,153.886,-391.585,31.8321,147.67,-449.076,36.7312,152.427,-507.099,34.1394,153.732,,,,-657.987,26.8309,152.459,-736.018,31.6601,156.563,-193.653,62.2292,136.14,324.657,82.7097,117.353,-868.002,36.7119,156.622,1064.7,108.173,129.095
3632,0,-155.492,45.8489,148.947,-220.057,39.0968,143.323,-283.265,44.7612,149.494,-345.262,43.6081,153.886,-391.543,31.8334,147.706,-449.076,36.7312,152.427,-507.088,34.1621,153.73,,,,-657.984,26.8275,152.477,-735.996,31.6662,156.57,-193.669,62.2048,136.188,324.682,82.6884,117.343,-868.004,36.7106,156.622,1064.69,108.164,129.089
3633,0,-155.535,45.8085,148.823,-220.041,39.0171,143.328,-283.265,44.7602,149.495,-345.262,43.6065,153.886,-391.525,31.7934,147.721,-449.076,36.7312,152.427,-507.07,34.0896,153.722,,,,-657.983,26.831,152.478,-736,31.671,156.56,-193.654,62.2352,136.139,324.63,82.7012,117.372,-867.969,36.6485,156.626,1064.69,108.162,129.088
3634,0,-155.531,45.7812,148.816,-220.04,39.0448,143.325,-283.266,44.7605,149.486,-345.262,43.6066,153.886,-391.804,31.6701,147.751,-449.076,36.7312,152.427,-507.143,34.0444,153.717,,,,-657.952,26.8865,152.467,-736.001,31.6723,156.559,-193.628,62.2308,136.137,324.693,82.7426,117.375,-867.969,36.6441,156.627,1064.7,108.174,129.096
3635,0,-155.547,45.7563,148.819,-220.036,39.0279,143.339,-283.255,44.6959,149.492,-345.262,43.6071,153.886,-391.569,31.7528,147.651,-449.076,36.7312,152.427,-507.095,34.0443,153.727,,,,-657.981,26.8588,152.473,-735.987,31.6932,156.568,-193.627,62.2285,136.138,324.683,82.7511,117.393,-867.945,36.6909,156.621,1064.69,108.159,129.114
3636,0,-155.546,45.8167,148.809,-220.027,39.0489,143.344,-283.215,44.7077,149.495,-345.262,43.6073,153.886,-391.6,31.8735,147.632,-449.076,36.7312,152.427,-507.092,34.1428,153.733,,,,-657.953,26.8856,152.467,-735.996,31.6722,156.57,-193.627,62.2286,136.138,324.65,82.7186,117.379,-867.944,36.6944,156.621,1064.69,108.157,129.114
3637,0,-155.557,45.7794,148.8,-220.048,39.0181,143.326,-283.253,44.6868,149.493,-345.272,43.6637,153.871,-391.549,31.9003,147.633,-449.075,36.7365,152.428,-507.067,34.0996,153.721,,,,-657.949,26.9048,152.464,-736.018,31.6584,156.563,-193.627,62.2288,136.138,324.68,82.707,117.37,-867.953,36.7217,156.62,1064.69,108.162,129.089
3638,0,-155.571,45.7484,148.802,-220.042,39.041,143.323,-283.259,44.6702,149.495,-345.273,43.7019,153.875,-391.538,31.8147,147.651,-449.075,36.7375,152.428,-507.075,34.0676,153.724,,,,-657.983,26.8531,152.455,-736.014,31.6515,156.573,-193.632,62.2799,136.095,324.64,82.7064,117.379,-867.967,36.7512,156.615,1064.69,108.162,129.088
3639,0,-155.575,45.6911,148.79,-220.046,39.051,143.327,-283.267,44.7313,149.498,-345.273,43.7069,153.876,-391.573,31.8254,147.624,-449.07,36.7655,152.423,-507.121,34.0902,153.725,,,,-657.953,26.8798,152.466,-736.07,31.8139,156.646,-193.628,62.2341,136.137,324.65,82.7121,117.384,-867.939,36.7115,156.639,1064.72,108.217,129.11
3640,0,-155.576,45.6874,148.781,-220.033,39.0484,143.322,-283.255,44.7032,149.492,-345.287,43.7503,153.82,-391.529,31.8048,147.62,-449.037,36.7965,152.417,-507.083,34.0694,153.724,,,,-657.949,26.903,152.465,-736.022,31.6851,156.563,-193.632,62.2778,136.096,324.642,82.7383,117.388,-867.987,36.7014,156.642,1064.7,108.169,129.091
3641,0,-155.566,45.6627,148.882,-220.04,39.0186,143.318,-283.215,44.7211,149.485,-345.289,43.7814,153.814,-391.515,31.8277,147.617,-449.036,36.7998,152.417,-507.076,34.0655,153.725,,,,-657.95,26.9078,152.464,-736.024,31.6189,156.563,-193.633,62.2847,136.095,324.65,82.7197,117.382,-867.938,36.7195,156.627,1064.72,108.215,129.109
3642,0,-155.57,45.6487,148.856,-220.053,39.0152,143.32,-283.21,44.7405,149.491,-345.285,43.7914,153.855,-391.531,31.8511,147.616,-449.032,36.8252,152.413,-507.078,34.0663,153.725,,,,-657.95,26.9047,152.464,-736.016,31.6469,156.563,-193.633,62.2831,136.095,324.651,82.7183,117.382,-867.937,36.7213,156.627,1064.72,108.224,129.111
3643,0,-155.554,45.5954,148.866,-220.041,39.0154,143.319,-283.211,44.7452,149.491,-345.298,43.8318,153.802,-391.533,31.8262,147.586,-449.082,36.6769,152.44,-507.053,34.115,153.732,,,,-657.95,26.9021,152.464,-736.005,31.6799,156.572,-193.628,62.3254,136.086,324.658,82.7077,117.372,-867.938,36.7207,156.627,1064.7,108.178,129.097
3644,0,-155.557,45.5765,148.853,-220.036,39.0146,143.318,-283.212,44.7424,149.491,-345.258,43.9064,153.784,-391.486,31.8197,147.598,-449.081,36.6546,152.443,-507.067,34.0886,153.722,,,,-657.95,26.9017,152.464,-736.002,31.6766,156.56,-193.603,62.3207,136.085,324.655,82.7587,117.403,-867.942,36.7143,156.607,1064.69,108.161,129.088
3645,0,-155.602,45.4998,148.736,-220.033,39.0502,143.319,-283.213,44.7385,149.483,-345.299,43.9032,153.79,-391.498,31.8354,147.598,-449.082,36.6575,152.443,-507.078,34.066,153.724,,,,-657.95,26.9021,152.464,-735.996,31.6677,156.569,-193.602,62.318,136.085,324.658,82.7432,117.381,-867.939,36.7412,156.602,1064.69,108.161,129.088
3646,0,-155.591,45.4035,148.742,-219.933,39.4725,143.315,-283.202,44.6752,149.497,-345.259,43.9171,153.795,-391.515,31.8549,147.596,-449.061,36.6633,152.442,-507.081,34.0613,153.725,,,,-657.95,26.9023,152.464,-735.986,31.6909,156.568,-193.602,62.318,136.085,324.646,82.7159,117.391,-867.959,36.7715,156.614,1064.69,108.162,129.088
3647,0,-155.591,45.3401,148.722,-220.026,39.1759,143.314,-283.205,44.6396,149.494,-345.265,43.9718,153.769,-391.514,31.8686,147.592,-449.061,36.6638,152.442,-507.014,34.0828,153.733,,,,-657.95,26.9024,152.464,-735.993,31.7154,156.576,-193.631,62.3493,136.068,324.636,82.7205,117.385,-867.952,36.7369,156.607,1064.69,108.162,129.089
3648,0,-155.607,45.3266,148.708,-220.03,38.9981,143.313,-283.214,44.701,149.496,-345.268,44.017,153.772,-391.517,31.9143,147.587,-449.079,36.6095,152.451,-506.974,34.147,153.74,,,,-657.884,27.0116,152.46,-736.014,31.8332,156.624,-193.629,62.3303,136.086,324.642,82.7178,117.374,-867.959,36.7541,156.603,1064.69,108.162,129.089
3649,0,-155.63,45.164,148.726,-219.938,39.4055,143.303,-283.202,44.6783,149.489,-345.309,44.0591,153.891,-391.462,31.8547,147.568,-449.101,36.5476,152.464,-506.902,34.1795,153.733,,,,-657.88,27.0592,152.454,-736.008,31.8881,156.637,-193.63,62.314,136.063,324.651,82.6999,117.352,-867.97,36.7645,156.615,1064.69,108.162,129.089
3650,0,-155.707,45.0656,148.71,-220.024,39.1309,143.313,-283.203,44.653,149.5,-345.281,44.0869,153.763,-391.47,31.9017,147.572,-449.055,36.8778,152.432,-506.893,34.1843,153.731,,,,-657.898,26.9968,152.466,-735.864,32.0843,156.53,-193.633,62.336,136.045,324.646,82.7039,117.366,-867.974,36.7782,156.609,1064.69,108.162,129.089
3651,0,-155.77,44.9997,148.664,-220.016,39.0632,143.308,-283.204,44.6439,149.502,-345.28,44.1077,153.749,-391.407,31.8674,147.575,-449.071,36.63,152.479,,,,,,,-657.872,26.9954,152.464,-735.965,31.832,156.568,-193.631,62.3165,136.063,324.639,82.7155,117.376,-867.99,36.8378,156.603,1064.69,108.162,129.089
3652,0,-155.791,44.8776,148.65,-219.986,39.0806,143.33,-283.162,44.6918,149.492,-345.28,44.1096,153.752,-391.408,31.8924,147.551,-449.119,36.5872,152.473,-506.9,34.1761,153.732,,,,-657.846,27.0303,152.458,-735.973,31.8736,156.63,-193.628,62.3261,136.086,324.645,82.7121,117.365,-867.999,36.8345,156.603,1064.7,108.174,129.096
3653,0,-155.853,44.4002,148.854,-219.979,39.1245,143.328,-283.157,44.7242,149.488,-345.288,44.1438,153.739,-391.409,31.9907,147.734,-449.081,36.6594,152.463,-506.859,34.145,153.745,,,,-657.844,27.0443,152.459,-735.98,31.9245,156.632,-193.628,62.3279,136.086,324.662,82.693,117.361,-867.936,36.7446,156.642,1064.69,108.17,129.121
3654,0,-155.797,44.2661,148.843,-219.999,39.0321,143.341,-283.144,44.6698,149.528,-345.248,44.213,153.723,-391.309,31.8376,147.78,-449.089,36.6303,152.471,-506.802,34.242,153.75,,,,-657.832,27.0775,152.458,-735.969,31.9403,156.626,-193.628,62.3277,136.086,324.669,82.6857,117.344,-867.982,36.7667,156.584,1064.69,108.163,129.089
3655,0,-155.694,44.3216,148.67,-219.993,39.0407,143.334,-283.147,44.6273,149.536,-345.255,44.2927,153.699,-391.353,31.9168,147.551,-449.08,36.6581,152.469,-506.763,34.3218,153.739,,,,-657.802,27.1213,152.464,-735.851,32.0753,156.625,-193.629,62.3484,136.093,324.643,82.7173,117.377,-867.968,36.7742,156.592,1064.7,108.173,129.096
3656,0,-155.681,44.4017,148.634,-219.971,39.1693,143.318,-283.15,44.6178,149.518,-345.263,44.3563,153.698,-391.359,31.9691,147.529,-449.032,36.7445,152.458,-506.759,34.3309,153.737,,,,-657.805,27.1207,152.455,-735.833,32.1319,156.632,-193.629,62.3295,136.086,324.635,82.7216,117.386,-868.172,36.9494,156.263,1064.69,108.164,129.089
3657,0,-155.707,44.2129,148.604,-219.965,39.229,143.314,-283.157,44.6902,149.527,,,,-391.35,31.9901,147.508,-449.02,36.7587,152.455,,,,,,,-657.775,27.1512,152.46,-735.828,32.1502,156.631,-193.623,62.2774,136.128,324.636,82.7211,117.385,-868.136,36.8321,156.283,1064.69,108.162,129.088
3658,0,-155.733,44.1158,148.552,-219.981,39.157,143.319,-283.155,44.7321,149.516,,,,-391.371,32.0261,147.496,-448.978,36.8287,152.475,-506.66,34.4028,153.743,,,,-657.745,27.194,152.455,-735.812,32.1735,156.639,-193.647,62.2949,136.153,324.621,82.7374,117.415,-868.151,36.7676,156.269,1064.69,108.162,129.089
3659,0,-155.728,43.969,148.638,-219.966,39.1912,143.322,-283.144,44.674,149.528,,,,-391.33,32.0206,147.506,-448.887,37.0458,152.438,-506.628,34.4555,153.717,,,,-657.737,27.2274,152.452,-735.775,32.1396,156.647,-193.624,62.2775,136.128,324.649,82.7191,117.379,-868.069,36.72,156.31,1064.69,108.162,129.089
3660,0,-155.778,43.9487,148.486,-219.98,39.1381,143.326,-283.146,44.6283,149.535,,,,-391.371,32.0593,147.504,-448.866,37.1486,152.423,-506.652,34.4154,153.721,,,,-657.717,27.2403,152.448,-735.758,32.1544,156.655,-193.626,62.3582,136.116,324.662,82.7205,117.401,-868.026,36.6725,156.331,1064.69,108.162,129.089
3661,0,-155.736,43.7932,148.459,-219.987,39.1017,143.323,-283.148,44.6185,149.536,-344.971,42.6867,154,-391.241,31.9734,147.514,-448.797,37.3472,152.408,-506.594,34.4135,153.72,,,,-657.687,27.2753,152.443,-735.753,32.1606,156.664,-193.627,62.34,136.115,324.658,82.7079,117.373,-867.992,36.5714,156.341,1064.71,108.213,129.135
3662,0,-155.781,43.6691,148.383,-219.946,39.1151,143.324,-283.138,44.5628,149.541,-345.077,43.7982,154.023,-391.203,31.9013,147.489,-448.791,37.3963,152.401,-506.583,34.4221,153.719,,,,-657.679,27.3087,152.441,-735.738,32.1556,156.711,-193.626,62.3398,136.11,324.689,82.6945,117.359,-867.94,36.4847,156.364,1064.7,108.18,129.098
