Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20081,0,-238.362,89.1205,340.976,-263.546,78.5977,335.962,-251.172,66.7083,318.892,-296.081,80.6262,321.733,-344.587,107.939,340.687,-397.091,84.5551,334.441,-461.462,96.5668,341.498,-515.703,133.202,332.605,-580.474,108.559,339.33,,,,-259.747,115.19,323.716,302.414,141.048,321.119,-933.554,79.7335,339.229,475.016,147.293,331.418
20082,0,-238.615,89.1054,341.008,-263.522,78.6156,335.939,-251.166,66.7263,318.886,-295.864,81.0526,321.662,-344.405,108.09,340.888,-397.086,84.551,334.422,-461.388,96.4668,341.535,-515.591,133.31,332.599,-580.459,108.424,339.404,,,,,,,302.414,141.048,321.119,-933.556,79.7164,339.238,475.018,147.392,331.387
20083,0,-238.821,88.9744,341.197,-263.521,78.5944,335.912,-251.133,66.8138,318.786,-295.897,80.8678,321.632,-344.506,107.841,340.701,-397.031,84.6333,334.435,-461.343,96.388,341.506,-515.478,133.196,332.652,-580.365,108.429,339.244,,,,,,,302.419,141.048,321.128,-933.554,79.7332,339.229,475.022,147.386,331.397
20084,0,-239.004,88.9509,341.282,-263.495,78.6267,335.904,-251.125,66.8401,318.748,-295.949,80.5892,321.679,-344.582,107.667,340.652,-396.976,84.7027,334.454,-461.347,96.2744,341.489,-515.284,133.589,332.652,-580.284,108.475,339.244,,,,,,,302.419,141.048,321.128,-933.559,79.7191,339.204,475.025,147.366,331.386
20085,0,-239.389,89.1106,341.419,-263.49,78.6403,335.895,-251.098,66.9729,318.593,-295.933,80.4842,321.694,-344.602,107.594,340.635,-396.961,84.7425,334.494,-461.313,96.1388,341.503,-515.251,133.599,332.682,-580.262,108.63,339.345,,,,,,,302.414,141.048,321.119,-933.554,79.7273,339.236,475.024,147.362,331.394
20086,0,-239.851,89.5374,341.678,-263.454,78.7106,335.844,-251.043,67.1133,318.52,-295.923,80.5091,321.689,-344.563,107.518,340.605,-396.98,84.7345,334.594,-461.64,95.8127,341.592,-515.231,133.517,332.756,-580.194,108.633,339.321,,,,,,,302.414,141.048,321.119,-933.54,79.7244,339.23,475.025,147.259,331.425
20087,0,-239.937,89.5949,341.721,-263.429,78.7551,335.839,-251.025,67.1637,318.511,-295.886,80.4976,321.688,-344.527,107.434,340.592,-396.933,84.5293,334.604,-461.469,95.7807,341.404,-515.231,133.503,332.789,-580.139,108.665,339.29,,,,,,,302.414,141.048,321.119,-933.529,79.7067,339.214,475.023,147.382,331.372
20088,0,-240.006,89.6716,341.863,-263.413,78.8006,335.82,-251.007,67.1894,318.47,-295.863,80.437,321.696,-344.505,107.397,340.599,-396.894,84.9796,334.795,-461.403,95.7207,341.355,-515.185,133.488,332.817,-580.076,108.711,339.262,,,,,,,302.414,141.048,321.119,-933.547,79.7539,339.22,475.027,147.364,331.394
