Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,branch:Origin_End,,,branch:Target_End,,,branch:Origin_Other,,,branch:Target_Other,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.316,-5.14737,273.333,221.142,27.7949,279.597,,,,617.021,58.3562,293.222
130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.331,-5.0984,273.358,221.137,27.7961,279.608,,,,617.021,58.3562,293.222
131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.344,-5.06596,273.365,221.152,27.8197,279.616,,,,617.021,58.3562,293.222
132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.355,-4.97758,273.356,221.15,27.8265,279.604,,,,617.021,58.3562,293.222
133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.383,-4.89463,273.354,221.15,27.8264,279.604,,,,617.021,58.3562,293.222
134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.401,-4.84915,273.335,221.143,27.7944,279.605,,,,617.021,58.3546,293.228
135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.375,-4.73461,273.309,221.156,27.7946,279.604,,,,617.021,58.3546,293.228
136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.388,-4.70491,273.325,221.143,27.7939,279.605,,,,617.021,58.3531,293.235
137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.37,-4.63815,273.316,221.149,27.8312,279.591,,,,617.021,58.3546,293.228
138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.334,-4.59077,273.282,221.144,27.8238,279.615,,,,617.021,58.3531,293.235
139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.317,-4.53099,273.249,221.141,27.7828,279.616,,,,617.021,58.3531,293.235
140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.299,-4.46083,273.238,221.153,27.7613,279.617,,,,617.021,58.3531,293.235
