Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_95:Head_M1,,,Snake_95:M2,,,Snake_95:M3,,,Snake_95:M4,,,Snake_95:M5,,,Snake_95:M6,,,Snake_95:M7,,,Snake_95:M8,,,Snake_95:M9,,,Snake_95:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2436,0,-138.61,127.253,846.836,-204.021,116.547,838.289,-264.12,130.934,849.745,-329.646,131.568,849.18,-394.035,120.839,846.903,-466.261,113.64,845.254,-537.441,134.62,851.842,-603.304,138.543,849.131,-675.383,107.945,843.539,-741.044,106.191,841.959,-131.575,142.668,835.159,96.2172,135.402,833.825,,,,835.622,136.802,851.482
2437,0,-137.485,127.068,846.623,-202.691,116.774,838.347,-262.945,129.872,849.593,-328.469,133.014,848.702,-392.575,120.752,846.633,-464.964,114.147,845.406,-535.984,133.965,851.853,-601.914,138.492,848.994,-673.835,107.691,843.683,-739.633,105.674,841.639,-131.51,142.638,835.167,96.2175,135.409,833.815,,,,835.622,136.796,851.487
2438,0,-136.258,127.318,846.317,-201.262,116.346,838.238,-261.446,128.942,849.395,-327.286,132.753,848.722,-391.311,119.942,846.515,-463.559,114.4,845.444,-534.779,132.795,851.711,-600.485,138.73,848.994,-672.657,108.238,843.753,-738.14,104.78,840.878,-131.504,142.603,835.098,96.2539,135.431,833.812,,,,835.622,136.802,851.482
2439,0,-134.742,127.265,846.068,-199.877,116.027,838.125,-259.901,127.841,849.092,-325.954,133.502,848.65,-389.987,119.129,846.353,-461.83,114.115,845.449,-533.488,131.77,851.708,-599.044,139.433,848.918,-670.923,108.996,844.348,-736.932,103.958,840.382,-131.567,142.489,835.028,96.2543,135.432,833.812,,,,835.622,136.802,851.481
2440,0,-133.118,127.315,845.653,-198.522,116.181,838.026,-258.457,126.851,848.55,-324.521,133.263,848.843,-388.604,118.489,846.076,-460.919,114.608,845.47,-532.035,130.587,851.474,-597.448,139.574,848.701,-669.4,109.209,844.492,-735.456,103.773,840.147,-131.633,142.371,834.981,96.242,135.389,833.822,,,,835.623,136.803,851.487
2441,0,-131.706,127.043,845.409,-196.879,116.199,837.86,-256.912,126.181,848.376,-323.352,134.073,848.73,-387.04,117.423,845.406,-459.713,114.694,845.659,-530.991,129.396,851.43,-595.774,139.19,848.591,-667.845,109.244,844.611,-733.718,103.923,839.909,-131.652,142.352,834.976,96.2541,135.43,833.812,,,,835.621,136.801,851.487
2442,0,-130.409,126.774,845.464,-195.535,116.301,837.8,-255.802,125.1,847.957,-322.148,134.248,848.734,-385.583,116.86,845.185,-458.334,114.731,845.912,-529.742,128.489,851.277,-593.982,139.131,848.444,-666.202,109.879,845.094,-732.137,103.786,839.619,-131.698,142.269,834.961,96.242,135.39,833.822,,,,835.623,136.803,851.487
2443,0,-129.039,126.734,845.488,-194.231,116.596,837.762,-254.451,124.035,847.879,-320.836,134.036,848.673,-384.286,116.571,844.755,-456.849,115.329,846.168,-528.868,128.007,851.031,-592.408,139.11,848.332,-664.892,110.612,845.366,-730.697,103.234,839.38,-131.74,142.234,834.96,96.2369,135.434,833.824,,,,835.623,136.803,851.487
