Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
5501,0,-183.45,132.182,321.685,-239.622,151.82,343.978,-239.425,102.937,325.318,-297.533,76.4508,331.852,-340.265,78.8493,333.742,-343.631,152.887,320.252,-395.359,109.615,342.798,-464.819,111.264,339.66,,,,,,,,,,347.068,136.902,315.255,-933.354,78.7861,339.213,519.488,147.993,326.283
5502,0,-183.227,131.524,321.257,-239.399,151.496,343.832,-239.473,102.959,325.34,-297.468,77.203,331.942,-340.402,79.0283,333.762,-343.727,152.912,320.206,-395.346,109.756,342.801,-464.82,111.309,339.659,,,,,,,,,,347.101,136.903,315.262,-933.388,78.8278,339.208,519.491,148.006,326.294
5503,0,-185.914,128.306,320.178,-238.594,151.774,343.607,-239.525,103.024,325.364,-297.489,77.4146,332.165,-341.096,78.6271,333.68,-343.852,152.974,320.163,-395.358,109.877,342.794,-464.826,111.301,339.668,,,,,,,,,,347.105,136.903,315.255,-933.389,78.8388,339.206,519.492,148.008,326.294
5504,0,-183.319,129.905,320.62,-237.886,151.635,343.508,-239.543,103.067,325.362,-297.938,76.3158,332.486,-340.982,79.2244,333.764,-344.049,152.981,320.09,-395.301,109.978,342.79,-464.838,111.354,339.678,,,,,,,,,,347.09,136.937,315.261,-933.387,78.8334,339.222,519.489,147.994,326.283
5505,0,-182.62,130.041,320.447,-237.584,151.457,343.48,-239.549,103.118,325.333,-298.03,76.4931,332.652,-339.753,80.7033,333.877,-344.35,152.903,319.986,-395.299,110.112,342.767,-464.871,111.394,339.704,,,,,,,,,,347.086,136.87,315.256,-933.418,78.8806,339.247,519.488,147.992,326.283
5506,0,-181.889,130.054,320.389,-236.91,151.515,343.413,-239.525,103.217,325.332,-298.111,76.5368,332.72,,,,-346.219,151.601,319.504,-395.36,110.154,342.793,-464.846,111.446,339.798,,,,,,,,,,347.091,136.87,315.253,-933.419,78.9034,339.243,519.488,147.993,326.283
5507,0,-181.298,130.05,320.5,-236.276,151.501,343.316,-239.511,103.31,325.321,-297.78,77.9633,332.848,-349.329,72.8136,331.182,-373.92,130.078,311.699,-395.385,110.208,342.76,-464.898,111.603,339.794,,,,,,,,,,347.101,136.869,315.246,-933.415,78.8958,339.275,519.488,147.993,326.283
5508,0,-180.453,130.475,320.596,-236.263,150.945,343.227,-239.409,103.413,325.332,-297.87,78.0017,332.863,-350.004,72.6704,331.091,,,,-395.464,110.182,342.721,-464.868,111.655,339.806,,,,,,,,,,347.068,136.872,315.226,-933.454,78.9571,339.237,519.491,148.006,326.294
