Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_90:Head_M1,,,Snake_90:M2,,,Snake_90:M3,,,Snake_90:M4,,,Snake_90:M5,,,Snake_90:M6,,,Snake_90:M7,,,Snake_90:M8,,,Snake_90:M9,,,Snake_90:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.496,-177.254,148.043,-803.613,-184.986,164.237,345.712,-180.608,158.436
2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.496,-177.254,148.043,-803.616,-184.928,164.247,345.715,-180.612,158.424
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.496,-177.254,148.043,-803.618,-184.927,164.232,345.715,-180.612,158.424
4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.505,-177.243,148.039,-803.613,-184.982,164.237,345.715,-180.612,158.424
5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.486,-177.265,148.047,-803.619,-184.936,164.232,345.712,-180.608,158.436
6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.486,-177.269,148.04,-803.612,-184.98,164.236,345.712,-180.608,158.436
7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.488,-177.246,148.045,-803.619,-184.935,164.232,345.712,-180.608,158.436
8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.474,-177.228,148.053,-803.612,-184.98,164.236,345.712,-180.608,158.436
