Trajectories
150
,,Snake_90:Head_M1,,,Snake_90:M2,,,Snake_90:M3,,,Snake_90:M4,,,Snake_90:M5,,,Snake_90:M6,,,Snake_90:M7,,,Snake_90:M8,,,Snake_90:M9,,,Snake_90:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
526,0,-207.597,-148.368,175.494,-285.723,-157.444,170.835,,,,-437.174,-152.512,164.961,,,,,,,,,,-718.891,-247.297,185.612,,,,-848.056,-250.126,183.464,,,,191.923,-105.425,163.005,,,,364.5,-90.6096,173.517
527,0,-205.498,-147.683,175.598,-282.995,-157.325,170.561,,,,-435.201,-151.572,164.767,,,,,,,,,,-717.09,-246.742,185.508,,,,-845.867,-250.102,183.363,,,,191.971,-105.458,163.017,,,,364.5,-90.6275,173.504
528,0,-203.654,-147.664,175.886,-281.065,-156.425,170.579,,,,-432.762,-150.434,164.535,,,,,,,,,,-715.253,-247.214,185.944,,,,-844.102,-250.21,183.609,,,,191.945,-105.437,163.007,,,,364.5,-90.6299,173.504
529,0,-201.442,-148.151,176.059,-278.596,-156.316,169.986,,,,-430.586,-150.598,164.312,,,,,,,,,,-712.892,-245.329,185.507,,,,-841.991,-250.584,183.403,,,,191.972,-105.455,163.008,,,,364.5,-90.6294,173.504
530,0,-199.066,-147.506,176.124,-276.106,-155.958,169.773,,,,-428.586,-150.172,164.407,,,,,,,,,,-710.835,-244.06,185.472,,,,-839.754,-250.452,183.173,,,,191.973,-105.46,163.016,,,,364.5,-90.6293,173.504
531,0,-197.302,-147.259,175.98,-274.227,-154.741,169.374,,,,-426.13,-149.883,164.22,,,,,,,,,,-709.328,-243.084,185.702,,,,-837.847,-250.929,182.948,,,,191.933,-105.469,163.005,,,,364.5,-90.6293,173.504
532,0,-194.727,-147.26,175.802,-272.416,-153.632,168.927,,,,-424.421,-150.055,164.013,-518.601,-229.707,175.044,,,,,,,-707.171,-242.144,185.192,,,,-835.827,-250.827,183.505,,,,191.932,-105.469,163.005,,,,364.5,-90.6293,173.504
533,0,-192.512,-147.354,175.836,-270.425,-152.771,168.304,,,,-422.082,-149.934,163.955,-516.636,-228.874,174.873,,,,-568.203,-213.511,179.496,-705.464,-241.965,186.06,,,,-833.684,-250.879,183.435,,,,191.945,-105.485,163.018,,,,364.492,-90.6383,173.518
534,0,-190.36,-147.482,175.903,-268.318,-151.931,168.021,,,,-420.057,-149.843,163.895,,,,,,,-566.344,-214.363,179.504,-703.949,-239.765,185.861,,,,-831.734,-250.522,183.304,,,,191.914,-105.46,163.006,,,,364.471,-90.6441,173.522
