Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_89:Head_M1,,,Snake_89:M2,,,Snake_89:M3,,,Snake_89:M4,,,Snake_89:M5,,,Snake_89:M6,,,Snake_89:M7,,,Snake_89:M8,,,Snake_89:M9,,,Snake_89:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
16937,0,-373.732,108.358,237.246,-451.841,117.027,235.93,-522.976,102.784,236.557,-599.051,100.202,238.239,-659.836,129.746,245.963,-742.097,113.375,244.636,-815.977,118.275,248.286,-892.386,124.431,248.501,-953.515,150.503,244.686,,,,-296.534,112.399,219.475,474.073,106.846,203.408,-1073.28,140.848,247.175,,,
16938,0,-368.966,107.84,237.262,-447.265,117.132,236.26,-517.94,104.158,236.932,-594.858,97.3836,237.559,-654.85,128.606,245.661,-737.738,115.46,244.975,-811.343,116.126,248.002,-887.221,123.95,248.399,-949.602,147.939,245.871,,,,-296.552,112.439,219.475,474.074,106.848,203.408,-1073.25,140.889,247.184,,,
16939,0,-364.332,107.645,237.236,-442.456,116.855,236.279,-514.046,107.342,237.356,-590.5,94.5253,236.607,-649.885,127.546,245.714,-733.224,116.734,245.596,-806.869,114.586,247.626,-882.344,124.109,248.673,-945.743,144.991,246.88,,,,-296.56,112.474,219.502,474.074,106.847,203.408,-1073.28,140.843,247.192,,,
16940,0,-360.099,107.782,237.266,-437.861,117.592,236.324,-509.007,108.72,237.664,-586.084,91.9063,235.71,-644.933,126.026,245.558,-728.642,118.786,246.033,-802.44,112.353,247.045,-877.382,124.896,248.634,-941.998,141.773,247.445,-996.169,160.772,239.631,-296.56,112.475,219.503,474.074,106.847,203.408,-1073.29,140.861,247.19,,,
16941,0,-355.856,108.382,237.381,-432.928,116.759,235.93,-504.739,110.564,238.08,-581.178,90.4208,235.079,-640.081,124.939,245.608,-724.485,121.13,246.048,-798.24,109.693,246.738,-872.462,124.726,248.418,-938.148,138.905,248.274,-991.522,162.022,239.555,-296.587,112.457,219.501,474.055,106.797,203.412,-1073.31,140.908,247.171,,,
16942,0,-351.307,108.1,237.361,-428.47,116.578,235.693,-499.947,112.301,238.494,-576.54,89.7556,234.423,-635.296,122.799,245.538,,,,-793.624,108.856,245.923,-867.995,125.394,248.883,,,,-986.611,162.591,239.081,-296.591,112.45,219.5,474.073,106.846,203.408,-1073.31,140.913,247.17,,,
16943,0,-346.715,108.346,237.148,-424.203,116.422,235.266,-495.443,114.224,239.052,-571.53,89.1802,234.07,-630.488,121.579,245.465,-714.85,125.278,246.166,-788.666,107.561,245.48,-862.975,125.496,248.691,,,,-981.105,164.907,238.724,-296.596,112.4,219.516,474.074,106.848,203.408,-1073.31,140.912,247.171,,,
16944,0,-341.857,108.415,237.216,-419.856,115.127,234.935,-490.696,115.616,239.434,-566.608,89.4421,233.57,-625.936,119.362,244.844,-710.523,125.946,246.786,-783.863,106.809,245.148,-858.063,125.277,249.194,-925.613,129.746,248.094,-976.145,164.805,238.805,-296.597,112.352,219.506,474.074,106.847,203.408,-1073.31,140.787,247.184,,,
