Trajectories
150
,,Snake:Head_M1,,,Snake:M2,,,Snake:M3,,,Snake:M4,,,Snake:M5,,,Snake:M6,,,Snake:M7,,,Snake:M8,,,Snake:M9,,,Snake:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
725,0,-176.19,102.844,353.606,-241.67,100.403,356.582,-304.795,95.8207,358.883,-369.023,82.7845,350.73,-418.518,93.8772,363.105,-483.035,83.3472,355.363,-547.549,86.4203,361.893,-622.57,89.3243,364.974,-700.215,80.3374,358.782,-782.821,72.8941,352.015,-199.829,117.096,347.951,116.126,118.409,343.16,-866.304,109.368,365.439,855.931,118.611,354.18
726,0,-175.585,103.572,354.057,-241.096,99.4514,356.962,-304.064,96.0915,358.755,-368.119,83.1549,351.154,-417.054,93.9258,363.005,-482.655,82.0905,355.438,-546.941,86.4999,362.189,-621.787,88.8309,365.036,-699.735,79.9525,358.673,-782.075,73.5291,352.081,-199.652,117.31,347.979,116.128,118.408,343.161,-866.302,109.358,365.44,855.924,118.597,354.178
727,0,-175.125,103.835,354.155,-240.235,100.137,356.501,-303.223,95.8561,358.947,-367.53,83.1363,351.27,-416.291,94.6834,363.104,-482.166,82.0008,355.353,-546.277,87.569,362.157,-621.247,88.6745,364.892,-698.863,79.6618,358.532,-781.267,73.2978,352.527,-199.696,117.255,347.984,116.157,118.395,343.142,-866.302,109.357,365.441,855.924,118.596,354.178
728,0,-174.455,104.257,354.322,-239.97,99.6302,356.7,-302.665,96.5672,359.134,-366.814,83.3163,351.345,,,,-481.192,81.9317,355.347,-545.516,87.0445,362.469,-620.775,88.625,365.064,-698.121,79.1886,358.206,-780.326,73.5439,352.729,-199.737,117.252,347.961,116.159,118.398,343.132,-866.328,109.421,365.438,855.929,118.605,354.16
729,0,-174.021,104.26,354.476,-239.076,99.0646,356.826,-302.041,96.7398,359.364,-366.264,83.7343,351.54,,,,-480.884,81.6023,355.38,-544.837,87.5915,362.819,,,,-697.639,79.1758,358.046,-779.899,73.7627,353.075,-200.145,116.788,347.878,116.157,118.395,343.142,-866.328,109.427,365.437,855.908,118.57,354.142
730,0,-173.531,104.563,354.784,-238.447,99.5381,356.433,-301.382,97.3716,359.278,-365.687,83.9249,351.978,,,,-480.357,82.0184,355.41,-544.363,88.368,362.847,,,,-697.089,78.7059,357.815,-779.065,73.5335,353.2,-200.166,116.765,347.855,116.125,118.418,343.134,-866.328,109.425,365.437,855.923,118.585,354.165
731,0,-172.775,105.011,354.602,-238.313,99.5944,356.605,-300.735,97.1096,359.432,-364.906,84.0456,352.089,,,,-479.526,82.5258,355.126,-543.746,88.9933,362.936,,,,-696.411,78.6941,357.409,-778.473,73.904,353.172,-200.156,116.83,347.907,116.108,118.423,343.162,-866.336,109.408,365.427,855.926,118.598,354.183
732,0,-172.227,104.965,354.548,-237.494,99.0221,356.733,-300.429,97.8549,359.404,-364.474,84.3528,352.248,-413.692,93.7266,362.44,-479.226,81.5082,355.253,-543.169,88.7045,363.281,-617.914,88.3862,364.762,-695.793,78.4679,357.183,-778.059,74.3889,353.399,-200.156,116.824,347.864,116.124,118.413,343.145,-866.336,109.407,365.427,855.903,118.562,354.16
733,0,-171.923,105.429,354.469,-236.889,98.6244,356.636,-299.589,97.6407,359.289,-363.959,84.3051,352.403,-412.733,93.692,362.151,-478.57,81.5981,355.47,-542.49,88.7204,363.067,-617.508,88.7395,364.728,-695.294,78.5005,357.068,-777.409,74.1321,353.709,-200.154,116.824,347.881,116.137,118.408,343.144,-866.336,109.407,365.427,855.903,118.561,354.16
734,0,-171.541,105.704,354.443,-236.688,99.1762,356.462,,,,-363.351,84.5604,352.547,-412.249,94.0158,361.943,-478.141,82.1734,355.374,-542.026,88.4626,363.342,-616.76,89.0326,364.642,-694.767,78.2636,356.943,-776.601,74.0429,353.919,-200.157,116.822,347.864,116.139,118.405,343.16,-866.336,109.407,365.427,855.923,118.586,354.165
735,0,-171.317,106.15,354.588,-236.183,99.3206,356.657,-298.835,98.2991,359.347,-362.8,84.9673,352.497,-411.902,94.6983,361.962,-477.369,81.922,355.363,-541.48,89.6696,363.48,,,,-694.232,77.9427,356.848,-776.458,74.3317,354.245,-200.154,116.823,347.88,116.146,118.389,343.144,-866.328,109.423,365.437,855.903,118.562,354.16
736,0,-170.967,106.632,354.486,-235.59,98.8946,356.631,-298.201,99.015,359.316,,,,-410.948,94.337,361.731,-476.863,81.6243,355.478,-541.193,89.9119,363.661,,,,-693.734,78.1624,356.836,-776.009,74.6673,354.357,-200.153,116.825,347.882,116.138,118.401,343.13,-866.335,109.409,365.427,855.923,118.586,354.165
737,0,-170.738,106.818,354.678,-235.096,98.3258,356.504,-297.419,98.88,359.869,-361.735,84.9375,352.832,-410.746,93.4609,361.858,-476.704,81.4979,355.48,-540.559,90.0607,363.842,,,,-693.1,78.0778,356.736,-775.325,74.7717,354.337,-200.2,116.792,347.872,116.137,118.409,343.144,-866.336,109.407,365.427,855.924,118.586,354.165
738,0,-170.133,107.357,354.936,-234.755,98.7557,356.507,-296.854,98.9644,359.929,-361.201,85.1895,353.064,-410.414,93.4294,361.808,-476.136,81.6678,355.659,-540.007,89.9617,363.941,,,,-692.751,77.5629,356.66,-774.768,74.6553,354.477,-200.156,116.822,347.881,116.137,118.409,343.145,-866.336,109.407,365.427,855.924,118.586,354.165
739,0,-169.723,107.455,355.275,-234.337,98.5268,356.633,-296.489,99.4457,359.903,-360.775,85.4359,353.401,-409.99,93.0495,361.849,-475.33,81.4987,355.807,-539.518,89.879,363.969,,,,-692.395,77.7695,356.634,-774.136,75.2492,354.563,-200.152,116.826,347.882,116.137,118.409,343.144,-866.36,109.353,365.43,855.924,118.597,354.178
740,0,-169.821,108.134,355.674,-233.619,98.2958,356.478,-295.97,99.5178,360.232,-360.193,85.6543,353.644,-409.666,92.7071,361.323,-475.121,81.8016,355.468,-539.029,90.4031,363.91,-613.567,88.7036,364.117,-691.788,77.6625,356.58,,,,-200.149,116.828,347.856,116.126,118.412,343.145,-866.337,109.402,365.427,855.923,118.585,354.163
741,0,-169.442,108.755,355.921,-233.351,97.9721,356.412,,,,-359.758,85.7242,353.517,-409.312,92.4332,361.063,-474.834,81.6359,355.565,-538.723,90.1993,364.292,-613.219,88.6779,363.944,-691.265,77.3922,356.515,-773.387,75.5897,355.19,-200.158,116.774,347.832,116.118,118.428,343.161,-866.338,109.416,365.425,855.924,118.586,354.165
742,0,-168.856,108.748,355.892,-232.957,97.851,356.388,-295.219,100.003,359.928,-359.304,85.2598,353.572,-408.996,92.5164,360.999,-474.279,81.7896,355.685,-538.393,90.82,364.122,-612.903,88.4189,363.419,-690.915,77.5138,356.414,,,,-200.161,116.77,347.874,116.136,118.416,343.159,-866.32,109.391,365.448,855.924,118.586,354.165
743,0,-168.387,108.565,355.962,-232.472,98.2642,356.412,-294.419,100.103,360.047,-358.816,85.7948,353.565,-408.468,92.4583,360.943,-473.79,81.8186,355.666,-537.922,90.8026,363.976,-612.295,87.9439,363.774,-690.613,77.6986,356.444,-772.842,74.9621,355.436,-200.118,116.752,347.877,116.149,118.445,343.144,-866.339,109.412,365.426,855.924,118.586,354.165
744,0,-168.226,108.847,356.053,-231.986,97.9781,356.317,-294.165,100.388,360.05,-358.405,85.9025,353.576,-407.933,92.1447,360.728,-473.463,81.8756,355.74,-537.643,90.7505,364.354,-612.083,88.1803,363.726,-689.932,77.7927,356.56,-772.478,75.3856,355.454,-200.117,116.753,347.878,116.116,118.465,343.146,-866.321,109.372,365.429,855.924,118.586,354.165
745,0,-167.737,108.686,356.061,-231.698,97.6179,356.309,-294.114,100.949,359.925,-358.06,85.9003,353.559,-407.738,92.1232,360.672,-473.097,81.7611,355.601,-536.908,90.7326,363.978,-611.924,88.5091,363.622,-689.581,77.5259,356.412,-772.059,75.9164,355.396,-200.157,116.738,347.88,116.116,118.465,343.146,-866.324,109.374,365.428,855.924,118.586,354.165
746,0,-167.33,108.476,356.335,-231.413,97.4406,356.275,,,,-357.587,86.0439,353.541,-407.631,92.3602,360.612,-472.706,81.7808,355.704,-536.578,91.447,364.237,-611.458,88.4299,363.549,-689.223,77.2163,356.36,-771.644,76.2594,355.44,-200.125,116.699,347.87,116.137,118.41,343.144,-866.332,109.304,365.452,855.941,118.565,354.172
747,0,-166.793,107.947,356.484,-231.06,97.3905,356.323,,,,-357.303,86.2962,353.463,-407.37,92.6212,360.489,-472.285,82.0665,355.727,-536.338,91.7185,364.501,,,,-688.908,77.5025,356.303,-771.175,76.0702,355.885,-200.129,116.647,347.864,116.138,118.408,343.144,-866.334,109.297,365.454,855.94,118.563,354.166
748,0,-166.764,108.13,356.645,-230.703,97.5239,356.298,-292.634,101.069,359.889,-356.871,86.5191,353.771,,,,-471.962,82.1621,355.702,-535.761,92.1862,364.623,,,,-688.319,77.4412,356.302,-770.727,75.4945,356.037,-200.143,116.588,347.856,116.125,118.413,343.144,-866.309,109.354,365.45,855.94,118.563,354.166
749,0,-166.334,107.897,356.952,-230.228,97.3261,356.321,-292.486,101.461,359.895,-356.331,86.4365,353.93,,,,-471.808,82.3539,355.817,-535.368,92.1014,364.716,,,,-687.907,77.1708,356.273,-770.265,75.8556,356.104,-200.137,116.6,347.874,116.124,118.413,343.144,-866.312,109.351,365.428,855.94,118.563,354.166
750,0,-165.668,107.39,356.792,-230,96.8403,356.202,-291.989,101.89,359.906,-355.975,86.2767,353.954,,,,-471.432,82.2988,355.904,-534.963,91.6187,364.847,,,,-687.496,77.0949,356.175,-770.015,76.5788,356.315,-200.141,116.598,347.874,116.137,118.409,343.144,-866.337,109.293,365.431,855.94,118.573,354.179
