Trajectories
150
,,Snake:Head_M1,,,Snake:M2,,,Snake:M3,,,Snake:M4,,,Snake:M5,,,Snake:M6,,,Snake:M7,,,Snake:M8,,,Snake:M9,,,Snake:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1420,0,-209.463,46.4835,146.218,-274.615,39.9751,142.447,-339.19,33.251,142.497,-399.118,35.4365,148.806,-450.498,42.0636,153.186,-515.248,33.0078,152.402,-582.788,18.9348,143.484,,,,-738.262,23.1858,152.751,,,,-191.279,71.2402,134.448,288.276,79.1793,117.829,-866.274,36.8409,157.089,1027.66,94.4268,129.581
1421,0,-207.735,46.4308,146.496,-272.874,40.5005,142.23,-337.507,34.0444,143.206,-397.706,34.6172,148.238,-449.085,42.3412,153.057,-513.711,33.9679,152.424,-580.727,19.4312,142.538,,,,-736.482,23.5177,152.856,,,,-191.293,70.868,134.356,288.276,79.1781,117.829,-866.305,36.847,157.042,1027.66,94.418,129.58
1422,0,-205.828,46.2021,146.274,-271.011,40.7272,142.121,-335.945,34.3664,143.242,-396.4,33.781,147.23,-447.441,42.1549,152.889,-512.085,34.1469,152.766,-579.567,18.5792,141.785,,,,-735.193,24.0289,153.335,,,,-191.346,70.3372,134.299,288.284,79.2097,117.828,-866.306,36.8429,157.017,1027.66,94.4266,129.581
1423,0,-203.727,45.8165,146.001,-269.346,40.7161,142.438,-334.421,34.4827,143.836,,,,-445.586,42.1111,152.714,-510.569,33.9795,152.863,-577.892,17.7983,141.495,,,,-733.764,24.6366,153.474,,,,-191.365,70.1557,134.271,288.284,79.2108,117.828,-866.308,36.9541,156.983,1027.65,94.4176,129.58
1424,0,-202.161,45.8297,145.903,-267.759,41.4065,142.376,-332.679,35.7497,144.091,-393.822,32.5048,145.527,-443.781,41.7513,152.823,-508.714,33.9659,152.856,-576.326,17.4011,140.803,,,,-731.705,25.5619,153.909,-810.744,21.8259,153.465,-191.367,70.1012,134.298,288.284,79.2103,117.828,-866.294,36.9125,156.965,1027.65,94.4173,129.58
1425,0,-200.308,45.5393,145.537,-265.888,41.8379,142.51,-330.891,35.9512,144.314,-392.395,31.6242,145.169,-442,41.4366,153.01,-507.101,34.6332,152.915,-574.736,17.2132,140.027,-649.763,29.5595,154.22,-730.198,25.235,154.109,-809.573,20.7568,152.721,-191.374,69.2719,134.103,288.286,79.2072,117.84,-866.294,37.0048,156.929,1027.66,94.4267,129.581
1426,0,-198.461,45.5265,144.983,-264.029,41.4774,142.476,-329.068,35.7335,144.82,-390.876,31.1802,143.932,-440.418,41.2581,152.918,,,,-572.967,16.9753,139.528,-647.999,29.0052,153.979,-728.263,25.4474,154.463,-808.228,20.2651,152.192,-191.472,67.8774,133.975,288.272,79.2062,117.841,-866.291,36.9924,156.91,1027.66,94.4117,129.567
1427,0,-196.793,45.6831,144.808,-262.412,41.8386,142.649,-327.528,36.2154,144.971,-389.404,30.2239,143.39,-439.028,41.7831,153.314,-503.484,35.3318,152.964,-571.379,17.176,139.319,,,,-726.643,25.4152,154.586,,,,-191.708,66.5848,133.759,288.285,79.2072,117.84,-866.298,36.9779,156.908,1027.65,94.4184,129.582
1428,0,-195.136,45.4049,144.469,-260.764,42.2024,142.609,-325.886,36.6306,144.933,-388.024,29.4653,142.717,-437.462,41.9804,153.272,-502.152,36.3276,152.852,-569.875,17.788,139.077,,,,-725.093,26.4334,154.784,-805.227,18.6928,150.695,-191.964,65.4926,133.638,288.286,79.2072,117.84,-866.298,36.9771,156.908,1027.65,94.3844,129.564
1429,0,-193.885,46.0456,144.285,-258.973,42.1235,142.43,-324.004,36.6407,145.465,-386.531,28.599,141.994,-435.676,41.5262,153.117,-500.472,36.794,152.718,-568.292,18.1142,138.966,-642.994,30.0689,154.69,-723.699,27.5139,154.987,-803.676,18.2831,149.696,-192.003,65.0817,133.603,288.286,79.2072,117.84,-866.284,36.9574,156.937,1027.66,94.4216,129.583
1430,0,-192.285,46.1022,144.118,-257.331,42.1245,142.232,-322.491,37.0163,145.721,-385.008,28.1528,141.41,-433.774,41.1725,153.411,-498.679,36.1265,152.734,-566.691,18.0102,138.923,-641.515,30.2595,154.549,-721.903,27.9893,155.007,,,,-191.913,65.237,133.607,288.286,79.2072,117.84,-866.308,36.9967,156.91,1027.65,94.4172,129.577
1431,0,-190.516,45.9537,143.681,-255.74,42.8863,142.359,-320.969,37.4499,145.893,-383.652,27.3676,140.769,-432.282,41.4976,153.393,,,,-565.056,17.6885,138.92,,,,-720.157,28.1521,155.115,-800.71,16.8403,148.587,-192.182,64.5433,133.542,288.286,79.2072,117.84,-866.259,36.9716,156.91,1027.66,94.4114,129.567
1432,0,-188.854,46.0463,143.098,-254.12,42.3538,142.267,-319.16,37.5098,145.892,-382.153,27.1593,140.19,-430.998,41.6597,153.288,-495.511,36.5075,153.345,-563.537,17.5082,138.904,,,,-718.659,27.7958,155.248,-799.229,15.7842,147.932,,,,288.286,79.2072,117.84,-866.261,36.9653,156.918,1027.66,94.4223,129.583
1433,0,-187.299,46.3651,142.875,-252.453,42.2265,142.429,-317.688,38.6795,146.188,-380.899,27.6522,139.803,-429.501,41.7433,153.406,,,,-562.339,18.2244,139.209,,,,-717.187,28.3207,155.548,-797.566,15.1472,147.212,,,,288.285,79.2174,117.816,-866.265,36.9834,156.908,1027.65,94.4014,129.581
