Trajectories
100
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
17930,0,-85.5458,-58.2392,120.076,,,,-209.777,-9.24294,131.166,-271.971,-33.7419,130.22,-338.702,-26.888,133.225,-410.868,-22.6031,133.418,-483.412,-20.5223,134.278,,,,-632.401,-6.79353,140.124,-697.852,-7.67641,134.096,-132.463,-22.5357,118.041,289.336,-55.9818,113.558,-806.168,21.7158,142.63,461.762,-71.7552,122.522
17931,0,-85.5287,-58.2451,120.082,,,,-209.782,-9.25016,131.163,-271.972,-33.7418,130.205,-338.767,-26.8388,133.244,-410.872,-22.6084,133.385,-483.417,-20.5308,134.247,,,,-632.403,-6.79486,140.116,-697.699,-7.27376,133.968,-132.469,-22.5258,118.04,289.357,-56.0053,113.556,-806.168,21.7173,142.63,461.762,-71.7552,122.522
17932,0,-85.6719,-58.1117,120.185,,,,-209.78,-9.24605,131.159,-271.972,-33.7425,130.205,-338.712,-26.8613,133.283,-410.873,-22.6099,133.384,-483.418,-20.5319,134.246,,,,-632.403,-6.79494,140.116,-697.865,-7.76523,134.114,-132.47,-22.5375,118.069,289.319,-56.0144,113.559,-806.179,21.6712,142.617,461.763,-71.7689,122.508
17933,0,-85.6862,-58.1238,120.194,,,,-209.779,-9.2457,131.164,-271.99,-33.7631,130.258,-338.763,-26.8459,133.248,-410.873,-22.6102,133.384,-483.418,-20.5317,134.247,,,,-632.403,-6.79493,140.116,-697.924,-8.08543,134.181,-132.47,-22.5384,118.07,289.339,-56.0376,113.557,-806.179,21.6699,142.611,461.77,-71.7965,122.527
17934,0,-85.6873,-58.1289,120.217,,,,-209.779,-9.24722,131.169,-271.971,-33.7487,130.24,-338.708,-26.873,133.284,-410.883,-22.6377,133.389,-483.417,-20.5315,134.247,,,,-632.403,-6.79492,140.116,-697.954,-8.06203,134.181,-132.469,-22.5264,118.041,289.319,-56.0151,113.559,-806.174,21.6842,142.635,461.759,-71.7486,122.513
17935,0,-85.6963,-58.1253,120.234,,,,-209.781,-9.24557,131.17,-271.969,-33.7372,130.249,-338.688,-26.9136,133.293,-410.875,-22.6156,133.386,-483.417,-20.5315,134.247,,,,-632.403,-6.79492,140.116,-697.915,-8.03556,134.171,-132.469,-22.5257,118.04,289.339,-56.0379,113.557,-806.173,21.7092,142.606,461.762,-71.7545,122.521
17936,0,-85.7049,-58.1594,120.257,,,,-209.799,-9.22591,131.104,-271.969,-33.7432,130.252,-338.684,-26.9271,133.294,-410.872,-22.6084,133.384,-483.417,-20.5315,134.247,,,,-632.403,-6.79492,140.116,-697.912,-8.02495,134.168,-132.47,-22.5377,118.069,289.319,-56.0146,113.559,-806.173,21.71,142.605,461.762,-71.7553,122.522
17937,0,-85.7287,-58.1428,120.242,,,,-209.786,-9.24007,131.181,-271.992,-33.7656,130.245,-338.686,-26.9217,133.293,-410.873,-22.6092,133.384,-483.417,-20.5315,134.247,,,,-632.402,-6.79432,140.119,-697.913,-8.02737,134.169,-132.503,-22.589,118.043,289.328,-55.9763,113.569,-806.173,21.7096,142.606,461.762,-71.7552,122.522
17938,0,-85.7491,-58.1651,120.24,,,,-209.783,-9.22869,131.116,-271.991,-33.7653,130.258,-338.689,-26.9136,133.292,-410.871,-22.6088,133.396,-483.413,-20.5231,134.278,,,,-632.403,-6.79489,140.116,-697.94,-7.9787,134.164,-132.464,-22.5373,118.041,289.311,-56.0086,113.57,-806.173,21.7028,142.612,461.769,-71.7989,122.54
17939,0,-85.7783,-58.1976,120.265,,,,-209.762,-9.16586,131.107,-271.99,-33.7583,130.269,-338.691,-26.9101,133.291,-410.868,-22.6045,133.419,-483.417,-20.5307,134.247,,,,-632.374,-6.71323,140.134,-697.938,-7.95942,134.16,-132.469,-22.5366,118.069,289.328,-55.9767,113.569,-806.173,21.7093,142.606,461.76,-71.7616,122.505
17940,0,-85.7969,-58.2159,120.26,,,,-209.756,-9.17143,131.099,-271.968,-33.736,130.263,-338.69,-26.9104,133.291,-410.879,-22.6323,133.423,-483.413,-20.5233,134.278,,,,-632.395,-6.76204,140.11,-697.937,-7.96033,134.16,-132.469,-22.5264,118.041,289.328,-55.9761,113.569,-806.169,21.71,142.636,461.757,-71.7499,122.519
17941,0,-85.8191,-58.2453,120.258,,,,-209.764,-9.16906,131.109,-271.967,-33.734,130.262,-338.69,-26.9118,133.292,-410.87,-22.6099,133.42,-483.381,-20.4471,134.262,,,,-632.398,-6.78865,140.15,-697.918,-7.89083,134.145,-132.469,-22.5258,118.04,289.422,-56.0103,113.582,-806.174,21.6779,142.641,461.764,-71.7543,122.533
