Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_90:Head_M1,,,Snake_90:M2,,,Snake_90:M3,,,Snake_90:M4,,,Snake_90:M5,,,Snake_90:M6,,,Snake_90:M7,,,Snake_90:M8,,,Snake_90:M9,,,Snake_90:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.307,-179.203,143.648,172.494,-177.258,148.008,,,,345.718,-180.604,158.397
2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.307,-179.203,143.648,172.477,-177.244,148.037,,,,345.716,-180.61,158.383
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.307,-179.203,143.648,172.486,-177.237,148.025,,,,345.716,-180.61,158.383
4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.307,-179.203,143.648,172.477,-177.244,148.037,,,,345.716,-180.61,158.383
5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.33,-179.159,143.647,172.501,-177.219,148.019,,,,345.716,-180.61,158.383
6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.307,-179.198,143.648,172.509,-177.265,148.026,,,,345.716,-180.61,158.383
7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.33,-179.161,143.647,172.511,-177.237,148.002,,,,345.716,-180.61,158.383
8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.33,-179.154,143.647,172.49,-177.253,148.027,,,,345.716,-180.61,158.383
