Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_90:Head_M1,,,Snake_90:M2,,,Snake_90:M3,,,Snake_90:M4,,,Snake_90:M5,,,Snake_90:M6,,,Snake_90:M7,,,Snake_90:M8,,,Snake_90:M9,,,Snake_90:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.332,59.0018,597.73,189.775,120.482,596.787,-854.82,-37.1103,623.095,361.454,140.42,605.619
2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.332,59.0018,597.73,189.775,120.482,596.787,-854.823,-37.1133,623.083,361.452,140.378,605.633
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.332,59.0018,597.73,189.774,120.484,596.79,-854.82,-37.1104,623.095,361.451,140.376,605.633
4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.332,59.0018,597.73,189.777,120.483,596.783,-854.823,-37.1132,623.083,361.448,140.403,605.633
5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.323,59.0208,597.736,189.775,120.485,596.794,-854.823,-37.1133,623.083,361.451,140.412,605.62
6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.327,59.0162,597.755,189.739,120.447,596.818,-854.846,-37.1048,623.091,361.456,140.429,605.636
7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.323,59.0211,597.736,189.731,120.453,596.81,-854.846,-37.1106,623.097,361.46,140.404,605.636
8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.327,59.0159,597.754,189.752,120.445,596.814,-854.848,-37.1141,623.084,361.459,140.401,605.636
