Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
21948,0,-209.57,155.745,327.36,,,,,,,,,,,,,-325.59,92.6668,337.648,-399.822,71.7621,330.556,-455.024,89.8934,337.278,-495.676,65.5384,305.193,,,,-259.351,114.478,323.669,346.847,138.152,315.09,-933.525,79.5595,339.182,519.278,148.569,326.272
21949,0,-210.746,154.983,327.917,-255.159,164.216,306.925,,,,,,,,,,-325.593,92.6296,337.656,-399.828,71.7627,330.555,-455.037,89.8629,337.263,-495.673,65.5625,305.188,,,,-259.383,114.554,323.67,346.844,138.153,315.106,-933.552,79.5621,339.184,519.278,148.57,326.272
21950,0,-210.761,155.043,328.221,-256.15,163.458,307.009,,,,,,,,,,-325.565,92.6512,337.661,-399.824,71.6361,330.583,-455.026,89.8795,337.28,-495.697,65.4816,305.233,,,,-259.392,114.57,323.685,346.833,138.148,315.082,-933.548,79.5721,339.206,519.278,148.57,326.272
21951,0,-212.085,154.499,329.253,-257.178,162.625,307.052,,,,,,,,,,-325.589,92.6326,337.657,-399.82,71.6281,330.583,-455.025,89.8816,337.28,-495.723,65.2416,305.308,,,,-259.394,114.568,323.735,346.836,138.153,315.103,-933.543,79.5816,339.227,519.279,148.57,326.28
21952,0,-213.156,153.817,329.203,-258.184,161.942,307.304,,,,,,,,,,-325.535,92.6582,337.656,-399.754,71.6971,330.556,-455.025,89.8812,337.28,-495.768,65.0723,305.416,,,,-259.4,114.563,323.764,346.847,138.152,315.09,-933.545,79.6075,339.224,519.279,148.57,326.28
21953,0,-215.049,152.654,329.963,-259.354,161.289,307.398,,,,,,,,,,-325.554,92.6619,337.663,-399.754,71.6999,330.556,-455.017,89.8797,337.323,-495.795,64.9703,305.446,,,,-259.41,114.57,323.79,346.85,138.153,315.104,-933.543,79.5824,339.227,519.278,148.584,326.26
21954,0,,,,-260.357,160.962,307.571,,,,,,,,,,-325.563,92.6366,337.652,-399.789,71.7273,330.551,-455.017,89.8793,337.324,-495.838,64.8406,305.527,,,,-259.407,114.635,323.643,346.85,138.153,315.104,-933.546,79.6069,339.224,519.278,148.57,326.272
21955,0,,,,-261.474,160.644,307.951,,,,,,,,,,-325.586,92.6689,337.684,-399.761,71.7007,330.555,-455.022,89.8948,337.278,-495.912,64.8532,305.592,,,,-259.401,114.676,323.598,346.85,138.153,315.104,-933.545,79.6129,339.217,519.279,148.57,326.28
