Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_89:Head_M1,,,Snake_89:M2,,,Snake_89:M3,,,Snake_89:M4,,,Snake_89:M5,,,Snake_89:M6,,,Snake_89:M7,,,Snake_89:M8,,,Snake_89:M9,,,Snake_89:Vent_M10,,,Branch:OriginEnd,,Branch:TargetEnd,,Branch:OriginOther,,Branch:TargetOther,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
30233,0,-324.803,197.742,700.046,-395.756,188.363,698.977,-472.995,183.875,702.601,-550.518,170.888,702.433,-623.906,157.948,699.37,-697.226,159.968,706.818,-764.207,143.326,701.974,-841.666,144.677,708.353,,,,-967.061,135.757,704.951,,,,,,,,,,,,
30234,0,-323.946,197.769,699.762,-394.606,188.581,698.892,-471.923,183.083,702.512,-549.635,171.585,702.532,-622.939,157.956,699.004,-696.045,159.89,706.788,-763.323,143.837,702.593,-840.769,144.179,708.04,,,,-966.052,135.989,705.162,,,,,,,,,,,,
30235,0,-322.46,198.238,699.392,-393.574,189.51,698.69,-470.772,183.373,702.446,-548.707,172.402,703.276,-621.832,157.754,698.528,-695.119,160.124,706.824,-762.36,143.859,703.104,-839.809,144.166,707.588,,,,-964.751,137.088,705.156,,,,,,,,,,,,
30236,0,-321.414,198.626,698.861,-392.381,188.379,698.504,-469.83,182.698,702.386,-547.459,172.49,703.233,-621.042,157.149,698.794,-694.102,159.485,707.119,-761.501,144.649,703.105,-839.024,144.21,707.215,,,,-963.952,136.212,705.313,,,,,,,,,,,,
30237,0,-320.769,197.625,698.081,-391.404,188.208,698.418,-468.53,182.524,702.039,-546.947,173.337,703.49,-619.885,156.871,698.393,-693.141,159.95,707.055,-760.579,144.87,703.136,-838.66,144.674,706.801,,,,-963.132,136.487,705.434,,,,,,,,,,,,
30238,0,-319.878,197.75,697.848,-390.47,187.687,698.341,-467.822,182.304,702.23,-546.494,173.962,704.02,-619.033,156.207,698.297,-692.233,160.168,707.072,-759.48,144.25,703.802,,,,,,,-961.862,136.543,705.392,,,,,,,,,,,,
30239,0,-318.283,198.234,697.41,-389.628,187.846,698.017,-466.582,182.037,701.967,-545.5,174.346,703.856,-618.177,156.418,698.318,-691.384,160.213,706.997,-758.937,145.178,703.881,,,,,,,-961.227,136.767,705.378,,,,,,,,,,,,
30240,0,-317.526,198.179,696.847,-388.58,187.06,697.965,-466.344,182.55,702.034,-544.216,174.736,704.615,-617.393,156.52,697.936,-690.298,159.919,706.972,-757.818,145.928,704.177,,,,,,,-960.181,136.549,705.296,,,,,,,,,,,,
