Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake:Head_M1,,,Snake:M2,,,Snake:M3,,,Snake:M4,,,Snake:M5,,,Snake:M6,,,Snake:M7,,,Snake:M8,,,Snake:M9,,,Snake:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
14988,0,-280.139,192.513,306.796,,,,-299.793,147.275,277.926,-316.453,164.635,287.504,-343.276,180.092,293.233,-348.845,135.9,251.164,-391.109,155.103,290.711,-433.632,135.724,264.46,,,,,,,-273.144,186.23,273.398,278.848,249.875,258.076,-943.485,110.668,290.092,,,
14989,0,-280.531,193.106,306.578,,,,-299.837,147.567,277.908,-316.479,164.734,287.53,-343.293,180.207,293.179,-348.82,135.604,251.226,-391.11,155.199,290.742,-433.608,135.984,264.731,,,,,,,-273.141,186.22,273.389,278.849,249.871,258.057,-943.484,110.653,290.104,,,
14990,0,-280.299,193.116,306.775,,,,-299.817,147.779,277.928,-316.543,164.866,287.526,-343.281,180.388,293.184,-348.74,136.161,251.276,-391.002,155.51,290.576,-433.614,136.205,264.814,,,,,,,-273.144,186.23,273.398,278.873,249.856,258.074,-943.484,110.652,290.105,,,
14991,0,-280.06,193.159,306.769,,,,-299.833,147.953,277.907,-316.559,164.978,287.512,-343.264,180.728,293.153,-348.728,136.513,251.272,-390.912,155.807,290.477,-433.662,136.448,264.832,,,,,,,-273.145,186.212,273.375,278.849,249.869,258.057,-943.474,110.621,290.117,,,
14992,0,-279.693,192.935,306.691,,,,-299.843,148.045,277.922,-316.583,165.133,287.494,-343.319,181.216,293.132,-348.649,136.705,251.233,-390.839,156.026,290.473,-433.71,136.704,264.85,,,,,,,-273.144,186.21,273.374,278.834,249.874,258.076,-943.475,110.633,290.105,,,
14993,0,-279.132,192.451,306.647,,,,-299.854,148.218,277.928,-316.596,165.254,287.479,-343.373,181.826,293.188,-348.606,136.922,251.273,-390.772,156.205,290.478,-433.759,136.959,264.845,,,,,,,-273.12,186.182,273.376,278.848,249.87,258.057,-943.484,110.652,290.104,,,
14994,0,-278.539,191.96,306.607,,,,-299.871,148.413,277.918,-316.608,165.343,287.478,-343.393,182.043,293.259,-348.615,137.44,251.43,-390.762,156.333,290.46,-433.79,137.144,264.847,,,,,,,-273.14,186.216,273.389,278.874,249.851,258.054,-943.482,110.675,290.1,,,
14995,0,-278.362,192.059,306.593,,,,-299.901,148.553,277.938,-316.792,166.223,287.357,-343.45,182.333,293.262,-348.555,137.805,251.412,-390.78,156.264,290.542,-433.84,137.182,264.875,,,,,,,-273.145,186.213,273.374,278.874,249.85,258.054,-943.484,110.654,290.104,,,
14996,0,-278.399,192.286,306.689,,,,-299.896,148.696,277.962,-316.652,166.041,287.345,-343.464,182.546,293.245,-348.475,137.966,251.38,-390.876,155.852,290.622,-434.079,136.284,265.081,-459.857,135.736,266.838,,,,-273.144,186.23,273.398,278.874,249.85,258.054,-943.485,110.667,290.092,,,
14997,0,-278.54,193.234,306.828,-290.336,188.171,297.161,-299.927,148.845,278.026,-316.621,165.516,287.301,-343.383,182.93,293.213,-348.346,138.113,251.369,-390.825,155.533,290.462,-434.006,136.932,265.014,-459.879,135.763,266.749,-523.121,137.545,274.422,-273.144,186.232,273.398,278.849,249.871,258.057,-943.475,110.637,290.105,,,
14998,0,-278.503,193.874,306.819,-290.069,187.869,296.154,-299.901,148.942,278.061,-316.801,166.113,287.33,-343.456,183.561,293.282,-348.214,138.228,251.366,-390.806,155.851,290.328,-433.994,137.325,265.078,-459.885,135.732,266.615,-523.107,137.678,274.44,-273.145,186.212,273.374,278.873,249.857,258.074,-943.475,110.634,290.105,,,
14999,0,-278.224,194.114,306.765,-290.109,187.956,296.047,-299.795,149.488,278.145,-316.787,166.539,287.284,-343.314,183.722,293.339,-348.104,138.313,251.533,-390.637,156.282,290.092,-434.086,137.332,265.131,-459.857,135.759,266.512,-523.046,137.72,274.431,-273.144,186.229,273.398,278.849,249.869,258.057,-943.475,110.635,290.105,,,
15000,0,,,,-289.536,188.488,296.462,-299.887,149.075,278.254,-316.775,166.611,287.271,-342.984,183.524,293.327,-348.043,137.972,251.734,,,,-434.178,137.199,265.171,-459.681,135.262,266.495,-522.981,137.811,274.411,-273.142,186.202,273.365,278.848,249.877,258.076,-943.485,110.667,290.092,,,
15001,0,-277.166,193.38,306.472,-290,188.334,296.205,-299.744,148.768,278.555,-316.782,166.534,287.249,-342.599,183.218,293.195,-347.908,137.752,251.857,,,,-434.211,137.106,265.267,-459.832,135.536,266.358,-522.92,137.841,274.401,-273.142,186.198,273.365,278.834,249.866,258.057,-943.485,110.67,290.092,,,
15002,0,-277.306,194.511,306.754,-290.194,188.37,296.081,-299.686,148.84,278.6,-316.748,166.528,287.245,-342.282,182.979,293.136,-347.703,137.63,251.947,,,,-434.274,137.015,265.431,-459.879,135.671,266.183,-522.918,137.834,274.382,-273.168,186.257,273.396,278.873,249.856,258.074,-943.485,110.668,290.092,,,
15003,0,-277.216,195.272,306.763,-290.154,188.444,296.055,-299.801,149.326,278.617,-316.783,166.495,287.253,-342.19,182.987,293.096,-347.562,137.516,252.091,,,,-434.457,136.869,265.783,-459.898,135.552,266.09,-522.871,137.809,274.379,-273.145,186.236,273.398,278.859,249.852,258.074,-943.475,110.636,290.105,,,
15004,0,-276.913,195.829,306.657,-290.12,188.527,296.06,-299.678,149.335,278.749,-316.827,166.351,287.364,-342.158,183.117,293.108,-347.388,137.331,252.166,,,,-433.683,132.142,266.996,-459.884,135.414,266.002,-522.844,137.745,274.401,-273.141,186.219,273.389,278.848,249.874,258.076,-943.48,110.655,290.112,,,
15005,0,-276.587,195.848,306.643,-290.063,188.624,296.036,-299.505,149.464,278.841,-316.833,166.355,287.281,-342.192,183.333,293.087,-347.28,137.23,252.278,,,,-432.983,129.344,267.448,-459.906,135.309,265.924,-522.848,137.714,274.407,-273.144,186.21,273.374,278.848,249.875,258.076,-943.485,110.668,290.092,,,
15006,0,-275.98,195.23,306.356,-290.044,188.649,296.004,-299.399,149.387,279.023,-316.829,166.403,287.266,-342.197,183.48,293.091,-347.288,137.297,252.426,,,,-433.413,130.601,267.296,-459.888,135.168,265.818,-522.857,137.612,274.438,-273.144,186.229,273.398,278.873,249.858,258.074,-943.484,110.667,290.092,,,
15007,0,-275.913,196.089,306.257,,,,-299.274,149.385,279.131,-316.827,166.424,287.265,-342.21,183.568,293.096,-347.216,137.244,252.473,-389.453,155.837,289.796,,,,-459.888,134.944,265.803,-522.811,137.549,274.464,-273.141,186.222,273.389,278.859,249.852,258.074,-943.485,110.668,290.092,,,
15008,0,-276.239,197.455,306.323,,,,-299.22,149.398,279.157,-316.865,166.372,287.275,-342.202,183.602,293.096,-347.139,137.119,252.553,-389.512,155.743,289.833,,,,,,,-522.812,137.448,274.522,-273.119,186.201,273.4,278.848,249.874,258.076,-943.485,110.668,290.092,,,
15009,0,-275.775,197.032,306.446,,,,-299.198,149.309,279.231,-316.711,165.381,287.387,-342.186,183.633,293.095,-347.05,137.01,252.749,-389.575,155.63,289.849,,,,-459.93,135.056,265.741,-522.882,137.564,274.89,-273.143,186.227,273.398,278.848,249.875,258.076,-943.484,110.666,290.092,,,
15010,0,-275.352,196.473,306.473,,,,-299.165,149.241,279.282,-316.716,164.763,287.409,-342.172,183.68,293.126,-346.943,136.948,252.785,-389.636,155.521,289.872,,,,-459.937,134.831,265.811,-522.875,137.622,274.923,-273.117,186.194,273.39,278.848,249.875,258.076,-943.485,110.668,290.092,,,
15011,0,-274.997,197.07,306.466,,,,-299.146,149.14,279.41,-316.767,164.414,287.435,-342.193,183.784,293.143,-346.892,136.885,252.802,-389.684,155.339,289.904,,,,-459.939,134.603,265.853,-523.064,138,274.795,-273.14,186.216,273.389,278.848,249.875,258.076,-943.477,110.651,290.093,,,
15012,0,-274.581,197.274,306.195,,,,-299.147,148.992,279.504,-316.864,164.106,287.437,-342.133,183.807,293.145,-346.895,136.45,252.909,-389.66,155.151,289.918,,,,-459.943,134.376,265.907,-522.689,137.988,275.22,-273.142,186.221,273.389,278.851,249.888,258.077,-943.485,110.667,290.092,,,
15013,0,-274.27,197.337,306.032,,,,-299.217,148.749,279.652,-316.764,163.15,287.316,-342.003,183.827,293.164,-346.788,136.683,252.893,-389.651,154.928,289.944,,,,-459.976,134.138,265.855,-522.68,137.866,275.426,-273.144,186.231,273.398,278.848,249.875,258.076,-943.485,110.669,290.092,,,
15014,0,-274.206,197.001,306.156,,,,-299.242,148.6,279.703,-317.216,162.699,287.283,-341.877,183.756,293.116,-346.729,136.726,252.948,-389.613,154.667,289.978,,,,-459.992,134.023,265.725,-522.885,138.097,275.442,-273.144,186.231,273.398,278.851,249.888,258.077,-943.485,110.668,290.092,,,
15015,0,-274.801,197.9,306.905,,,,-299.257,148.512,279.798,-317.204,162.434,287.227,-341.872,183.886,293.123,-346.718,136.801,253.108,-389.402,154.274,289.982,,,,-460.054,133.722,265.571,-522.759,137.734,275.596,-273.144,186.231,273.398,278.848,249.877,258.076,-943.484,110.653,290.104,,,
15016,0,-274.452,198.273,306.569,,,,-299.275,148.422,279.841,-317.286,163.228,287.455,-341.79,183.947,293.114,-346.663,136.736,253.126,-389.078,153.796,289.976,,,,-460.064,133.382,265.469,-522.768,137.42,275.71,-273.141,186.221,273.389,278.834,249.874,258.076,-943.475,110.635,290.105,,,
15017,0,,,,,,,-299.287,148.384,279.913,,,,-341.65,183.815,293.093,-346.564,136.617,253.15,,,,,,,-460.07,133.332,265.256,-522.814,137.298,275.764,-273.144,186.23,273.398,278.851,249.888,258.077,-943.484,110.651,290.105,,,
15018,0,,,,,,,-299.27,148.303,279.966,,,,-341.494,183.747,293.079,-346.393,136.349,253.219,,,,,,,-460.113,133.256,265.213,-522.833,137.277,275.897,-273.144,186.231,273.398,278.834,249.872,258.076,-943.484,110.653,290.104,,,
15019,0,,,,,,,-299.259,148.341,280.016,,,,-341.618,184,293.19,-346.22,136.038,253.223,,,,,,,-460.145,133.138,265.126,-522.749,137.045,276.244,-273.144,186.231,273.398,278.851,249.888,258.077,-943.482,110.674,290.1,,,
15020,0,-274.127,199.006,307.08,,,,-299.506,148.326,279.611,,,,-341.637,184.107,293.337,-345.996,135.721,253.251,,,,,,,-460.139,133.012,265.096,-522.748,136.891,276.292,-273.144,186.231,273.398,278.852,249.883,258.057,-943.475,110.637,290.105,,,
15021,0,-274.169,199.579,307.007,,,,-299.508,148.453,279.61,,,,-341.467,183.924,293.353,-345.874,135.577,253.427,,,,,,,-460.145,132.975,264.987,-522.754,136.876,276.281,-273.144,186.231,273.398,278.848,249.875,258.076,-943.474,110.655,290.101,,,
15022,0,-274.563,200.842,306.559,,,,-299.485,148.513,279.622,,,,-341.266,183.692,293.332,-345.822,135.686,253.294,,,,,,,-460.335,133.561,264.648,-522.738,137.025,276.272,-273.144,186.231,273.398,278.852,249.882,258.057,-943.484,110.653,290.104,,,
15023,0,-274.188,201.483,306.735,,,,-298.852,148.826,280.292,,,,-340.958,183.357,293.124,-345.769,135.741,253.274,,,,,,,-460.116,133.243,264.671,-522.751,137.176,276.271,-273.141,186.221,273.389,278.852,249.883,258.057,-943.482,110.674,290.1,,,
15024,0,,,,,,,-298.613,148.927,280.231,,,,-340.738,183.146,293.036,-345.679,135.732,253.295,,,,,,,-460.254,133.804,264.589,-522.74,137.325,276.25,-273.141,186.219,273.389,278.849,249.87,258.056,-943.475,110.637,290.105,,,
15025,0,,,,,,,-298.434,149.09,280.241,,,,-340.71,183.16,293.063,-345.58,135.787,253.306,,,,,,,-460.121,133.352,264.525,-522.726,137.473,276.212,-273.142,186.201,273.365,278.849,249.871,258.057,-943.472,110.64,290.113,,,
15026,0,,,,,,,-298.341,149.247,280.25,,,,-340.712,183.355,293.072,-345.535,135.851,253.343,,,,,,,-460.073,133.179,264.497,-522.682,137.664,276.163,-273.144,186.228,273.398,278.835,249.868,258.057,-943.474,110.657,290.101,,,
15027,0,-272.679,200.559,306.875,,,,-298.267,149.429,280.284,,,,-341.16,184.103,293.113,-345.493,135.912,253.383,,,,-433.697,128.168,269.625,-460.045,133.258,264.416,-522.536,138.025,276.037,-273.142,186.203,273.365,278.835,249.868,258.057,-943.485,110.668,290.092,,,
15028,0,-272.749,201.493,306.775,-291.224,188.564,295.99,-298.22,149.59,280.303,,,,-341.182,184.468,293.254,-345.443,136.01,253.454,,,,-434.539,131.55,269.245,-460.068,133.379,264.358,,,,-273.117,186.17,273.367,278.852,249.882,258.057,-943.484,110.654,290.104,,,
15029,0,,,,-291.321,188.713,295.969,-298.217,149.653,280.34,,,,-340.799,184.363,293.233,-345.337,136.126,253.502,-387.855,152.831,288.256,-434.992,135.79,268.765,-460.052,133.365,264.285,,,,-273.143,186.206,273.374,278.849,249.872,258.057,-943.476,110.65,290.093,,,
15030,0,,,,-291.429,188.882,295.944,-298.172,149.695,280.42,,,,-340.585,184.458,293.202,-345.25,136.239,253.571,-387.692,152.923,288.287,-435.219,137.587,268.855,-460.076,133.384,264.244,,,,-273.145,186.213,273.374,278.852,249.882,258.057,-943.486,110.652,290.096,,,
15031,0,,,,-291.523,188.97,295.927,-298.125,149.791,280.452,,,,-340.474,184.725,293.243,-345.176,136.816,253.513,-387.61,153.048,288.331,-435.192,137.373,268.99,-460.204,133.791,264.065,,,,-273.141,186.22,273.389,278.848,249.877,258.076,-943.485,110.668,290.092,,,
15032,0,-271.289,202.159,306.69,-291.631,189.186,295.905,-298.063,149.771,280.577,,,,-340.287,184.601,293.263,-345.189,136.721,253.704,-387.517,153.129,288.3,-435.141,136.777,269.151,-460.052,133.621,264.127,,,,-273.144,186.231,273.398,278.848,249.869,258.057,-943.484,110.691,290.088,,,
15033,0,-271.3,203.032,306.567,-291.776,189.399,295.872,-298.006,149.896,280.63,,,,-340.164,184.667,293.268,-345.37,137.536,253.534,-387.39,153.257,288.33,-435.248,136.52,269.276,-460.057,133.55,264.062,,,,-273.144,186.231,273.398,278.848,249.877,258.076,-943.484,110.668,290.092,,,
15034,0,,,,,,,-297.96,150.068,280.638,,,,-340.029,184.749,293.271,-345.081,137.136,253.864,-387.318,153.371,288.325,-435.167,136.772,269.346,-459.993,133.344,263.904,,,,-273.144,186.231,273.398,278.848,249.87,258.057,-943.484,110.689,290.088,,,
15035,0,,,,,,,-297.893,150.501,280.672,-316.998,158.361,288.177,-339.915,184.916,293.255,-345.031,137.009,254.141,-387.288,153.428,288.292,-435.225,137.037,269.431,-460.026,133.242,263.895,,,,-273.144,186.231,273.398,278.848,249.877,258.076,-943.484,110.655,290.104,,,
15036,0,,,,,,,-297.871,150.481,280.752,-317.293,159.049,288.208,,,,-344.991,137.089,254.189,-387.238,153.527,288.302,-435.198,137.247,269.587,-460.057,133.337,263.844,,,,-273.141,186.221,273.389,278.873,249.858,258.074,-943.475,110.635,290.105,,,
15037,0,-270.772,205.154,306.306,,,,-297.893,150.846,280.808,-317.567,159.773,288.156,,,,-344.959,137.276,254.208,-387.175,153.633,288.27,-435.281,136.591,269.69,-460.117,133.413,263.827,,,,-273.144,186.23,273.398,278.852,249.887,258.077,-943.475,110.634,290.105,,,
15038,0,,,,,,,-297.959,151.403,280.987,-317.708,160.333,288.068,,,,-344.951,137.333,254.27,-386.851,154.312,288.275,-435.265,137.026,269.696,-460.173,133.461,263.814,,,,-273.141,186.221,273.389,278.851,249.889,258.077,-943.475,110.635,290.105,,,
15039,0,,,,,,,-298.036,151.856,281.059,-317.803,160.624,287.886,,,,-344.933,137.477,254.375,,,,-435.416,137.406,269.706,-460.199,133.583,263.825,,,,-273.119,186.201,273.4,278.851,249.888,258.077,-943.473,110.672,290.098,,,
15040,0,,,,,,,-298.136,152.137,281.145,-317.758,160.74,288.032,,,,-344.97,137.382,254.502,,,,-435.533,137.521,269.749,-460.243,133.639,263.859,,,,-273.143,186.227,273.398,278.873,249.859,258.074,-943.475,110.638,290.105,,,
15041,0,-269.545,207.198,306.815,,,,-298.219,152.29,281.257,-317.748,160.851,288.127,,,,-344.831,137.757,254.653,,,,-435.635,137.517,269.822,-460.298,133.705,263.866,,,,-273.144,186.232,273.398,278.874,249.857,258.074,-943.476,110.649,290.093,,,
15042,0,-268.719,206.735,307.155,,,,-298.19,152.306,281.288,-317.72,161.131,288.225,,,,-344.815,137.978,254.878,,,,-435.735,137.511,269.898,-460.251,133.117,263.93,,,,-273.141,186.221,273.389,278.849,249.876,258.076,-943.475,110.636,290.105,,,
15043,0,-268.18,206.787,307.21,,,,-298.081,152.312,281.555,-317.747,161.395,288.269,,,,-344.741,138.13,254.987,,,,-435.803,137.629,270.025,-460.383,133.715,263.77,,,,-273.141,186.219,273.389,278.873,249.859,258.074,-943.483,110.65,290.104,,,
15044,0,-268.151,207.752,307.205,,,,-297.955,152.404,281.67,-317.778,161.562,288.282,,,,-344.67,138.16,255.111,,,,,,,-460.537,134.09,263.648,,,,-273.144,186.23,273.398,278.874,249.857,258.074,-943.483,110.651,290.104,,,
15045,0,-268.336,208.469,307.451,,,,-297.883,152.626,281.83,-317.724,161.732,288.312,,,,-344.562,138.252,255.329,,,,,,,-460.575,133.61,263.715,,,,-273.119,186.203,273.4,278.873,249.856,258.074,-943.477,110.625,290.086,,,
15046,0,-267.872,208.864,307.496,,,,-297.749,153.118,282.035,-317.741,161.941,288.239,,,,-344.463,138.256,255.348,,,,,,,-460.606,134.058,263.564,,,,-273.093,186.17,273.402,278.874,249.858,258.074,-943.484,110.65,290.104,,,
15047,0,-266.926,208.946,307.307,,,,-297.682,152.831,282.191,-317.761,162.261,288.193,,,,-344.419,138.361,255.424,,,,,,,-460.637,133.639,263.575,,,,-273.111,186.159,273.411,278.873,249.856,258.074,-943.475,110.637,290.105,,,
15048,0,-266.691,208.912,307.485,,,,-297.64,152.677,282.271,-317.773,162.462,288.036,,,,-344.325,138.609,255.606,,,,,,,-460.648,133.95,263.341,,,,-273.143,186.226,273.398,278.873,249.856,258.074,-943.485,110.666,290.092,,,
15049,0,-266.737,210.272,307.451,,,,-297.443,152.689,282.304,-318.01,162.939,288.057,,,,-344.353,138.981,255.532,,,,,,,-460.658,133.913,262.983,,,,-273.145,186.235,273.398,278.873,249.856,258.074,-943.485,110.669,290.092,,,
15050,0,-266.685,210.555,307.423,,,,-297.258,152.649,282.376,-317.713,162.741,288.23,,,,-344.156,138.716,255.688,,,,,,,-460.597,133.998,262.93,,,,-273.144,186.232,273.398,278.873,249.856,258.074,-943.483,110.706,290.085,,,
15051,0,-266.39,210.621,307.491,,,,-297.028,152.678,282.263,-317.572,162.829,288.302,,,,-344.144,138.473,255.785,-386.566,154.219,288.494,,,,-460.525,133.879,262.873,,,,-273.144,186.231,273.398,278.859,249.853,258.074,-943.483,110.709,290.084,,,
15052,0,-266.216,211.018,307.729,,,,-296.907,152.645,282.253,-317.516,162.927,288.283,,,,-344.075,138.357,255.914,,,,,,,-460.513,133.719,262.722,,,,-273.119,186.202,273.4,278.86,249.849,258.055,-943.483,110.653,290.104,,,
15053,0,,,,,,,-296.771,152.452,282.086,-317.484,162.974,288.185,,,,-343.953,138.342,256.053,,,,,,,-460.46,133.478,262.686,,,,-273.143,186.227,273.398,278.834,249.871,258.076,-943.475,110.634,290.105,,,
15054,0,-265.908,211.658,307.67,,,,-296.675,152.403,282.105,-317.441,163.02,288.163,,,,-343.886,138.355,256.168,,,,,,,-460.431,133.311,262.696,,,,-273.144,186.232,273.398,278.873,249.857,258.074,-943.485,110.666,290.092,,,
15055,0,-265.938,211.729,307.767,,,,-296.667,152.33,282.072,-317.377,163.063,288.228,,,,-343.786,138.41,256.244,,,,,,,-460.412,133.163,262.703,,,,-273.144,186.231,273.398,278.873,249.855,258.074,-943.485,110.67,290.092,,,
15056,0,-265.713,211.562,307.803,,,,-296.651,152.289,282.058,-317.348,163.07,288.091,,,,-343.725,138.416,256.291,,,,-436.374,137.436,271.459,-460.422,133.019,262.7,,,,-273.144,186.231,273.398,278.874,249.858,258.074,-943.474,110.653,290.101,,,
15057,0,-265.466,211.305,307.834,,,,-296.591,152.229,282.032,-317.291,163.172,288.097,,,,-343.681,138.469,256.341,,,,-436.398,137.554,271.487,,,,-522.377,140.81,279.075,-273.141,186.221,273.389,278.873,249.856,258.074,-943.476,110.65,290.093,,,
15058,0,-265.274,211.088,307.823,,,,-296.573,152.192,282.023,-317.292,163.185,288.025,,,,-343.586,138.53,256.36,,,,-436.376,136.925,271.585,-460.59,133.444,262.532,-522.377,140.81,279.075,-273.144,186.211,273.374,278.874,249.858,258.074,-943.475,110.636,290.105,,,
15059,0,-265.183,211.025,307.918,,,,-296.521,152.159,282.034,-317.269,163.143,288.041,,,,-343.573,138.79,256.415,,,,-436.321,136.996,271.604,-460.567,133.313,262.476,-522.19,141.126,279.218,-273.144,186.21,273.374,278.873,249.856,258.074,-943.475,110.635,290.105,,,
15060,0,-264.943,210.796,307.817,,,,-296.513,152.078,282.012,-317.231,163.059,288.105,,,,-343.542,138.911,256.407,,,,-436.366,137.175,271.596,-460.583,133.049,262.284,-522.07,141.405,279.289,-273.144,186.211,273.374,278.848,249.874,258.076,-943.475,110.635,290.105,,,
15061,0,-264.299,209.997,307.332,,,,-296.476,152.007,282.007,-317.198,162.979,288.166,,,,-343.505,138.721,256.428,,,,-436.375,137.274,271.602,-460.588,132.765,262.219,-522.032,141.502,279.292,-273.12,186.182,273.376,278.873,249.857,258.074,-943.484,110.684,290.089,,,
15062,0,-263.701,209.239,307.177,,,,-296.477,151.943,281.978,-317.181,162.98,288.293,,,,-343.432,138.535,256.45,,,,-436.368,137.263,271.623,-460.57,132.607,262.159,-521.91,141.555,279.308,-273.143,186.207,273.375,278.849,249.869,258.056,-943.475,110.639,290.105,,,
15063,0,-263.55,208.861,307.31,,,,-296.485,151.9,281.959,-317.329,163.047,288.392,,,,-343.39,138.319,256.233,,,,,,,-460.735,133.151,261.965,-521.893,141.551,279.332,-273.145,186.212,273.374,278.842,249.844,258.077,-943.475,110.633,290.105,,,
15064,0,-263.293,208.331,307.161,,,,-296.507,152.11,282.127,-317.436,163.158,288.627,,,,-343.235,137.791,256.336,,,,,,,-460.612,132.857,262.003,-521.87,141.581,279.355,-273.141,186.22,273.389,278.848,249.876,258.076,-943.474,110.651,290.102,,,
15065,0,-263.091,207.671,307.189,,,,-296.519,151.695,282.097,-317.573,163.227,288.639,,,,-343.262,137.757,256.354,,,,,,,-460.593,132.495,262.011,-521.777,141.68,279.729,-273.141,186.22,273.389,278.848,249.875,258.076,-943.475,110.636,290.105,,,
15066,0,-262.508,207.035,307.098,,,,-296.475,151.993,281.711,-317.625,163.324,288.865,,,,-343.187,137.7,256.37,,,,,,,-460.592,132.408,261.992,-521.816,141.668,279.737,-273.144,186.23,273.398,278.848,249.877,258.076,-943.475,110.635,290.105,,,
15067,0,-262.185,206.798,307.012,,,,-296.575,151.661,281.905,-317.571,163.469,289.361,,,,-343.148,137.62,256.394,,,,,,,-460.582,132.334,261.993,-521.876,141.72,279.774,-273.142,186.202,273.365,278.848,249.875,258.076,-943.484,110.652,290.105,,,
15068,0,-261.604,206.126,307.017,,,,-296.566,151.527,281.966,,,,-337.93,187.066,293.742,-343.092,137.515,256.661,,,,,,,-460.636,132.278,261.983,-521.78,141.665,279.723,-273.141,186.217,273.388,278.848,249.875,258.076,-943.474,110.621,290.117,,,
15069,0,-261.443,205.33,306.996,,,,-296.605,151.486,281.972,,,,-337.938,187.074,293.847,-343.133,137.355,256.745,-385.322,151.753,287.608,-436.279,137.356,272.649,-460.654,132.265,261.969,-522.037,141.77,280.057,-273.115,186.175,273.42,278.848,249.875,258.076,-943.475,110.633,290.105,,,
15070,0,-261.424,205.057,306.948,,,,-296.611,151.495,281.983,,,,-337.846,187.022,293.931,-343.147,137.343,256.805,-385.251,151.771,287.607,-436.324,137.472,272.908,-460.699,132.221,261.933,-521.903,141.83,280.085,-273.115,186.186,273.391,278.848,249.875,258.076,-943.485,110.667,290.092,,,
