Trajectories
150
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
23277,0,-65.1743,1.28616,158.226,-106.971,-6.62279,105.11,-164.444,-9.89621,82.5492,-180.053,2.16478,154.323,-210.541,7.38082,214.64,-283.781,30.6272,216.138,-347.199,-10.0655,192.017,-396.144,-4.77163,187.77,-442.282,4.1556,201.929,-434.337,6.5538,132.53,,,,,,,,,,,,
23278,0,-65.4758,1.61027,157.943,-107.055,-5.59091,104.67,-164.472,-9.60008,81.6222,-180.383,1.7627,153.099,-209.433,7.47746,214.091,-282.711,30.644,216.217,-346.47,-9.85137,192.579,-395.875,-4.95504,187.159,-442.21,4.3279,202.4,-434.088,6.58586,132.824,,,,,,,,,,,,
23279,0,-65.8513,1.95437,157.819,-107.43,-5.70656,104.592,-164.518,-8.99697,80.4165,-180.882,1.71756,152.023,,,,-281.876,30.6699,216.239,-345.939,-9.86739,193.549,-395.689,-5.26872,186.671,-442.048,4.79715,202.878,-433.761,6.68553,133.36,,,,,,,,,,,,
23280,0,-66.0179,2.2399,157.616,-108.051,-5.18678,104.352,-164.603,-8.88931,79.3346,-181.425,2.07844,150.74,,,,-281.282,30.8627,216.021,-345.318,-9.38122,194.087,-395.431,-5.40713,185.972,-441.881,5.13662,203.358,-433.475,6.78687,133.862,,,,,,,,,,,,
23281,0,-66.1275,2.55939,157.262,-108.293,-4.92707,104.291,-164.638,-8.57984,78.3365,-181.846,1.8032,149.603,,,,-280.324,30.8791,216.277,-344.768,-8.99521,194.76,-395.233,-5.62528,185.522,-441.759,5.75433,203.851,-433.289,6.7157,134.306,,,,,,,,,,,,
23282,0,-66.3084,2.88581,157.113,-108.393,-4.48443,104.155,-164.62,-8.30721,77.3081,-182.334,1.44586,148.476,,,,-279.331,30.5807,216.229,-344.134,-8.92691,195.53,-395.047,-5.94652,184.843,-441.64,5.80506,204.327,-433.11,6.48574,135.002,,,,,,,,,,,,
23283,0,-66.5012,3.25266,156.99,-108.427,-3.7272,103.763,-164.637,-7.88316,76.5696,-182.6,1.92906,147.201,,,,-278.302,30.3121,216.234,-343.551,-8.67791,196.272,-394.8,-6.09242,184.375,-441.578,6.08435,204.874,-432.781,6.49391,135.508,,,,,,,,,,,,
23284,0,-66.6717,3.5518,156.665,-108.49,-3.39691,103.55,-164.552,-7.51817,75.5303,-183.105,1.87388,145.971,,,,-277.343,29.8992,216.22,-343.064,-8.03426,196.678,-394.558,-6.38916,183.613,-441.248,6.42461,205.333,-432.419,6.65218,136.011,,,,,,,,,,,,
23285,0,-66.8855,3.93897,156.354,-108.677,-3.37915,103.355,-164.61,-7.22749,74.4943,-183.488,1.60247,144.93,,,,-276.395,29.693,216.393,-342.525,-7.73487,197.521,-394.251,-6.71668,183.101,-440.882,7.16055,205.759,-432.096,6.52825,136.759,,,,,,,,,,,,
23286,0,-67.0711,4.24055,156.276,-108.894,-3.27217,103.16,-164.622,-6.80506,73.7091,-183.827,1.57641,143.855,,,,-275.515,29.4343,216.598,-341.88,-7.66708,198.055,-393.935,-7.03637,182.278,-440.686,7.2749,206.386,-431.843,6.40196,137.325,,,,,,,,,,,,
23287,0,-67.1783,4.57161,156.046,-109.107,-2.65162,102.816,-164.53,-6.42828,72.6635,-184.39,1.60773,142.638,-201.019,8.71375,207.553,-274.526,28.8347,216.806,-341.386,-7.53077,198.808,-393.674,-7.23265,181.665,-440.454,7.76937,206.839,-431.631,6.22266,138.132,,,,,,,,,,,,
23288,0,-67.2014,4.73241,155.655,-109.361,-2.35675,102.597,-164.51,-6.02085,71.8427,-184.757,1.92716,141.351,-200.22,9.42979,206.934,-273.388,28.4205,216.923,-340.77,-6.98544,199.329,-393.243,-7.49279,180.939,-439.96,8.24426,207.294,-431.422,6.26025,138.587,,,,,,,,,,,,
23289,0,-67.2908,4.82077,155.416,-109.532,-2.38391,102.457,-164.369,-5.60141,70.8288,-185.454,1.47981,140.13,-199.483,9.52424,206.069,-272.545,28.0983,216.817,-340.297,-6.64307,199.809,-392.811,-7.7063,180.233,-439.656,8.45647,207.826,-431.112,6.39832,139.298,,,,,,,,,,,,
23290,0,-67.4247,4.8943,155.109,-109.647,-2.11537,102.187,-164.3,-5.23395,69.6571,-186.04,1.92199,138.741,-198.576,10.0415,205.23,-271.802,27.6274,216.898,-339.662,-6.51581,200.441,-392.35,-7.92475,179.597,-439.101,8.73135,208.166,-430.882,6.46702,139.855,,,,,,,,,,,,
23291,0,-67.4065,5.1709,154.774,-109.66,-1.44593,101.87,-164.277,-4.68577,68.832,-186.76,1.66801,137.54,-198.024,10.4167,204.431,-270.885,27.389,216.931,-339.125,-6.32734,200.826,-391.895,-8.2961,178.778,-438.488,8.95979,208.687,-430.759,6.29639,140.476,,,,,,,,,,,,
23292,0,-67.5963,5.36776,154.502,-109.779,-0.822239,101.387,-164.095,-4.21192,67.9543,-187.552,1.74583,136.212,-197.473,10.6436,203.175,-270.08,26.7771,217.075,-338.535,-5.7943,201.568,-391.313,-8.27147,178.194,-438.094,9.25159,209.137,-430.729,6.22924,141.273,,,,,,,,,,,,
23293,0,-67.8657,5.33938,154.285,-110.17,-1.1284,101.164,-164.131,-3.803,66.747,-188.22,1.57964,134.886,-196.843,10.7628,202.559,-269.194,26.4042,217.082,-337.952,-5.27095,201.998,-390.705,-8.59762,177.481,-437.519,9.84417,209.568,-430.631,6.16293,141.793,,,,,,,,,,,,
23294,0,-68.1178,5.4655,153.901,-110.589,-0.857258,100.956,-164.163,-3.54943,65.6997,-189.053,1.73931,133.513,-196.56,10.9854,201.624,-268.618,26.3109,217.19,-337.379,-5.1232,202.725,-390.268,-8.67288,177.023,-437.052,9.8488,209.892,-430.581,6.06286,142.616,,,,,,,,,,,,
