Trajectories
150
,,Snake_95:Head_M1,,,Snake_95:M2,,,Snake_95:M3,,,Snake_95:M4,,,Snake_95:M5,,,Snake_95:M6,,,Snake_95:M7,,,Snake_95:M8,,,Snake_95:M9,,,Snake_95:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2751,0,-309.035,92.562,361,-374.848,84.4781,355.187,-436.915,88.2321,360.185,-500.805,81.8157,359.667,-550.076,88.5681,364.425,-617.717,83.6228,365.422,-684.182,77.8813,361.549,-760.728,76.2376,361.488,-834.79,84.0225,367.318,-919.708,75.7702,363.104,-199.242,109.392,347.453,181.783,125.501,341.638,-993.56,96.585,367.999,921.337,136.214,353.016
2752,0,-308.057,92.3012,361.081,-373.901,84.5938,355.282,-435.905,88.7074,360.271,-499.801,80.7634,359.531,-548.539,88.5762,364.586,,,,-683.151,77.7388,361.631,-759.738,76.665,361.78,-834.006,83.3273,367.53,-918.734,75.3292,362.65,-199.24,109.393,347.453,181.783,125.501,341.638,-993.561,96.5781,368,921.337,136.213,353.016
2753,0,-306.938,92.5835,360.848,-373.053,84.9487,355.195,-434.882,88.8418,360.498,-498.985,80.4018,359.286,-547.876,88.8951,364.481,,,,-682.371,77.7876,361.637,-758.81,76.5902,361.813,,,,-918.004,74.7839,362.238,-199.242,109.392,347.453,181.769,125.511,341.654,-993.564,96.5683,367.981,921.337,136.213,353.016
2754,0,-305.936,92.0279,360.831,-371.852,84.5409,355.246,-433.847,88.7939,360.48,-498.073,79.8298,358.744,-546.908,88.7591,364.627,,,,-681.337,77.8099,361.517,-757.863,76.8412,361.865,,,,-917.009,74.4281,361.83,-199.242,109.392,347.453,181.769,125.504,341.638,-993.552,96.5771,367.989,921.337,136.213,353.016
2755,0,-304.928,92.398,360.667,-370.826,85.7203,355.014,-432.935,88.5887,360.487,-497.075,79.9483,358.294,-546.016,89.1744,364.976,-613.218,82.8977,364.736,-680.31,77.812,361.477,-756.85,77.3271,362.008,,,,-915.945,73.5446,361.159,-199.266,109.374,347.451,181.783,125.507,341.653,-993.553,96.5749,367.988,921.337,136.213,353.016
2756,0,-303.759,92.5182,360.512,-369.672,85.4738,355.133,-432.019,89.0759,360.38,-496.115,79.9256,358.005,-545.106,89.6592,365.126,-612.284,83.3171,364.348,-679.272,77.8883,361.539,-756.066,77.3181,362.475,,,,-915.257,72.7721,360.943,-199.24,109.393,347.453,181.784,125.493,341.665,-993.553,96.5744,367.988,921.337,136.213,353.016
2757,0,-303.05,92.17,360.509,-368.934,85.3086,355.136,-430.891,88.5848,360.344,-495.184,79.2533,357.779,-543.681,89.5916,365.369,-611.448,83.4855,364.093,-678.338,77.6112,361.459,-754.872,77.7513,362.834,,,,-914.348,72.7907,360.462,-199.265,109.374,347.451,181.783,125.494,341.65,-993.553,96.5744,367.988,921.337,136.213,353.016
2758,0,-301.953,92.6344,360.409,-367.707,85.1064,355.42,-429.964,89.3173,360.514,-494.31,78.759,357.713,-542.818,90.2196,365.341,,,,-677.387,77.8011,361.452,-753.813,78.3873,362.733,,,,-913.34,72.2808,360.115,-199.266,109.373,347.45,181.782,125.501,341.666,-993.553,96.5744,367.988,921.337,136.213,353.016
2759,0,-300.765,92.1998,360.457,-367.045,85.3199,355.335,-428.969,88.9074,360.725,-493.223,77.8391,357.606,-541.791,89.731,365.332,,,,-676.079,77.9062,361.731,-752.971,78.416,362.703,,,,,,,-199.266,109.373,347.451,181.781,125.488,341.65,-993.566,96.5892,367.967,921.337,136.213,353.016
