Trajectories
150
,,Snake:Head_M1,,,Snake:M2,,,Snake:M3,,,Snake:M4,,,Snake:M5,,,Snake:M6,,,Snake:M7,,,Snake:M8,,,Snake:M9,,,Snake:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3521,0,-204.857,53.9289,150.256,-268.916,42.6039,144.518,-331.326,59.6247,152.637,-396.584,47.2775,153.738,-446.181,29.4275,145.581,-503.246,40.3162,154.412,-566.02,72.7551,148.466,,,,-715.53,28.7125,155.216,-791.535,12.2852,141.211,-191.099,64.1365,138.082,288.542,79.168,118.024,-866.276,36.691,156.269,1027.86,94.45,129.642
3522,0,-201.66,53.9181,149.997,-265.832,41.7366,144.35,-328.592,58.5846,152.521,-393.631,47.5367,153.59,-443.982,30.8144,146.086,-501.276,38.8692,153.757,-563.377,72.7558,149.011,,,,-712.753,29.7657,155.728,-788.821,12.764,139.627,-191.116,64.1002,138.053,288.53,79.1932,118.013,-866.271,36.7271,156.264,1027.87,94.4265,129.642
3523,0,-198.594,53.4935,149.428,-263.183,41.3611,144.051,-325.662,58.4358,152.224,-390.697,48.5692,153.557,-441.188,31.8178,146.763,-499.355,37.292,152.913,-560.922,72.051,148.975,,,,-710.047,30.661,155.907,-786.188,11.672,138.544,-191.091,64.5364,137.684,288.547,79.1719,118.016,-866.296,36.7076,156.296,1027.87,94.4311,129.643
3524,0,-195.823,53.2755,148.919,-260.02,40.8936,143.642,-322.526,57.5712,151.801,-387.795,49.4091,154.034,-438.49,32.4175,147.332,-497.035,35.5148,151.996,-558.168,71.4432,149.571,,,,-707.363,31.911,156.702,-783.38,11.2206,137.628,-191.087,65.3121,136.594,288.57,79.203,118.014,-866.291,36.6965,156.299,1027.86,94.4512,129.644
3525,0,-193.187,53.3684,148.75,-257.405,40.2047,143.319,-319.51,56.4741,151.948,-384.918,50.5227,153.932,-436.279,34.7355,147.875,-495.042,33.5536,151.179,-555.607,70.2431,149.925,-625.246,45.6813,158.891,-704.337,32.3498,156.578,-780.756,11.9855,136.833,-191.134,63.8598,136.137,288.556,79.2009,118.005,-866.277,36.6923,156.277,1027.87,94.4256,129.64
3526,0,-190.111,52.7165,148.388,-254.649,40.8901,142.971,-316.949,55.5302,151.936,,,,-433.209,35.193,148.626,-492.436,31.9459,149.951,-552.956,69.2656,150.405,,,,-701.91,32.6316,156.002,-778.128,11.395,135.954,-191.126,63.4865,135.822,288.538,79.1898,118.017,-866.279,36.685,156.291,1027.87,94.4248,129.64
3527,0,-187.213,52.2088,147.583,-251.674,40.5512,142.999,-313.833,54.5128,151.709,,,,-430.681,36.2813,148.963,-490.589,30.6438,149.162,-550.605,69.0082,150.927,,,,-699.194,33.6702,157.075,-775.365,11.9199,135.535,-191.244,63.0714,135.242,288.55,79.1989,118.023,-866.267,36.6724,156.277,1027.87,94.4271,129.645
3528,0,-184.692,53.0878,146.384,-248.821,40.4199,142.915,-311.114,53.4462,151.393,,,,-427.98,37.1098,149.569,-487.669,29.2934,148.139,-548.334,68.7155,151.776,,,,-696.503,34.8251,156.893,-772.624,11.864,135.209,-191.399,62.2121,134.922,288.541,79.2155,118.014,-866.293,36.608,156.285,1027.87,94.4252,129.64
3529,0,-182.114,53.2143,145.757,-246.054,40.9273,142.667,-308.662,52.5149,151.174,-373.765,52.8176,153.774,-425.154,37.5234,150.076,-485.382,28.273,147.208,-545.256,66.9597,152.258,,,,,,,-769.974,11.749,135.475,-191.678,60.7838,134.737,288.538,79.1882,118.007,-866.288,36.6371,156.272,1027.87,94.4258,129.643
3530,0,-179.272,53.2361,144.465,-243.436,40.846,142.192,-306.427,51.5364,150.559,-371.145,52.959,153.805,-422.801,38.8073,150.488,-482.787,27.1142,146.724,-542.933,66.0978,152.832,,,,-690.178,34.5018,156.789,-767.081,12.3154,135.279,-191.816,60.9266,134.767,288.549,79.1652,118.019,-866.266,36.5865,156.282,1027.87,94.4251,129.64
3531,0,-177.086,53.3062,143.457,-240.656,40.2762,141.921,-303.684,50.1081,150.243,-368.237,53.2898,153.656,-420.213,39.4649,151.191,-480.469,26.2462,145.726,-540.384,65.0645,153.2,,,,-687.129,35.0462,156.598,-764.074,12.2697,135.689,-191.605,63.7778,135.091,288.54,79.1853,118.029,-866.275,36.5521,156.265,1027.87,94.4258,129.643
3532,0,-174.747,53.5179,142.839,-238.239,39.7368,141.719,-301.334,48.9788,149.524,-365.567,53.9654,153.337,-417.584,40.4423,151.255,-478.567,25.4051,145.378,-537.631,63.7816,153.499,-608.049,57.1504,156.705,-684.604,35.4013,156.761,-761.577,12.7657,135.925,,,,288.539,79.1977,118.012,-866.249,36.6113,156.255,1027.87,94.4352,129.644
3533,0,-172.633,53.9586,142.357,-235.931,39.511,141.598,-298.734,47.2365,148.934,-363.029,54.562,153.014,-415.127,40.9784,151.641,,,,-535.251,62.5982,154.11,,,,-682.004,35.3969,156.41,-758.51,13.0379,136.472,,,,288.522,79.1913,118.026,-866.223,36.5194,156.247,1027.87,94.426,129.643
3534,0,-170.944,54.5107,141.846,-233.832,39.8976,141.633,-296.944,46.1678,148.219,-360.54,54.7687,153.01,-412.35,41.3839,151.844,-473.373,24.4588,143.914,-532.97,61.7427,154.5,,,,-679.109,35.538,156.437,-756.415,12.9322,137.069,,,,288.52,79.1828,118.03,-866.232,36.3895,156.29,1027.87,94.4344,129.641
