Trajectories
150
,,Snake_95:Head_M1,,,Snake_95:M2,,,Snake_95:M3,,,Snake_95:M4,,,Snake_95:M5,,,Snake_95:M6,,,Snake_95:M7,,,Snake_95:M8,,,Snake_95:M9,,,Snake_95:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20501,0,-246.803,89.5114,359.675,-311.46,85.8577,356.813,-375.827,85.0899,359.058,-440.34,82.1447,359.639,-488.683,78.4316,356.643,-556.288,87.6809,367.59,-623.974,82.005,364.848,-698.622,72.7611,356.795,-770.488,82.9215,365.979,-857.252,75.0014,360.384,-201.264,109.708,348.564,181.577,125.821,341.486,,,,,,
20502,0,-244.879,89.8335,359.882,,,,-373.815,84.8126,358.97,,,,-486.706,78.5739,356.415,,,,-622.234,81.618,365.162,-696.902,71.5992,356.341,-768.492,83.5499,366.302,-855.594,75.7462,360.717,-201.265,109.662,348.548,181.592,125.817,341.486,,,,,,
20503,0,-243.265,91.0867,360.079,-307.599,85.4595,355.627,-371.61,84.6973,358.983,,,,-484.821,78.0357,355.914,,,,,,,-695.27,70.7693,355.7,-766.644,83.6003,366.537,-853.869,75.9624,361.305,-201.25,109.66,348.549,181.567,125.791,341.476,,,,,,
20504,0,-240.985,90.3829,360,,,,-369.601,84.914,359.165,,,,-482.899,76.7491,355.176,,,,-618.411,82.9679,365.358,-693.328,70.6159,354.808,-764.794,83.5698,366.528,-852.05,76.2306,361.759,-201.201,109.647,348.552,181.568,125.787,341.492,,,,,,
20505,0,-238.588,90.3822,360.099,-303.82,84.9908,354.891,-367.457,85.0517,359.051,,,,-481.218,76.4523,354.97,,,,-616.834,82.0809,365.582,-691.548,70.0162,354.545,-762.971,83.6966,366.423,-850.407,76.9488,362.401,-201.195,109.657,348.519,181.593,125.819,341.49,,,,,,
20506,0,-236.616,90.1495,360.093,-301.854,85.014,354.47,-365.449,84.8726,359.273,,,,-479.202,76.9924,354.771,,,,-614.072,83.3086,365.829,-689.707,69.9239,354.267,-761.164,84.0317,366.882,-848.648,77.5246,362.785,-201.196,109.61,348.516,181.588,125.793,341.468,,,,,,
20507,0,-234.689,90.1768,359.996,-299.893,84.6274,354.176,-363.488,85.0789,359.316,,,,-477.368,76.7704,354.475,,,,-612.078,84.5835,365.708,-687.876,69.7118,354.134,-759.348,84.6916,367.333,-847.002,78.4775,363.285,-201.175,109.62,348.519,181.578,125.814,341.471,,,,,,
20508,0,-233.17,91.7927,360.339,-297.955,84.4301,353.977,-361.497,86.0208,359.274,,,,-475.55,76.5111,354.537,,,,,,,-685.959,69.5495,354.008,-757.388,85.2578,367.374,-845.286,79.4145,363.546,-201.198,109.608,348.517,181.594,125.824,341.46,,,,,,
20509,0,-231.375,91.6571,360.295,-295.875,84.1079,353.713,-359.541,86.3348,359.346,,,,-473.536,76.9496,355.076,,,,,,,-684.141,69.5466,354.02,-755.672,85.9603,367.882,-843.474,79.9568,363.884,-201.198,109.562,348.514,181.59,125.794,341.459,,,,,,
