Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake:Head_M1,,,Snake:M2,,,Snake:M3,,,Snake:M4,,,Snake:M5,,,Snake:M6,,,Snake:M7,,,Snake:M8,,,Snake:M9,,,Snake:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
1412,0,-196.49,47.1872,146.656,-261.766,47.4448,146.072,-325.227,34.6674,143.649,-386.868,27.1562,141.451,-433.78,43.4385,156.899,-498.765,37.669,154.797,-566.056,16.7564,139.88,,,,-721.501,26.9885,155.337,-803.657,17.9018,149.434,-193.631,62.35,136.068,324.679,82.6218,117.298,,,,1064.64,108.126,129.098
1413,0,-195.067,46.9053,145.96,-259.986,47.3809,146.149,-323.347,34.6142,144.124,-385.456,26.5889,140.58,-431.965,42.9725,156.929,-496.796,36.9653,155.174,-564.344,17.0949,139.799,,,,-719.767,27.4725,155.833,-802.243,16.4904,148.543,-193.631,62.351,136.068,324.676,82.6274,117.307,,,,1064.64,108.127,129.098
1414,0,-193.304,46.473,145.607,-258.401,48.0255,146.151,-321.879,35.1999,144.524,-383.857,25.919,139.664,-430.241,42.7575,156.743,,,,-562.727,17.6242,139.823,-636.66,33.4583,158.173,-718.18,27.9927,155.92,-800.737,15.2129,147.945,-193.631,62.3511,136.068,324.623,82.6981,117.348,,,,1064.66,108.171,129.112
1415,0,-191.664,46.4564,145.386,-256.684,48.0687,146.08,-320.178,35.781,144.734,-382.261,25.6766,138.883,-428.635,42.4776,156.79,-493.221,36.6496,155.101,-561.085,17.6606,139.749,-634.442,34.3493,159.181,-716.58,27.7988,156.033,-799.04,14.7652,147.006,-193.631,62.3511,136.068,324.592,82.7126,117.364,,,,1064.67,108.176,129.113
1416,0,-190.19,46.8378,144.793,-254.938,47.0831,145.933,-318.7,36.5043,145.283,-380.696,24.9204,138.315,-426.975,42.1265,156.716,-491.382,36.2704,154.889,-559.464,17.2767,139.82,,,,-714.881,27.8327,156.048,-797.462,14.6318,146.323,-193.654,62.3794,136.066,324.612,82.6872,117.358,,,,1064.65,108.142,129.106
1417,0,-188.319,46.9021,144.101,-253.333,46.7642,145.728,-317.288,36.7261,145.651,-379.155,24.2603,137.813,-425.34,41.5907,156.607,-489.931,37.5682,154.827,-557.782,17.2568,139.852,,,,,,,-795.986,14.1867,145.637,-193.632,62.354,136.068,324.609,82.6948,117.356,,,,1064.65,108.137,129.105
1418,0,-186.655,46.9846,143.717,-251.815,46.9261,145.882,-315.424,37.3219,146.267,-377.639,23.9247,137.199,-423.641,41.3072,156.487,-488.452,37.9204,154.609,-556.442,18.4645,140.293,-630.109,33.494,159.244,,,,-794.491,13.5918,144.991,-193.631,62.3499,136.068,324.591,82.705,117.372,,,,1064.65,108.139,129.106
1419,0,-185.295,47.0435,142.915,-250.384,46.9813,145.755,-314.304,37.854,146.588,-376.317,24.0032,136.814,-422.179,41.5307,156.004,-487.002,38.4944,154.697,-554.822,18.6729,140.531,-628.612,33.6165,159.123,-710.143,29.2702,156.496,-793.018,13.2517,144.46,-193.635,62.3088,136.076,324.634,82.6763,117.36,,,,1064.65,108.139,129.106
1420,0,-183.915,47.5207,142.792,-248.679,46.8195,145.568,-312.865,38.5952,146.656,-375.104,23.935,136.709,-420.811,42.0393,155.809,-485.652,38.5854,155.084,-553.348,18.352,140.586,-627.132,33.6366,158.928,-708.545,29.4524,156.439,-791.181,13.9057,143.666,-193.632,62.282,136.095,324.608,82.7023,117.377,,,,1064.64,108.128,129.098
1421,0,-182.075,48.2884,142.254,-247.322,47.0136,145.441,-311.278,39.1232,147.295,-373.599,23.63,136.43,-419.471,41.4376,155.621,-484.139,38.3338,155.076,-552.192,19.0978,141.172,,,,-706.87,29.7364,156.391,-790.115,13.2333,143.284,-193.635,62.3042,136.077,324.587,82.7011,117.377,,,,1064.64,108.126,129.098
1422,0,-181.029,48.5896,141.981,-246.044,47.2807,145.483,-310.304,39.5776,147.406,-372.338,23.6418,136.254,-418.095,40.7309,155.549,-483.077,38.9932,155.117,-550.868,18.8358,141.67,-624.258,32.918,158.525,,,,-788.669,12.7789,142.958,-193.633,62.2849,136.095,324.588,82.707,117.368,,,,1064.64,108.126,129.099
1423,0,-179.939,48.2183,141.572,-244.768,46.4313,145.365,-308.831,40.1663,147.479,-371.073,23.9083,136.207,-416.963,40.4665,155.422,-481.467,39.4816,154.864,-549.715,19.6036,141.826,-622.938,32.5549,158.56,,,,-787.411,12.1141,142.404,-193.632,62.2818,136.095,324.609,82.7087,117.368,,,,1064.64,108.127,129.098
1424,0,-178.964,48.1239,141.339,-243.603,46.834,145.401,,,,-369.678,23.2634,135.863,-415.71,40.717,155.198,-480.416,39.891,154.82,-548.453,19.6586,141.964,-621.577,32.439,158.477,,,,-786.076,12.128,142.328,-193.632,62.2825,136.095,324.605,82.6908,117.361,,,,1064.64,108.127,129.098
1425,0,-177.909,47.2137,140.952,-242.168,46.7878,145.281,-305.994,40.982,148.244,-368.658,23.7205,136.021,-414.484,39.9094,154.782,-479.309,39.5505,154.783,-547.528,20.5646,142.555,-620.232,32.602,158.255,,,,-784.658,12.3141,141.985,-193.633,62.2827,136.095,324.605,82.6903,117.36,,,,1064.64,108.127,129.099
1426,0,-177.002,47.8727,140.773,-241.061,46.525,145.243,-304.996,41.4264,148.538,-367.39,23.6531,135.91,-413.645,39.9687,154.748,-478.019,39.3907,154.741,-546.288,19.8252,142.805,,,,-700.263,28.7523,156.794,-783.636,12.3027,141.419,-193.61,62.211,136.096,324.616,82.6797,117.366,,,,1064.64,108.127,129.099
1427,0,-176.253,48.0924,140.742,-240.051,46.3075,145.177,-304,42.0754,148.793,-366.306,23.9338,135.881,-412.99,38.7679,154.322,-476.765,40.2869,154.642,-545.201,20.7098,142.886,-617.826,31.8365,158.081,-699.381,29.3872,156.625,-782.258,12.0294,141.06,-193.635,62.2119,136.098,324.588,82.6999,117.377,,,,1064.64,108.127,129.098
1428,0,-174.855,46.6384,140.91,-238.692,45.5743,144.874,-302.832,42.5583,149.119,-365.009,23.9047,135.759,,,,-475.582,39.7731,154.68,-544.169,20.582,143.078,-616.464,32.2473,157.9,-698.125,29.6441,156.392,-780.993,11.9503,140.786,-193.636,62.2158,136.098,324.587,82.728,117.379,,,,1064.64,108.127,129.098
1429,0,-173.102,46.7941,140.418,-237.67,46.0142,145.064,-301.84,42.9939,149.602,-364.047,24.0877,135.781,-410.584,38.7262,154.121,-474.628,39.9515,154.734,-543.231,21.3503,143.828,,,,-696.903,29.6715,156.331,-779.95,12.2705,140.582,-193.636,62.2161,136.097,324.607,82.6962,117.354,,,,1064.66,108.17,129.113
1430,0,-172.395,49.18,140.004,-236.649,45.4577,144.901,-300.915,43.6934,149.449,-362.732,23.8399,135.685,-409.033,38.4245,153.364,-473.384,39.7706,154.751,-542.105,21.1798,143.928,,,,-696.045,29.7586,156.329,-778.842,12.245,140.48,-193.636,62.2159,136.098,324.59,82.7162,117.373,,,,1064.67,108.176,129.115
1431,0,-171.531,49.4977,139.908,-235.577,45.808,144.824,-299.709,43.7242,149.452,-361.695,24.4709,135.932,-407.883,38.2621,153.115,-472.28,39.9068,154.883,-541.176,21.6496,144.253,,,,-695.26,29.8395,156.222,-777.644,11.8294,140.33,-193.636,62.2159,136.098,324.591,82.7058,117.373,,,,1064.64,108.13,129.099
1432,0,-170.914,49.6075,140.004,-234.572,45.1892,144.88,-298.59,44.5168,149.445,-360.642,23.9186,135.906,,,,-471.092,39.8845,154.934,-540.295,22.7136,145.012,,,,-693.906,30.3541,156.068,-776.657,12.3452,140.203,-193.636,62.2159,136.098,324.574,82.7506,117.395,,,,1064.64,108.124,129.097
1433,0,-169.559,49.7487,139.766,-233.716,45.4462,144.689,-297.826,44.7849,149.477,-359.609,24.5441,135.836,,,,-470.225,39.8541,155.027,-539.265,22.0078,145.208,,,,-692.806,30.0763,156.005,-775.56,12.0559,140.165,-193.636,62.2159,136.098,324.573,82.7524,117.396,,,,1064.64,108.126,129.098
1434,0,-168.645,49.5025,139.781,-232.743,44.7791,144.529,-296.879,45.2657,149.355,-358.396,24.0076,135.676,-404.731,37.7212,151.576,-469.034,39.9751,154.996,-538.277,22.9716,145.453,,,,-691.738,30.8493,155.775,-774.505,12.2142,140.07,-193.636,62.2159,136.098,324.625,82.7136,117.356,,,,1064.64,108.127,129.099
1435,0,-168.184,50.3568,139.545,-232.034,44.7815,144.53,-296.075,45.5931,149.976,-357.703,24.0804,135.539,-404.254,36.3935,151.213,-468.026,40.3631,154.94,-537.451,23.5565,145.984,,,,-690.833,30.1186,155.75,-773.589,12.2965,139.99,-193.632,62.2793,136.095,324.62,82.7219,117.364,,,,1064.64,108.127,129.098
1436,0,-167.399,51.1774,139.705,-231.195,44.4768,144.238,-295.317,45.641,150.26,-356.569,23.648,135.342,-403.235,35.4188,150.813,-467.088,39.7887,154.859,-536.371,23.3215,146.247,,,,-689.853,30.511,155.603,-772.475,12.179,139.953,-193.633,62.2856,136.095,324.626,82.7127,117.356,,,,1064.65,108.138,129.106
1437,0,-166.908,51.0475,139.693,-230.361,44.2738,144.382,-294.469,45.8108,150.098,-355.947,23.7983,135.305,-402.601,35.3058,150.386,-466.086,39.9461,155.073,-535.678,24.1369,146.515,,,,-688.931,30.0532,155.544,-771.891,11.9821,140.101,-193.633,62.2831,136.095,324.581,82.7468,117.382,,,,1064.66,108.172,129.113
1438,0,-165.753,51.6487,139.836,-229.65,44.6664,144.319,-293.491,45.5664,150.218,-354.873,23.8581,135.091,-401.833,34.6548,149.667,-465.077,39.7669,154.748,-534.771,24.4092,146.588,,,,-687.969,30.15,155.48,-770.728,12.2711,140.196,-193.632,62.2826,136.095,324.599,82.7436,117.391,,,,1064.64,108.131,129.1
1439,0,-165.075,52.2506,140.173,-228.736,43.8534,144.058,-293.01,45.4826,150.198,-354.219,23.735,135.101,-401.013,33.7344,149.146,-464.5,40.1783,154.834,-533.956,24.2034,147.179,,,,-687.077,29.901,155.361,-769.575,11.7917,140.467,-193.632,62.2826,136.095,324.617,82.7189,117.375,,,,1064.64,108.125,129.097
1440,0,-164.799,52.5477,140.253,-228.131,43.8895,144.196,-291.734,45.8609,150.146,-353.345,24.541,135.166,-400.25,33.436,148.975,-463.193,39.8186,154.627,-533.264,24.9208,147.493,,,,-686.164,29.9025,155.36,-769.158,12.5023,140.377,-193.633,62.2827,136.095,324.62,82.7227,117.364,,,,1064.64,108.126,129.099
1441,0,-164.068,53.0097,140.299,-227.275,44.1651,144.067,-291.605,46.3506,150.096,-352.482,23.9578,135.125,-399.446,33.2321,148.55,-462.751,40.0458,154.62,-532.523,25.1505,147.679,,,,-685.347,30.0913,155.348,-768.039,12.923,140.474,-193.633,62.2827,136.095,324.578,82.751,117.381,,,,1064.64,108.127,129.099
1442,0,-163.621,53.4202,140.52,-226.696,43.3125,143.949,,,,-351.687,24.1718,135.269,-398.87,33.3026,147.828,-461.571,40.7811,154.647,-531.621,25.1847,147.776,,,,-684.413,30.0218,155.514,-767.359,12.5083,140.521,-193.633,62.2826,136.095,324.59,82.7067,117.373,,,,1064.64,108.127,129.098
1443,0,-162.76,53.6162,140.599,-226,43.5589,144.012,-290.115,47.4065,150.005,-351.145,24.6516,135.377,-398.118,33.1285,147.456,-460.947,40.1779,154.482,-531.005,25.5176,148.368,,,,-683.737,29.6989,155.536,-766.323,12.9522,140.512,-193.633,62.2826,136.095,324.599,82.7206,117.365,,,,1064.64,108.127,129.099
1444,0,-162.442,54.2225,140.737,-225.423,43.5197,143.958,-289.296,47.3465,150.241,-350.067,24.2477,135.47,-397.71,32.8978,147.393,-459.869,39.9862,154.769,-530.314,26.643,148.56,,,,-682.782,29.9465,155.596,-765.694,12.8289,140.516,-193.626,62.338,136.109,324.616,82.6861,117.383,,,,1064.64,108.127,129.098
1445,0,-162.122,54.0151,140.75,-224.707,42.7476,143.784,,,,-349.57,24.762,135.619,-396.896,31.4821,147.164,-459.155,39.7746,154.716,-529.732,26.3406,148.543,,,,-682.21,30.3785,155.861,-764.772,12.8064,140.462,-193.629,62.3306,136.086,324.597,82.7144,117.375,,,,1064.64,108.127,129.098
1446,0,-161.439,54.4272,140.86,,,,-288.054,48.3774,150.735,-349.036,25.0211,135.754,-396.417,31.2439,146.853,-458.557,40.2162,154.83,-529.037,26.2491,149.315,-600.842,25.9366,153.459,-681.278,30.0624,155.647,-763.598,13.3712,140.916,-193.628,62.3274,136.086,324.611,82.6865,117.354,,,,1064.64,108.127,129.098
1447,0,-160.864,54.3756,140.738,,,,-287.331,48.162,150.685,-348.329,25.8507,136.057,-395.929,31.6494,146.216,-457.802,40.6316,154.788,-528.255,26.7692,149.528,-600.315,25.887,152.523,-680.505,29.9415,155.581,-763.517,13.5778,141.074,-193.602,62.3186,136.085,324.593,82.709,117.374,,,,1064.64,108.127,129.098
1448,0,-160.302,54.7526,141.026,,,,,,,-347.657,25.4422,136.17,-395.273,31.2505,145.906,-457.052,40.1522,154.779,-527.854,27.3191,149.885,,,,-679.716,29.9597,155.572,-762.647,13.4789,141.481,-193.604,62.305,136.062,324.616,82.6926,117.336,,,,1064.64,108.127,129.098
1449,0,-159.991,55.1329,140.978,,,,-286.461,49.6053,150.707,-346.86,25.2398,136.386,-394.704,31.314,145.697,-456.322,40.8178,154.844,-526.89,28.1528,149.741,,,,-679.177,30.5675,155.587,-762.086,13.4186,141.489,-193.626,62.3384,136.109,324.6,82.7139,117.349,,,,1064.64,108.127,129.098
1450,0,-159.316,54.7485,141.01,,,,,,,-346.387,25.7743,136.608,-394.193,30.6363,145.455,-455.815,40.7024,154.777,-526.282,28.0026,150.084,-598.775,26.2098,151.068,-678.252,30.016,155.455,-761.072,13.4186,141.514,-193.627,62.3422,136.11,324.607,82.7054,117.344,,,,1064.64,108.127,129.098
1451,0,-158.449,54.638,141.127,-221.307,42.7786,143.845,-285.261,49.9522,150.678,-345.714,26.1573,136.761,-393.745,30.2567,144.737,-454.725,40.6446,154.873,-525.812,27.9456,150.524,-598.702,26.4036,150.867,-677.674,30.4262,155.455,-760.616,13.7434,141.562,-193.629,62.3284,136.086,324.603,82.6999,117.351,,,,1064.64,108.127,129.098
1452,0,-158.271,54.54,141.128,-220.732,42.2517,143.68,-284.511,50.5202,150.817,-344.885,25.6279,136.539,-393.179,30.3739,144.155,-454.256,40.8114,154.927,-525.028,28.8426,151.076,,,,-677.298,30.8036,155.439,-759.904,13.7946,141.958,-193.631,62.3493,136.068,324.588,82.7058,117.365,,,,1064.64,108.127,129.098
1453,0,-157.472,54.0482,141.164,-220.373,42.1308,143.725,-283.881,50.4492,150.724,-344.37,25.8425,136.909,-392.528,29.5886,143.995,-453.418,41.0791,154.873,-524.341,29.576,150.936,,,,-676.161,30.4272,155.311,-759.163,14.0733,142.552,-193.631,62.352,136.068,324.576,82.7217,117.4,,,,1064.64,108.127,129.098
1454,0,-156.855,53.8308,141.243,-219.941,42.5126,143.787,-283.366,50.574,150.867,-343.667,26.3646,137.064,-391.947,29.4021,143.858,-452.509,40.5899,154.561,-523.48,28.9127,150.899,,,,-675.693,30.2418,155.339,-758.653,14.0116,142.624,-193.626,62.425,136.06,324.594,82.697,117.396,,,,1064.66,108.171,129.112
1455,0,-156.438,53.2337,141.355,-219.321,42.6261,143.664,-282.881,51.2939,150.971,-343.191,27.1004,137.29,-391.273,29.1427,143.248,-451.813,41.4111,154.869,-522.914,29.4683,151.272,,,,-674.557,29.9192,155.136,-757.638,14.447,142.574,-193.628,62.4221,136.065,324.586,82.7428,117.401,,,,1064.64,108.132,129.1
1456,0,-155.57,53.1263,141.363,-218.849,41.9211,143.54,-282.453,51.6643,151.086,-342.517,26.1885,137.321,-390.837,28.6547,142.582,-451.479,41.0483,154.802,-522.303,30.0844,151.346,,,,-674.304,30.2468,155.127,-757.085,14.2218,142.644,-193.626,62.4282,136.06,324.628,82.6998,117.371,,,,1064.64,108.125,129.097
1457,0,-154.971,52.6916,141.339,-218.469,41.6195,143.602,-281.897,51.4353,151.365,-341.791,26.1595,137.478,-390.407,29.0869,142.358,-450.363,40.7671,155.049,-521.715,30.6034,151.681,,,,-673.046,29.8595,155.053,-756.576,14.2791,143.223,-193.628,62.419,136.065,324.592,82.7306,117.386,,,,1064.66,108.17,129.112
1458,0,-154.426,52.221,141.373,-217.961,42.0614,143.565,-281.367,51.4804,151.324,-341.411,26.8578,137.628,-389.806,28.5605,142.187,-450.117,40.7349,154.801,-521.003,30.2479,151.839,,,,-672.56,30.1248,155.01,-755.67,14.619,143.416,-193.629,62.3663,136.091,324.624,82.6911,117.356,,,,1064.64,108.132,129.1
1459,0,-153.71,51.7096,141.252,-217.417,42.2126,143.416,-280.674,51.935,151.304,-340.971,27.1645,137.725,-389.38,28.0054,142.044,-449.247,41.0413,155.107,-520.276,30.2959,152.038,,,,-671.762,30.008,154.946,-754.914,14.9197,143.656,-193.629,62.3616,136.091,324.632,82.7099,117.387,,,,1064.65,108.137,129.105
1460,0,-152.911,50.5536,141.18,,,,-280.42,52.4054,151.319,-340.146,26.7053,137.779,-388.898,27.8745,141.526,-448.368,40.5985,155.034,-519.999,30.83,152.054,,,,-670.735,30.0473,155.123,-754.239,15.3231,143.689,-193.631,62.3513,136.068,324.636,82.7221,117.389,,,,1064.64,108.128,129.098
1461,0,-152.713,50.6228,141.225,,,,-280.032,52.3861,151.256,-339.658,26.8843,138.133,-388.389,27.3331,140.891,-448.008,41.4827,155.067,-519.07,31.2447,152.164,,,,-670.302,30.3954,154.893,-753.48,15.0523,143.798,-193.631,62.3506,136.068,324.616,82.7308,117.39,,,,1064.64,108.126,129.098
1462,0,-151.986,50.025,141.154,-215.863,41.8554,143.291,-278.782,51.7924,151.563,-339.067,27.1428,138.386,-387.937,26.7696,140.761,-447.371,41.3304,154.997,-518.504,31.0981,152.213,,,,-669.23,29.7301,155.113,-752.792,15.2818,143.989,-193.629,62.3635,136.091,324.587,82.7444,117.405,,,,1064.65,108.138,129.106
1463,0,-151.157,48.8686,141.074,-215.405,41.6858,143.291,-278.706,52.788,151.248,-338.427,27.9779,138.629,-387.476,27.0842,140.542,-446.356,40.9804,154.878,-517.895,31.2641,152.381,,,,-668.751,29.9665,155.126,-752.012,15.4882,144.366,-193.654,62.3805,136.066,324.591,82.7364,117.398,,,,1064.64,108.128,129.099
1464,0,-150.972,49.1008,141.194,-214.771,41.2889,143.279,-278.082,52.9497,151.608,-337.985,28.0012,138.824,-386.714,26.9125,140.229,-445.905,41.1978,155.045,-517.265,31.7989,152.78,-590.564,20.7138,145.911,-667.71,29.6386,154.988,-751.298,15.4563,144.638,-193.632,62.3535,136.068,324.618,82.6933,117.367,,,,1064.64,108.126,129.098
1465,0,-150.183,48.6223,140.933,,,,-277.354,53.1358,151.211,-336.964,27.5252,138.824,-385.754,26.6582,139.613,-445.113,41.1017,154.941,-516.718,32.2526,153.054,-589.968,20.4433,145.693,-667.251,30.0945,155.077,-750.833,15.9762,144.802,-193.629,62.3622,136.091,324.608,82.6921,117.346,,,,1064.64,108.127,129.098
1466,0,-149.515,47.6371,140.974,,,,-276.916,53.4973,151.439,-336.515,27.9137,139.011,-385.398,26.1668,139.138,-444.323,40.891,154.955,-515.585,32.0487,152.921,,,,-666.488,30.1193,155.06,-750.038,15.8965,145.218,-193.633,62.3002,136.094,324.586,82.753,117.398,,,,1064.64,108.127,129.099
1467,0,-149.075,47.4133,140.709,-213.146,40.7953,143.151,-276.323,54.0245,151.278,-335.903,28.4357,139.405,-384.737,25.6366,138.943,-443.728,41.3353,154.883,-515.254,32.2104,152.952,,,,-665.751,30.3025,155.048,-749.585,16.6953,145.13,-193.635,62.3034,136.077,324.591,82.7373,117.398,,,,1064.64,108.127,129.098
1468,0,-148.324,46.5099,140.763,-212.934,40.5188,143.272,-275.626,53.896,151.39,-335.191,28.8088,139.637,-384.371,25.8707,138.77,-442.73,40.6569,154.967,-514.348,32.9024,152.879,,,,-665.128,30.2237,155.015,-748.742,16.9164,145.835,-193.635,62.3069,136.076,324.607,82.7042,117.378,,,,1064.64,108.127,129.098
1469,0,-148.105,46.201,140.724,,,,-274.779,53.5943,151.567,-334.571,28.2248,139.959,-383.638,25.8173,138.384,-442.111,40.8429,155.169,-513.635,32.3354,152.878,,,,-664.479,30.7229,155.085,-748.113,17.0846,145.881,-193.633,62.3202,136.1,324.582,82.7091,117.385,,,,1064.64,108.127,129.098
1470,0,-147.311,45.6733,140.702,,,,-274.692,54.4953,151.521,-333.721,28.4593,140.017,-382.49,25.6238,137.853,-441.265,41.5998,155.339,-512.999,32.8786,153.161,,,,-663.57,30.4577,155.023,-747.359,16.6598,146.028,-193.633,62.3212,136.1,324.581,82.7095,117.382,,,,1064.64,108.127,129.098
1471,0,-146.621,45.149,140.826,,,,-273.7,54.2909,151.561,-333.28,29.0886,140.234,-382.193,24.8451,137.528,-440.468,40.9156,155.325,-512.339,33.3557,153.324,,,,-662.968,30.9064,155.051,-746.692,17.1368,146.211,-193.633,62.3207,136.1,324.592,82.6865,117.355,,,,1064.64,108.127,129.098
1472,0,-146.3,44.8792,140.93,,,,-273.128,54.4953,151.37,-332.685,29.3733,140.73,-381.591,24.3114,137.059,-439.871,40.9875,155.345,-511.977,32.5685,153.492,,,,-662.039,30.74,155.078,-746.063,17.6294,146.596,-193.633,62.3206,136.1,324.62,82.6777,117.348,,,,1064.64,108.127,129.098
1473,0,-145.363,44.0535,140.888,,,,-272.444,54.4582,151.464,-331.971,29.2194,141.056,-381.292,24.141,137.031,-439.16,40.9773,155.574,-510.755,33.4305,153.546,,,,-661.4,30.6712,154.925,-745.199,17.4289,147.025,-193.661,62.2426,136.122,324.569,82.7263,117.387,,,,1064.64,108.127,129.098
1474,0,-144.991,44.0853,140.91,,,,-271.545,54.3636,151.153,-331.367,29.5267,141.248,-380.486,24.5758,136.71,-438.4,40.9856,155.361,,,,,,,-660.673,30.9033,154.98,-744.491,17.9096,147.069,-193.657,62.2985,136.12,324.567,82.7294,117.392,,,,1064.64,108.127,129.098
1475,0,-144.152,43.7599,140.894,,,,-270.859,54.3227,151.475,-330.716,30.063,141.372,-379.793,24.2673,136.694,-438.013,40.7669,155.346,,,,,,,-659.648,30.7412,154.961,-743.952,18.1406,147.188,-193.637,62.2228,136.097,324.621,82.6842,117.365,,,,1064.65,108.138,129.106
1476,0,-143.486,43.5502,140.934,,,,-270.252,54.7352,151.406,-330.169,30.4313,141.77,-379.223,24.5763,136.484,-437.286,41.522,155.377,-509.058,32.8362,153.83,,,,-659.161,30.8851,155.202,-743.273,18.8066,147.346,-193.638,62.2354,136.079,324.588,82.6983,117.373,,,,1064.64,108.128,129.099
1477,0,-143.056,43.1647,140.973,,,,-269.598,54.9442,151.405,-329.69,30.2052,142.271,-378.809,24.6719,136.487,-436.784,41.3233,155.352,-508.496,33.8166,153.885,,,,-658.097,30.5665,155.322,-742.409,18.9816,147.642,-193.636,62.2176,136.097,324.586,82.7003,117.374,,,,1064.66,108.17,129.112
1478,0,-142.197,43.246,141.078,-205.16,38.6985,141.958,-268.862,55.1001,151.685,-328.898,30.7922,142.421,-378.038,24.5421,136.244,-435.931,41.2977,155.493,,,,,,,-657.495,30.7166,155.206,-741.908,19.1013,148.028,-193.635,62.3014,136.077,324.576,82.7215,117.4,,,,1064.64,108.132,129.1
1479,0,-141.755,42.9113,141.086,-204.954,38.9222,142.019,-267.899,54.4292,151.247,-328.168,31.1236,142.52,-377.44,23.8493,136.018,-435.345,41.626,155.431,,,,,,,-656.933,31.0942,155.184,-740.972,18.9191,148.174,-193.637,62.2244,136.097,324.58,82.7101,117.383,,,,1064.64,108.125,129.097
