Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_89:Head_M1,,,Snake_89:M2,,,Snake_89:M3,,,Snake_89:M4,,,Snake_89:M5,,,Snake_89:M6,,,Snake_89:M7,,,Snake_89:M8,,,Snake_89:M9,,,Snake_89:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
13697,0,-197.343,260.569,653.483,-270.046,266.18,648.515,,,,-424.881,251.295,656.226,-499.509,265.633,644.432,,,,,,,-717.565,251.22,646.542,,,,-840.939,203.149,656.367,-136.052,258.853,636.511,389.577,268.674,633.571,,,,,,
13698,0,,,,-267.006,266.006,648.668,,,,-421.97,250.757,656.387,-496.503,265.257,644.789,-566.61,244.678,659.829,-638.248,241.391,659.57,,,,,,,,,,-136.102,258.891,636.509,389.565,268.658,633.569,,,,,,
13699,0,-191.243,260.411,653.425,-264.441,265.902,648.635,,,,-418.776,249.915,656.445,-494.447,265.479,645.274,,,,,,,,,,,,,,,,-136.106,258.904,636.522,389.56,268.684,633.557,,,,,,
13700,0,-188.574,261.028,653.801,,,,-337.119,261.131,651.972,-415.93,250.046,656.365,-491.199,264.091,645.851,,,,,,,,,,,,,-832.694,204.234,656.929,-136.101,258.981,636.542,389.576,268.68,633.555,,,,,,
13701,0,-185.673,261.858,653.269,-258.54,265.734,648.416,-335.109,263.503,651.327,-412.977,249.947,657.035,-488.468,263.792,646.678,,,,,,,,,,,,,,,,-136.148,259.004,636.556,389.564,268.663,633.554,,,,,,
13702,0,-183.036,260.988,653.463,-255.517,265.165,648.53,-332.28,264.281,651.061,-410.048,249.927,656.926,-485.695,262.714,647.435,,,,,,,,,,,,,-827.184,205.393,657.765,-136.151,259.014,636.569,389.582,268.664,633.555,,,,,,
13703,0,-179.962,261.09,653.25,-252.581,264.834,648.892,-329.386,264.763,650.718,-407.199,249.745,657.09,,,,,,,,,,-704.365,251.488,648.736,,,,,,,-136.152,258.961,636.594,389.539,268.684,633.572,,,,,,
13704,0,-177.207,261.569,653.372,-249.627,265.006,649.21,-326.952,265.816,650.483,-404.402,249.577,657.214,-480.296,261.159,649.115,,,,,,,-701.06,249.549,649.383,,,,,,,-136.154,258.965,636.61,389.549,268.642,633.574,,,,,,
