Trajectories
150
,,Snake_94:Head_M1,,,Snake_94:M2,,,Snake_94:M3,,,Snake_94:M4,,,Snake_94:M5,,,Snake_94:M6,,,Snake_94:M7,,,Snake_94:M8,,,Snake_94:M9,,,Snake_94:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1698,0,-254.595,232.059,554.702,-342.265,246.388,556.625,-426.793,258.854,558.517,-497.593,211.865,560.302,,,,-651.131,223.047,568.489,-726.83,196.73,560.588,-799.446,245.249,571.828,,,,,,,-249.163,246.725,538.886,346.826,255.257,530.558,-923.502,220.757,561.07,742.899,272.582,540.538
1699,0,-251.6,231.446,553.839,-339.299,244.182,556.789,-423.651,258.309,558.324,-494.946,212.437,560.187,,,,-648.42,224.382,568.612,-724.247,196.485,560.078,,,,,,,,,,-249.016,246.872,538.746,346.828,255.258,530.557,-923.486,220.808,561.075,742.902,272.605,540.536
1700,0,-248.917,230.893,552.945,-336.845,244.065,556.81,-420.711,258.235,558.04,-492.319,213.211,560.219,,,,-645.602,225.763,569.124,-721.533,196.443,559.815,,,,,,,,,,-248.87,246.835,538.459,346.84,255.266,530.557,-923.487,220.82,561.086,742.901,272.606,540.536
1701,0,-246.446,230.448,552.207,-333.946,242.994,556.829,-418.084,258.681,557.827,-489.778,213.849,560.404,,,,-643.045,227.019,569.147,,,,,,,,,,,,,-248.95,246.667,538.337,346.842,255.267,530.556,-923.479,220.8,561.087,742.877,272.637,540.534
1702,0,-243.721,229.882,551.544,-331.509,242.758,556.566,-415.235,258.917,557.717,-487.367,214.539,560.254,,,,-640.528,228.055,569.283,,,,,,,,,,,,,-248.567,247.312,539.056,346.842,255.267,530.556,-923.484,220.773,561.044,742.877,272.631,540.543
1703,0,-241.284,229.329,550.961,-328.368,241.023,556.433,-413.144,259.007,557.665,-485.059,215.631,560.298,,,,,,,,,,,,,,,,,,,-248.505,247.341,539.122,346.836,255.288,530.555,-923.488,220.658,561.018,742.875,272.608,540.545
1704,0,-238.885,229.006,550.537,-326.012,239.93,556.241,-410.694,259.419,557.582,-482.874,216.759,560.667,,,,,,,,,,,,,,,,,,,-248.543,247.25,539.102,346.825,255.236,530.559,-923.471,220.581,560.976,742.875,272.608,540.545
1705,0,-236.58,228.693,550.227,-323.082,238.602,556.068,-408.029,258.575,557.648,-480.893,217.863,561.156,,,,,,,,,,,,,,,,,,,-249.555,246.084,538.591,346.835,255.231,530.568,-923.473,220.495,560.959,742.899,272.583,540.538
1706,0,-233.911,228.988,549.551,-321.01,238.328,556.138,-406.411,260.556,557.633,-478.839,219.203,561.22,,,,,,,,,,,,,,,,,,,-249.176,246.553,538.856,346.826,255.231,530.569,-923.49,220.532,560.964,742.899,272.575,540.547
1707,0,-231.372,228.575,548.825,-318.559,237.613,555.96,-404.387,260.623,557.603,-476.727,220.641,561.716,,,,,,,,,,,,,,,,,,,-249.078,246.603,539.067,346.835,255.232,530.568,-923.509,220.499,560.964,742.875,272.607,540.545
1708,0,-228.937,227.992,548.319,-316.124,236.741,555.939,-400.865,258.619,557.469,-474.748,221.303,561.748,,,,,,,,,,,,,,,,,,,-249.1,246.585,539.123,346.819,255.256,530.558,-923.509,220.497,560.964,742.899,272.576,540.547
1709,0,-226.534,228.452,547.823,-314.377,237.109,555.722,-399.068,258.425,557.461,-473.07,223.065,562.132,,,,-622.329,233.257,570.701,,,,,,,,,,,,,-248.652,247.099,539.208,346.819,255.257,530.557,-923.534,220.478,560.966,742.899,272.582,540.538
1710,0,-224.322,228.09,547.51,-312.153,237.218,555.791,-396.87,258.651,557.553,-471.794,225.437,562.153,,,,-619.991,234.329,570.696,,,,,,,,,,,,,-249.017,246.709,539.194,346.819,255.257,530.558,-923.553,220.441,560.972,742.899,272.576,540.547
1711,0,-222.129,228.187,546.935,-309.7,236.923,556.076,-394.458,258.028,557.742,-470.344,227.21,562.647,,,,-617.667,234.708,571.084,,,,,,,,,,,,,-249.277,246.43,539.259,346.827,255.25,530.534,-923.552,220.442,560.967,742.89,272.603,540.536
1712,0,-219.514,228.719,546.254,-307.01,236.553,555.992,-392.384,257.503,557.697,-468.294,228.301,562.822,,,,-615.373,235.35,571.322,,,,,,,,,,,,,-248.082,247.801,539.367,346.836,255.288,530.554,-923.588,220.444,560.977,742.901,272.606,540.536
1713,0,-217.077,228.849,545.742,-304.495,236.078,555.75,-389.799,256.971,557.998,-466.156,229.135,562.851,,,,-613.035,235.863,571.227,,,,,,,,,,,,,-249.028,246.719,539.305,346.827,255.295,530.546,-923.573,220.393,560.956,742.902,272.605,540.536
1714,0,-214.79,229.257,545.234,-302.122,236.343,555.645,-387.594,256.487,558.174,-464.094,230.058,562.779,,,,-610.859,236.601,571.09,,,,,,,,,,,,,-249.335,246.366,539.161,346.842,255.268,530.556,-923.685,220.478,560.837,742.901,272.605,540.536
1715,0,-212.544,229.533,544.987,-299.718,235.915,555.411,-385.178,255.639,558.294,-462.65,231.879,563.089,,,,-608.514,236.929,571.164,,,,,,,,,,,,,-249.303,246.425,539.18,346.842,255.267,530.556,-923.583,220.27,560.899,742.899,272.583,540.538
1716,0,-210.089,229.964,544.493,-297.132,235.634,555.395,-382.776,255.355,558.68,-460.94,233.495,563.146,,,,-606.083,236.772,570.998,,,,,,,,,,,,,-249.248,246.486,539.158,346.842,255.267,530.556,-923.527,220.182,560.919,742.902,272.605,540.536
