Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
4546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-382.601,166.167,181.219,-59.3002,182.621,175.314,,,,335.904,145.977,188.081
4547,0,,,,-678.698,142.866,198.091,,,,,,,,,,,,,,,,,,,,,,,,,-382.63,166.284,181.235,-59.3005,182.618,175.316,,,,335.901,145.949,188.078
4548,0,,,,-675.035,140.672,197.339,,,,,,,,,,,,,,,,,,,,,,,,,-382.656,166.407,181.234,-59.3012,182.613,175.32,,,,335.89,145.969,188.079
4549,0,,,,-671.676,138.568,196.646,-757.511,172.806,199.681,,,,,,,,,,,,,,,,,,,,,,-382.657,166.503,181.252,-59.3326,182.517,175.319,,,,335.89,145.969,188.079
4550,0,,,,-668.354,136.165,196.349,-753.521,170.976,200.033,,,,,,,,,,,,,,,,,,,,,,-382.65,166.609,181.252,-59.3446,182.547,175.319,,,,335.904,145.977,188.081
4551,0,,,,-664.001,135.335,195.397,-749.898,169.593,200.355,,,,,,,,,,,,,,,,,,,,,,-382.654,166.651,181.252,-59.3447,182.548,175.319,,,,335.902,145.951,188.082
4552,0,,,,-660.554,134.286,195.545,-746.369,168.026,200.513,,,,,,,,,,,,,,,,,,,,,,-382.654,166.65,181.252,-59.3125,182.647,175.318,,,,335.909,145.953,188.092
4553,0,,,,-657.437,133.869,195.475,-743.174,166.582,200.669,,,,,,,,,,,,,,,,,,,,,,-382.65,166.609,181.252,-59.3212,182.63,175.319,,,,335.89,145.969,188.079
