Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,Branch:Origin_End,,,Branch:Target_End,,,Branch:Origin_Other,,,Branch:Target_Other,,
7650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.954,154.296,648.513,309.514,121.806,641.97,,,,706.592,105.928,649.485
7651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.952,154.299,648.513,309.488,121.821,641.957,,,,706.572,105.917,649.476
7652,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.903,154.321,648.517,309.485,121.817,641.956,,,,706.592,105.928,649.485
7653,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.935,154.296,648.513,309.502,121.824,641.97,,,,706.573,105.91,649.483
7654,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.952,154.298,648.513,309.488,121.821,641.957,,,,706.575,105.905,649.486
7655,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.964,154.286,648.521,309.488,121.821,641.956,,,,706.59,105.934,649.484
7656,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.962,154.329,648.523,309.495,121.808,641.954,,,,706.54,106.017,649.464
7657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.959,154.335,648.526,309.499,121.828,641.968,,,,706.536,106.025,649.461
7658,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.969,154.344,648.563,309.486,121.821,641.966,,,,706.572,105.914,649.485
7659,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.001,154.367,648.565,309.505,121.822,641.977,,,,706.588,105.881,649.489
7660,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.017,154.35,648.573,309.484,121.823,641.949,,,,706.54,106.015,649.464
7661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.035,154.35,648.572,309.486,121.82,641.951,,,,706.574,105.91,649.486
7662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.038,154.347,648.606,309.488,121.818,641.951,,,,706.533,106.03,649.481
7663,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.079,154.315,648.603,309.503,121.844,641.952,,,,706.586,105.882,649.491
7664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.073,154.324,648.604,309.504,121.844,641.952,,,,706.576,105.902,649.487
7665,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.064,154.37,648.594,309.502,121.821,641.964,,,,706.565,105.925,649.505
7666,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.077,154.361,648.624,309.497,121.823,641.942,,,,706.582,105.909,649.508
7667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.072,154.325,648.604,309.492,121.818,641.964,,,,706.578,105.923,649.503
7668,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.072,154.364,648.604,309.484,121.817,641.953,,,,706.587,105.901,649.486
7669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.064,154.376,648.607,309.501,121.802,641.964,,,,706.587,105.9,649.486
7670,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.032,154.393,648.606,309.49,121.819,641.964,,,,706.585,105.907,649.485
7671,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.976,154.479,648.582,309.503,121.805,641.971,,,,706.575,105.925,649.484
7672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.951,154.486,648.564,309.495,121.825,641.981,,,,706.587,105.9,649.489
7673,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.986,154.489,648.571,309.516,121.805,641.977,,,,706.587,105.899,649.489
7674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.953,154.526,648.553,309.503,121.804,641.971,,,,706.59,105.895,649.488
7675,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.918,154.549,648.555,309.515,121.816,641.97,,,,706.58,105.915,649.507
7676,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.916,154.556,648.557,309.519,121.809,641.978,,,,706.587,105.9,649.489
7677,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.923,154.581,648.519,309.515,121.816,641.97,,,,706.548,106.003,649.484
7678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.914,154.601,648.541,309.506,121.809,641.972,,,,706.555,105.988,649.472
7679,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.889,154.603,648.522,309.515,121.816,641.97,,,,706.555,105.986,649.472
7680,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.874,154.68,648.48,309.525,121.815,641.964,,,,706.574,105.891,649.492
7681,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.838,154.703,648.495,309.515,121.816,641.97,,,,706.59,105.858,649.497
7682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.831,154.716,648.472,309.515,121.816,641.97,,,,706.542,105.992,649.472
7683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.831,154.756,648.472,309.487,121.854,641.955,,,,706.575,105.886,649.493
7684,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.83,154.757,648.472,309.499,121.801,641.951,,,,706.559,105.892,649.493
7685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.803,154.789,648.466,309.505,121.806,641.964,,,,706.571,105.87,649.495
7686,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.876,154.781,648.49,309.501,121.802,641.964,,,,706.559,105.894,649.493
7687,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.846,154.813,648.512,309.484,121.817,641.953,,,,706.559,105.895,649.493
7688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.829,154.817,648.502,309.488,121.818,641.951,,,,706.571,105.89,649.492
7689,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.844,154.815,648.512,309.513,121.808,641.969,,,,706.576,105.878,649.495
7690,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.927,154.719,648.525,309.5,121.83,641.95,,,,706.572,105.887,649.489
7691,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.9,154.762,648.585,309.499,121.801,641.951,,,,706.564,105.906,649.51
7692,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.904,154.759,648.587,309.488,121.818,641.951,,,,706.567,105.916,649.505
7693,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.904,154.718,648.586,309.503,121.844,641.952,,,,706.536,106.019,649.463
7694,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.931,154.706,648.583,309.484,121.818,641.953,,,,706.564,105.925,649.503
7695,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.973,154.674,648.579,309.488,121.818,641.951,,,,706.553,105.944,649.502
7696,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.969,154.663,648.578,309.488,121.818,641.951,,,,706.567,105.917,649.505
7697,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.968,154.663,648.578,309.495,121.822,641.954,,,,706.562,105.928,649.503
7698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.968,154.663,648.578,309.51,121.813,641.965,,,,706.567,105.917,649.505
7699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.943,154.671,648.59,309.499,121.803,641.956,,,,706.566,105.964,649.496
7700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.925,154.632,648.591,309.49,121.819,641.964,,,,706.549,105.965,649.484
7701,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.928,154.624,648.57,309.493,121.824,641.947,,,,706.582,105.963,649.498
7702,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.939,154.613,648.553,309.488,121.821,641.956,,,,706.562,105.937,649.49
7703,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.924,154.581,648.519,309.488,121.821,641.956,,,,706.582,105.965,649.501
7704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.924,154.581,648.519,309.475,121.845,641.961,,,,706.583,105.99,649.497
7705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.54,648.52,309.488,121.821,641.956,,,,706.58,105.939,649.502
7706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.54,648.52,309.505,121.835,641.946,,,,706.532,106.047,649.48
7707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.5,648.52,309.49,121.824,641.964,,,,706.549,105.957,649.5
7708,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.942,154.44,648.543,309.499,121.803,641.956,,,,706.582,105.945,649.503
7709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.954,154.404,648.53,309.497,121.837,641.963,,,,706.57,105.968,649.5
7710,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.961,154.395,648.528,309.497,121.832,641.982,,,,706.581,105.945,649.502
7711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.89,154.458,648.52,309.501,121.833,641.965,,,,706.591,105.923,649.487
7712,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.951,154.344,648.563,309.498,121.829,641.982,,,,706.598,105.94,649.503
7713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.006,154.296,648.557,309.515,121.812,641.971,,,,706.6,105.934,649.504
7714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.003,154.259,648.571,309.499,121.836,641.97,,,,706.598,105.94,649.503
7715,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.009,154.249,648.57,309.513,121.839,641.975,,,,706.598,105.94,649.503
7716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.022,154.234,648.587,309.49,121.823,641.967,,,,706.598,105.938,649.5
7717,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.023,154.194,648.587,309.501,121.811,641.962,,,,706.605,105.925,649.485
7718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.968,154.285,648.589,309.5,121.832,641.956,,,,706.607,105.917,649.487
7719,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.06,154.169,648.586,309.511,121.84,641.967,,,,706.602,105.929,649.484
7720,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.068,154.118,648.583,309.503,121.824,641.97,,,,706.598,105.938,649.5
7721,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.067,154.159,648.583,309.5,121.832,641.956,,,,706.597,105.939,649.503
7722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.031,154.143,648.585,309.488,121.821,641.956,,,,706.602,105.934,649.475
7723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.028,154.187,648.587,309.484,121.826,641.954,,,,706.58,105.923,649.494
7724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.004,154.199,648.57,309.488,121.821,641.956,,,,706.562,106.055,649.471
7725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.004,154.199,648.57,309.492,121.826,641.974,,,,706.531,106.032,649.482
7726,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.01,154.249,648.57,309.507,121.827,641.961,,,,706.578,105.912,649.495
7727,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.013,154.248,648.554,309.505,121.838,641.973,,,,706.581,105.894,649.506
7728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.892,154.416,648.519,309.502,121.832,641.963,,,,706.573,105.909,649.485
7729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.946,154.352,648.53,309.496,121.828,641.948,,,,706.585,105.888,649.487
7730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.945,154.393,648.53,309.502,121.831,641.963,,,,706.557,105.916,649.485
7731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.937,154.405,648.523,309.488,121.818,641.951,,,,706.559,105.931,649.484
7732,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.884,154.503,648.501,309.49,121.822,641.934,,,,706.572,105.932,649.483
7733,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.848,154.527,648.504,309.502,121.837,641.96,,,,706.572,105.932,649.483
7734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.9,154.506,648.5,309.513,121.82,641.96,,,,706.559,105.93,649.484
7735,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.868,154.565,648.502,309.49,121.825,641.961,,,,706.524,106.041,649.462
7736,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.871,154.619,648.491,309.488,121.821,641.956,,,,706.574,105.929,649.483
7737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.822,154.663,648.483,309.493,121.824,641.947,,,,706.557,105.935,649.483
7738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.816,154.729,648.488,309.495,121.825,641.981,,,,706.573,105.93,649.48
7739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.834,154.767,648.464,309.507,121.827,641.961,,,,706.571,105.941,649.47
7740,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.833,154.83,648.481,309.503,121.824,641.97,,,,706.572,105.917,649.476
7741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.834,154.835,648.503,309.513,121.806,641.97,,,,706.575,105.925,649.484
7742,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.831,154.895,648.494,309.511,121.803,641.969,,,,706.575,105.925,649.484
7743,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.858,154.863,648.498,309.483,121.816,641.943,,,,706.587,105.881,649.488
7744,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.858,154.899,648.512,309.5,121.806,641.964,,,,706.59,105.894,649.488
7745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.864,154.914,648.528,309.504,121.806,641.947,,,,706.587,105.88,649.488
7746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.868,154.951,648.537,309.501,121.806,641.964,,,,706.591,105.892,649.493
7747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.866,154.954,648.515,309.501,121.827,641.975,,,,706.551,106.013,649.463
7748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.855,154.966,648.532,309.496,121.8,641.956,,,,706.55,106.017,649.462
7749,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.886,154.952,648.536,309.513,121.801,641.977,,,,706.589,105.897,649.487
7750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.88,154.94,648.508,309.501,121.821,641.98,,,,706.591,105.89,649.493
7751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.88,154.94,648.507,309.501,121.822,641.98,,,,706.554,106.007,649.465
7752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.842,154.966,648.49,309.501,121.822,641.98,,,,706.55,106.017,649.463
7753,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.927,648.491,309.512,121.804,641.98,,,,706.574,105.902,649.487
7754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.926,648.491,309.503,121.804,641.971,,,,706.573,105.901,649.492
7755,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.805,154.928,648.48,309.505,121.822,641.977,,,,706.587,105.921,649.484
7756,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.801,154.891,648.471,309.505,121.823,641.977,,,,706.587,105.922,649.484
7757,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.809,154.858,648.453,309.503,121.805,641.971,,,,706.587,105.922,649.484
7758,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.828,154.794,648.436,309.521,121.807,641.968,,,,706.552,106.03,649.466
7759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.809,154.781,648.442,309.51,121.825,641.968,,,,706.539,106.04,649.461
7760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.801,154.73,648.455,309.51,121.825,641.968,,,,706.587,105.903,649.484
7761,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.808,154.72,648.454,309.501,121.802,641.964,,,,706.573,105.929,649.483
7762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.821,154.645,648.46,309.492,121.821,641.956,,,,706.586,105.905,649.49
7763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.852,154.583,648.455,309.516,121.805,641.977,,,,706.573,105.931,649.483
7764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.859,154.575,648.458,309.505,121.822,641.977,,,,706.574,105.926,649.484
7765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.849,154.531,648.479,309.516,121.805,641.977,,,,706.554,106.008,649.465
7766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.849,154.525,648.504,309.518,121.836,641.969,,,,706.572,105.935,649.482
7767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.925,154.465,648.503,309.496,121.828,641.973,,,,706.575,105.924,649.484
7768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.908,154.497,648.519,309.513,121.833,641.979,,,,706.539,106.036,649.461
7769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.956,154.445,648.544,309.507,121.81,641.973,,,,706.575,105.926,649.489
7770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.945,154.459,648.563,309.507,121.834,641.954,,,,706.573,105.93,649.483
7771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.944,154.461,648.563,309.517,121.834,641.977,,,,706.572,105.932,649.483
7772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.913,154.512,648.535,309.494,121.826,641.961,,,,706.573,105.93,649.48
7773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.951,154.528,648.553,309.497,121.826,641.958,,,,706.575,105.925,649.484
7774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.952,154.527,648.553,309.502,121.821,641.964,,,,706.537,106.066,649.449
7775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.952,154.527,648.553,309.5,121.803,641.958,,,,706.574,105.93,649.483
7776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.982,154.54,648.586,309.492,121.823,641.968,,,,706.575,105.942,649.482
7777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.97,154.567,648.552,309.492,121.824,641.968,,,,706.572,105.952,649.481
7778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.969,154.568,648.552,309.497,121.827,641.958,,,,706.539,106.053,649.462
7779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.936,154.588,648.554,309.502,121.821,641.964,,,,706.573,105.946,649.484
7780,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.937,154.636,648.571,309.504,121.835,641.967,,,,706.567,105.963,649.496
7781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.937,154.637,648.571,309.519,121.835,641.954,,,,706.572,105.947,649.481
7782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.916,154.66,648.563,309.504,121.836,641.967,,,,706.574,105.942,649.484
7783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.898,154.66,648.564,309.499,121.82,641.967,,,,706.575,105.92,649.492
7784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.908,154.671,648.565,309.493,121.826,641.961,,,,706.59,105.973,649.48
7785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.639,648.518,309.507,121.824,641.955,,,,706.574,105.927,649.484
7786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.895,154.661,648.542,309.497,121.827,641.958,,,,706.574,105.956,649.482
7787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.652,648.514,309.507,121.824,641.955,,,,706.574,105.947,649.483
7788,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.609,648.525,309.509,121.838,641.958,,,,706.574,105.93,649.491
7789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.915,154.597,648.523,309.509,121.838,641.958,,,,706.591,105.892,649.493
7790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.866,154.613,648.506,309.498,121.827,641.949,,,,706.556,106.004,649.47
7791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.88,154.557,648.512,309.507,121.824,641.955,,,,706.573,105.932,649.488
7792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.862,154.574,648.459,309.493,121.821,641.941,,,,706.573,105.904,649.492
7793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.861,154.572,648.483,309.507,121.824,641.955,,,,706.559,105.929,649.484
7794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.861,154.532,648.483,309.494,121.823,641.949,,,,706.572,105.887,649.488
7795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.862,154.531,648.483,309.523,121.85,641.956,,,,706.572,105.887,649.489
7796,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.861,154.531,648.483,309.523,121.85,641.956,,,,706.572,105.887,649.489
7797,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.846,154.586,648.47,309.51,121.849,641.949,,,,706.536,105.998,649.466
7798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.861,154.577,648.459,309.521,121.851,641.948,,,,706.571,105.889,649.488
7799,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.832,154.647,648.461,309.523,121.85,641.956,,,,706.558,105.915,649.485
7800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.661,648.45,309.521,121.847,641.949,,,,706.572,105.908,649.486
7801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.809,154.72,648.453,309.51,121.849,641.949,,,,706.575,105.883,649.487
7802,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.814,154.772,648.454,309.523,121.85,641.956,,,,706.536,106.018,649.463
7803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.681,154.917,648.389,309.519,121.849,641.941,,,,706.571,105.892,649.488
7804,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.672,154.971,648.391,309.523,121.85,641.956,,,,706.588,105.88,649.489
7805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.818,154.868,648.452,309.507,121.824,641.955,,,,706.57,105.892,649.487
7806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.804,648.453,309.507,121.824,641.955,,,,706.558,105.915,649.483
7807,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.906,154.843,648.453,309.507,121.824,641.955,,,,706.524,106.021,649.464
7808,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.873,154.905,648.456,309.51,121.825,641.968,,,,706.559,105.914,649.486
7809,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.775,155.026,648.455,309.497,121.825,641.961,,,,706.536,105.997,649.466
7810,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.766,155.057,648.463,309.51,121.825,641.968,,,,706.559,105.913,649.486
7811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.766,155.058,648.466,309.506,121.824,641.97,,,,706.575,105.88,649.49
7812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.8,155.075,648.465,309.506,121.824,641.97,,,,706.557,105.936,649.483
7813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.801,155.075,648.465,309.492,121.822,641.971,,,,706.559,105.931,649.484
7814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.8,155.075,648.465,309.491,121.824,641.983,,,,706.574,105.881,649.49
7815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.809,155.025,648.463,309.505,121.822,641.977,,,,706.559,105.929,649.484
7816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.81,155.023,648.462,309.501,121.822,641.98,,,,706.557,105.918,649.485
7817,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.814,155.02,648.482,309.513,121.829,641.969,,,,706.558,105.934,649.48
7818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.814,155.018,648.494,309.493,121.827,641.974,,,,706.572,105.887,649.488
7819,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.814,154.978,648.494,309.498,121.83,641.955,,,,706.525,106.02,649.464
7820,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.966,648.492,309.494,121.834,641.98,,,,706.549,105.957,649.5
7821,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.966,648.492,309.513,121.829,641.969,,,,706.557,105.917,649.485
7822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.967,648.492,309.508,121.826,641.978,,,,706.573,105.931,649.483
7823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.81,154.98,648.485,309.508,121.826,641.978,,,,706.524,106.021,649.464
7824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.822,154.967,648.492,309.503,121.832,641.972,,,,706.524,106.024,649.463
7825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.966,648.492,309.513,121.829,641.969,,,,706.572,105.914,649.485
7826,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.81,154.98,648.485,309.513,121.829,641.969,,,,706.569,105.919,649.504
7827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.822,154.967,648.492,309.508,121.826,641.978,,,,706.587,105.902,649.487
7828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.823,154.966,648.492,309.509,121.828,641.971,,,,706.566,105.927,649.503
7829,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.81,154.98,648.485,309.502,121.832,641.969,,,,706.568,105.922,649.504
7830,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.865,154.957,648.49,309.513,121.829,641.969,,,,706.568,105.921,649.504
7831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.863,154.997,648.482,309.508,121.826,641.978,,,,706.568,105.921,649.504
7832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372.848,154.995,648.502,309.487,121.822,641.951,,,,706.568,105.921,649.504
