Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
51656,0,-235.995,70.8778,347.005,-297.172,81.2206,332.622,-343.381,129.691,332.031,-391.159,74.6223,332.704,-411.979,55.4468,298.434,-470.372,87.3249,340.684,-550.007,91.5349,343.938,-614.53,70.1708,335.164,-677.285,102.099,341.758,,,,-260.171,110.784,324.397,261.454,131.439,317.47,-934.197,76.9829,339.447,434.135,136.509,328.471
51657,0,-235.555,71.2922,346.866,-296.946,81.259,332.681,-343.329,129.771,331.928,-391.074,74.6861,332.663,-411.787,55.5611,298.676,-470.41,87.1496,340.694,-549.958,91.7098,343.893,-614.343,70.2093,335.16,-677.209,102.063,341.818,,,,-260.171,110.784,324.397,261.44,131.408,317.469,-934.225,76.9988,339.434,434.135,136.498,328.483
51658,0,-235.219,71.6166,346.574,-296.61,81.3304,332.663,-343.288,129.901,331.823,-390.953,74.7602,332.701,-411.591,55.8003,298.808,-470.122,87.1404,340.742,-549.831,91.8534,343.845,-614.246,70.3744,335.337,-677.124,102.018,341.848,,,,-260.172,110.786,324.387,261.454,131.439,317.47,-934.224,76.9849,339.447,434.135,136.508,328.471
51659,0,-234.906,71.9326,346.362,-296.339,81.3748,332.635,-343.114,130.101,331.721,-390.739,74.5675,333.116,,,,-469.922,86.9085,340.578,-549.65,91.9989,343.843,-613.959,70.3927,335.161,-677.061,101.965,341.887,,,,-259.704,111.464,324.451,261.464,131.426,317.469,-934.197,76.9909,339.435,434.125,136.538,328.467
51660,0,-234.492,72.295,346.147,-296.204,81.3704,332.65,-342.941,130.357,331.652,-390.927,74.8436,333.415,,,,-469.85,86.8424,340.475,-549.485,92.0971,343.823,-613.77,70.4364,335.142,-676.936,101.939,341.917,,,,-259.706,111.516,324.442,261.454,131.439,317.47,-934.198,77.0211,339.453,434.135,136.51,328.471
51661,0,-233.958,72.884,345.798,-296.206,81.4022,332.805,-342.973,130.422,331.552,-390.892,75.0082,333.477,,,,-469.806,86.6828,340.41,-549.274,92.1489,344.014,-613.636,70.4948,335.191,-676.759,102.008,341.905,,,,-259.938,111.182,324.364,261.464,131.426,317.469,-934.198,77.0219,339.453,434.135,136.508,328.471
51662,0,-233.608,73.1189,345.572,-296.053,81.4579,332.881,-342.872,130.552,331.487,-390.786,75.0582,333.479,,,,-469.736,86.6257,340.372,-549.191,92.1459,343.875,-613.593,70.4742,335.196,-676.854,101.641,341.436,,,,-259.872,111.224,324.254,261.464,131.426,317.469,-934.197,77.0242,339.465,434.125,136.538,328.467
51663,0,-232.95,73.5853,345.263,-295.811,81.5425,332.966,-342.854,130.599,331.408,-390.704,75.0612,333.503,-411.152,55.8966,299.645,-469.636,86.5269,340.308,-549.065,92.1264,343.857,-613.271,70.6769,335.408,-676.402,102.004,341.977,,,,-259.951,111.024,324.299,261.464,131.426,317.469,-934.223,77.0308,339.459,434.135,136.51,328.471
