Trajectories
150
,,Snake_94:Head_M1,,,Snake_94:M2,,,Snake_94:M3,,,Snake_94:M4,,,Snake_94:M5,,,Snake_94:M6,,,Snake_94:M7,,,Snake_94:M8,,,Snake_94:M9,,,Snake_94:Vent_M10,,,Branch_1:OriginEnd,,,Branch_1:TargetEnd,,,Branch_1:OriginOther,,,Branch_1:TargetOther,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
10572,0,-81.3333,255.804,510.382,-152.827,266.426,499.847,-219.834,255.431,531.436,-293.126,264.081,554.437,-364.15,259.924,559.371,,,,-486.922,264.926,554.111,-555.933,240.375,565.8,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.21,245.996,538.066,294.451,260.517,533.798,-922.071,222.903,561.043,690.417,278.331,542.851
10573,0,-81.3855,255.817,510.382,-152.905,266.444,499.833,-219.834,255.431,531.436,-293.143,264.108,554.467,-364.131,259.897,559.367,,,,-486.721,264.7,554.108,-555.938,240.385,565.8,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.217,245.885,538.079,294.45,260.513,533.799,-922.136,222.837,561.071,690.416,278.331,542.851
10574,0,-81.337,255.815,510.373,-152.859,266.401,499.826,-219.832,255.428,531.435,-293.149,264.112,554.441,-364.159,259.917,559.368,,,,-486.166,263.79,553.956,-555.949,240.385,565.802,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.236,245.977,538.103,294.47,260.534,533.861,-922.106,222.905,561.048,690.416,278.331,542.851
10575,0,-81.3549,255.845,510.374,-152.809,266.423,499.821,-219.834,255.431,531.436,-293.126,264.081,554.436,-364.181,259.948,559.373,,,,-486.647,264.575,554.094,-556.18,240.814,565.859,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.239,245.961,538.073,294.47,260.579,533.808,-922.136,222.838,561.07,690.426,278.352,542.85
10576,0,-81.3872,255.826,510.374,-152.83,266.429,499.823,-219.834,255.431,531.436,-293.12,264.078,554.463,-364.117,259.875,559.364,,,,-486.742,264.726,554.114,-555.989,240.469,565.809,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.212,246.054,538.093,294.449,260.512,533.798,-922.128,222.777,561.073,690.426,278.353,542.85
10577,0,-81.3381,255.819,510.359,-152.835,266.394,499.824,-219.838,255.43,531.429,-293.114,264.132,554.469,-364.156,259.912,559.368,,,,-486.187,263.829,553.954,-556.18,240.793,565.859,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.214,246.075,538.092,294.47,260.533,533.861,-922.132,222.769,561.074,690.416,278.331,542.851
10578,0,-81.3821,255.819,510.368,-152.925,266.415,499.835,-219.834,255.431,531.436,-293.12,264.136,554.442,-364.182,259.949,559.373,,,,-486.628,264.554,554.084,-555.973,240.455,565.806,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.213,246.021,538.064,294.448,260.506,533.797,-922.128,222.778,561.073,690.404,278.33,542.85
10579,0,-81.3834,255.82,510.369,-152.838,266.396,499.824,-219.833,255.429,531.429,-293.144,264.11,554.467,-364.212,259.974,559.376,,,,-486.637,264.581,554.094,-555.924,240.355,565.797,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.221,245.92,538.062,294.462,260.541,533.852,-922.063,222.887,561.044,690.416,278.331,542.851
10580,0,-81.3842,255.828,510.36,-152.924,266.414,499.835,-219.834,255.431,531.436,-293.121,264.079,554.464,-364.184,259.952,559.374,,,,-486.682,264.626,554.096,-556.185,240.803,565.86,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.194,246.01,538.083,294.471,260.487,533.786,-922.096,222.847,561.064,690.404,278.337,542.841
10581,0,-81.3308,255.808,510.367,-152.838,266.395,499.824,-219.834,255.431,531.436,-293.12,264.078,554.464,-364.18,259.947,559.373,,,,-486.701,264.667,554.103,-555.979,240.469,565.807,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.213,246.07,538.092,294.447,260.5,533.798,-922.123,222.789,561.072,690.425,278.359,542.84
10582,0,-81.3961,255.847,510.37,-152.855,266.397,499.826,-219.834,255.431,531.436,-293.096,264.103,554.438,-364.163,259.922,559.369,,,,-486.712,264.681,554.106,-555.924,240.357,565.798,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.214,246.074,538.092,294.474,260.488,533.796,-922.132,222.77,561.074,690.417,278.332,542.851
10583,0,-81.3838,255.821,510.369,-152.811,266.424,499.821,-219.833,255.429,531.429,-293.091,264.103,554.465,-364.113,259.87,559.363,,,,-486.93,264.938,554.113,-556.175,240.803,565.858,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.191,245.986,538.099,294.497,260.519,533.858,-922.129,222.775,561.073,690.417,278.331,542.851
10584,0,-81.3479,255.846,510.36,-152.904,266.444,499.833,-219.833,255.432,531.434,-293.091,264.102,554.465,-364.156,259.913,559.368,,,,-486.676,264.645,554.105,-555.978,240.468,565.807,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.188,245.965,538.101,294.47,260.585,533.799,-922.125,222.783,561.072,690.416,278.331,542.851
10585,0,-81.3324,255.819,510.359,-152.908,266.446,499.833,-219.833,255.429,531.429,-293.114,264.133,554.469,-364.116,259.874,559.364,,,,-486.701,264.662,554.103,-555.925,240.357,565.798,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.192,245.842,538.173,294.462,260.55,533.809,-922.124,222.786,561.072,690.417,278.375,542.848
10586,0,-81.3519,255.847,510.36,-152.903,266.446,499.822,-219.837,255.428,531.413,-293.097,264.105,554.438,-364.176,259.941,559.372,,,,-486.661,264.601,554.092,-555.942,240.371,565.801,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.184,245.764,538.194,294.497,260.519,533.858,-922.124,222.786,561.072,690.416,278.383,542.838
10587,0,-81.3829,255.82,510.369,-152.811,266.425,499.821,-219.838,255.431,531.419,-293.118,264.133,554.441,-364.136,259.903,559.368,,,,-486.124,263.793,553.951,-555.949,240.385,565.802,-635.81,213.743,560.207,,,,,,,,,,,,,,,,-249.208,246.022,538.096,294.497,260.519,533.859,-922.128,222.811,561.07,690.426,278.353,542.85
10588,0,-81.3676,255.843,510.371,-152.924,266.415,499.835,-219.836,255.428,531.416,-293.092,264.104,554.465,-364.111,259.867,559.363,,,,-486.603,264.504,554.075,-555.949,240.386,565.802,-635.803,213.743,560.23,,,,,,,,,,,,,,,,-249.196,245.829,538.142,294.478,260.505,533.792,-922.12,222.796,561.071,690.429,278.376,542.848
10589,0,-81.3383,255.807,510.381,-152.813,266.425,499.822,-219.844,255.427,531.413,-293.118,264.133,554.442,-364.157,259.914,559.368,,,,-486.951,264.971,554.119,-555.949,240.385,565.802,-635.81,213.743,560.207,,,,,,,,,,,,,,,,-249.185,245.885,538.076,294.449,260.51,533.797,-922.075,222.882,561.093,690.404,278.331,542.85
10590,0,-81.3493,255.836,510.369,-152.808,266.424,499.821,-219.812,255.444,531.426,-293.097,264.105,554.437,-364.164,259.923,559.369,,,,-486.669,264.632,554.103,-555.937,240.383,565.8,-635.803,213.743,560.23,,,,,,,,,,,,,,,,-249.188,245.921,538.072,294.47,260.534,533.861,-922.043,222.963,561.036,690.425,278.358,542.841
10591,0,-81.3384,255.807,510.381,-152.81,266.424,499.821,-219.819,255.45,531.43,-293.114,264.132,554.469,-364.117,259.919,559.366,,,,-486.636,264.64,554.102,-555.937,240.382,565.8,-635.81,213.743,560.207,,,,,,,,,,,,,,,,-249.212,246.054,538.093,294.49,260.521,533.858,-922.036,223.012,561.031,690.414,278.352,542.849
10592,0,-81.3821,255.878,510.363,-152.81,266.424,499.821,-219.82,255.449,531.43,-293.092,264.104,554.466,-364.132,259.943,559.369,,,,-486.695,264.715,554.108,-555.934,240.413,565.802,-635.811,213.744,560.205,,,,,,,,,,,,,,,,-249.195,245.868,538.171,294.47,260.534,533.861,-922.094,222.885,561.061,690.414,278.351,542.849
10593,0,-81.3344,255.807,510.381,-152.81,266.424,499.821,-219.833,255.429,531.429,-293.09,264.101,554.465,-364.107,259.925,559.368,,,,-486.29,264.046,553.987,-555.934,240.418,565.802,-635.791,213.772,560.203,,,,,,,,,,,,,,,,-249.184,245.759,538.195,294.446,260.5,533.798,-922.067,222.877,561.045,690.404,278.33,542.85
10594,0,-81.3376,255.805,510.381,-152.905,266.444,499.833,-219.818,255.446,531.426,-293.095,264.103,554.438,-364.165,259.924,559.37,,,,-486.667,264.654,554.098,-555.924,240.415,565.8,-635.819,213.67,560.179,,,,,,,,,,,,,,,,-249.186,245.808,538.172,294.447,260.501,533.798,-922.049,222.915,561.04,690.404,278.33,542.85
10595,0,-81.3381,255.806,510.381,-152.838,266.396,499.824,-219.83,255.434,531.419,-293.119,264.134,554.441,-364.184,259.996,559.376,,,,-486.923,264.994,554.119,-555.937,240.384,565.8,-635.812,213.723,560.204,,,,,,,,,,,,,,,,-249.21,246.042,538.094,294.45,260.506,533.806,-922.099,222.807,561.068,690.418,278.326,542.861
10596,0,-81.3335,255.805,510.381,-152.904,266.442,499.832,-219.833,255.428,531.429,-293.097,264.105,554.438,-364.187,260.002,559.377,,,,-486.626,264.568,554.091,-555.948,240.382,565.802,-635.81,213.747,560.206,,,,,,,,,,,,,,,,-249.194,246.009,538.097,294.47,260.528,533.869,-922.077,222.89,561.045,690.418,278.326,542.861
10597,0,-81.3359,255.815,510.373,-152.837,266.396,499.824,-219.827,255.429,531.439,-293.118,264.133,554.441,-364.164,259.925,559.37,,,,-486.655,264.597,554.099,-555.916,240.345,565.797,-635.801,213.692,560.177,,,,,,,,,,,,,,,,-249.189,245.924,538.072,294.449,260.508,533.8,-922.101,222.836,561.066,690.406,278.325,542.86
10598,0,-81.3335,255.805,510.381,-152.804,266.42,499.844,-219.826,255.433,531.436,-293.12,264.135,554.442,-364.256,260.017,559.381,,,,-486.667,264.626,554.096,-555.933,240.374,565.799,-635.79,213.76,560.201,,,,,,,,,,,,,,,,-249.21,246.041,538.094,294.478,260.565,533.859,-922.125,222.783,561.072,690.418,278.326,542.861
10599,0,-81.3334,255.805,510.382,-152.809,266.425,499.822,-219.829,255.428,531.443,-293.096,264.104,554.438,-364.156,259.913,559.362,,,,-486.7,264.665,554.103,-555.911,240.343,565.811,-635.8,213.754,560.231,,,,,,,,,,,,,,,,-249.214,246.077,538.091,294.463,260.502,533.801,-922.074,222.897,561.044,690.406,278.325,542.86
10600,0,-81.3405,255.816,510.373,-152.81,266.424,499.821,-219.838,255.43,531.429,-293.118,264.133,554.441,-364.253,260.013,559.38,,,,-486.647,264.596,554.098,-555.933,240.375,565.8,-635.802,213.743,560.233,,,,,,,,,,,,,,,,-249.197,246.042,538.081,294.456,260.504,533.8,-922.095,222.848,561.064,690.406,278.325,542.86
10601,0,-81.3361,255.815,510.373,-152.856,266.399,499.826,-219.833,255.429,531.429,-293.115,264.134,554.469,-364.269,260.035,559.384,,,,-486.627,264.556,554.09,-555.95,240.387,565.802,-635.802,213.741,560.232,,,,,,,,,,,,,,,,-249.212,246.06,538.093,294.47,260.534,533.861,-922.123,222.788,561.072,690.418,278.326,542.861
10602,0,-81.3211,255.787,510.372,-152.811,266.424,499.821,-219.834,255.431,531.436,-293.092,264.103,554.466,-364.216,259.979,559.377,,,,-486.069,263.711,553.93,-555.938,240.384,565.8,-635.802,213.742,560.232,,,,,,,,,,,,,,,,-249.194,245.856,538.172,294.442,260.506,533.806,-922.132,222.769,561.074,690.418,278.326,542.861
10603,0,-81.3185,255.776,510.38,-152.815,266.367,499.821,-220.088,255.788,531.602,-293.124,264.079,554.438,-364.143,259.894,559.365,,,,-486.536,264.475,554.073,-555.937,240.382,565.8,-635.81,213.743,560.207,,,,,,,,,,,,,,,,-249.185,245.936,538.104,294.449,260.509,533.801,-922.129,222.775,561.073,690.418,278.326,542.861
10604,0,-81.3371,255.763,510.37,-152.816,266.369,499.828,-219.851,255.402,531.429,-293.125,264.079,554.436,-364.189,259.939,559.371,,,,-486.67,264.694,554.104,-555.937,240.382,565.8,-635.791,213.772,560.202,,,,,,,,,,,,,,,,-249.193,245.85,538.172,294.451,260.515,533.8,-922.159,222.788,561.077,690.416,278.346,542.859
10605,0,-81.3375,255.763,510.37,-152.925,266.417,499.831,-219.843,255.385,531.424,-293.125,264.08,554.436,-364.184,259.952,559.374,,,,-486.667,264.613,554.094,-555.937,240.382,565.8,-635.789,213.779,560.202,,,,,,,,,,,,,,,,-249.208,245.982,538.068,294.45,260.506,533.808,-922.127,222.782,561.073,690.418,278.37,542.858
10606,0,-81.373,255.737,510.378,-152.817,266.374,499.817,-219.839,255.399,531.43,-293.148,264.11,554.44,-364.163,259.923,559.369,,,,-486.65,264.597,554.092,-555.933,240.447,565.8,-635.789,213.777,560.203,,,,,,,,,,,,,,,,-249.214,246.073,538.091,294.478,260.565,533.859,-922.124,222.786,561.072,690.414,278.352,542.849
10607,0,-81.3232,255.734,510.369,-152.813,266.364,499.821,-219.836,255.43,531.435,-293.126,264.081,554.436,-364.113,259.87,559.363,,,,-486.673,264.687,554.103,-555.941,240.392,565.8,-635.81,213.747,560.205,,,,,,,,,,,,,,,,-249.195,245.866,538.171,294.45,260.515,533.799,-922.124,222.786,561.072,690.407,278.354,542.849
10608,0,-81.3173,255.733,510.369,-152.837,266.339,499.819,-219.855,255.406,531.427,-293.148,264.109,554.44,-364.156,259.913,559.368,,,,-486.698,264.658,554.102,-555.936,240.379,565.8,-635.804,213.739,560.231,,,,,,,,,,,,,,,,-249.208,246.019,538.097,294.449,260.511,533.799,-922.128,222.811,561.07,690.414,278.352,542.849
10609,0,-81.3074,255.706,510.368,-152.813,266.369,499.817,-219.836,255.375,531.427,-293.149,264.112,554.44,-364.211,259.972,559.375,,,,-486.621,264.627,554.093,-555.925,240.379,565.797,-635.822,213.713,560.236,,,,,,,,,,,,,,,,-249.195,245.867,538.171,294.448,260.5,533.807,-922.062,222.924,561.041,690.426,278.352,542.85
10610,0,-81.3051,255.695,510.376,-152.837,266.34,499.819,-219.84,255.375,531.408,-293.12,264.134,554.441,-364.141,259.953,559.371,,,,-486.576,264.553,554.086,-556.169,240.813,565.857,-635.84,213.623,560.207,,,,,,,,,,,,,,,,-249.186,245.943,538.103,294.45,260.512,533.799,-922.033,222.984,561.033,690.417,278.331,542.851
10611,0,-81.3028,255.704,510.368,-152.837,266.339,499.819,-219.809,255.396,531.43,-293.148,264.112,554.44,-364.159,259.919,559.369,,,,-486.646,264.592,554.091,-555.945,240.417,565.816,-635.823,213.63,560.203,,,,,,,,,,,,,,,,-249.19,245.979,538.099,294.476,260.491,533.803,-922.066,222.99,561.037,690.429,278.376,542.848
10612,0,-81.2951,255.703,510.369,-152.842,266.342,499.796,-219.819,255.398,531.411,-293.149,264.111,554.44,-364.135,259.944,559.369,,,,-486.58,264.557,554.087,-556.166,240.785,565.857,-635.819,213.643,560.203,,,,,,,,,,,,,,,,-249.212,246.061,538.093,294.45,260.513,533.797,-922.135,222.84,561.07,690.426,278.353,542.85
10613,0,-81.2949,255.706,510.353,-152.837,266.339,499.819,-219.837,255.378,531.431,-293.149,264.111,554.44,-364.293,260.053,559.392,,,,-486.574,264.543,554.085,-555.974,240.459,565.806,-635.845,213.58,560.19,,,,,,,,,,,,,,,,-249.192,245.993,538.098,294.477,260.5,533.796,-922.11,222.86,561.052,690.418,278.326,542.861
10614,0,-81.2759,255.662,510.351,-152.842,266.342,499.796,-219.83,255.373,531.428,-293.097,264.104,554.438,-364.27,260.032,559.39,,,,-486.58,264.57,554.09,-555.899,240.319,565.809,-635.849,213.564,560.19,,,,,,,,,,,,,,,,-249.189,245.968,538.101,294.506,260.55,533.856,-922.146,222.816,561.073,690.417,278.331,542.851
10615,0,-81.2823,255.668,510.361,-152.837,266.339,499.819,-219.809,255.396,531.43,-293.142,264.109,554.467,-364.233,260.003,559.38,,,,-486.618,264.624,554.092,-556.172,240.798,565.858,-635.841,213.607,560.206,,,,,,,,,,,,,,,,-249.189,245.97,538.1,294.506,260.551,533.857,-922.129,222.775,561.074,690.404,278.33,542.85
10616,0,-81.2743,255.66,510.35,-152.842,266.342,499.796,-219.83,255.377,531.434,-293.126,264.081,554.437,-364.261,260.024,559.382,,,,-486.611,264.597,554.087,-556.213,240.885,565.864,-635.804,213.731,560.232,,,,,,,,,,,,,,,,-249.189,245.924,538.072,294.513,260.55,533.857,-922.133,222.801,561.072,690.406,278.325,542.86
10617,0,-81.2824,255.668,510.361,-152.842,266.342,499.795,-219.832,255.374,531.424,-293.125,264.079,554.436,-364.235,260.006,559.38,,,,-486.577,264.552,554.086,-555.965,240.44,565.804,-635.819,213.73,560.236,,,,,,,,,,,,,,,,-249.188,245.963,538.101,294.477,260.497,533.798,-922.067,222.947,561.039,690.406,278.325,542.86
10618,0,-81.2781,255.668,510.361,-152.842,266.342,499.796,-219.83,255.373,531.427,-293.148,264.11,554.44,-364.27,259.973,559.378,,,,-486.588,264.565,554.088,-555.918,240.344,565.797,-635.804,213.741,560.233,,,,,,,,,,,,,,,,-249.19,245.977,538.1,294.475,260.491,533.798,-922.028,222.997,561.031,690.418,278.326,542.861
10619,0,-81.2825,255.669,510.361,-152.842,266.342,499.796,-219.834,255.376,531.418,-293.149,264.112,554.44,-364.166,259.924,559.37,,,,-486.596,264.577,554.084,-555.931,240.369,565.799,-635.818,213.656,560.204,,,,,,,,,,,,,,,,-249.17,245.764,538.18,294.474,260.489,533.796,-922.032,222.987,561.033,690.392,278.362,542.849
10620,0,-81.2827,255.669,510.361,-152.842,266.342,499.796,-219.837,255.375,531.424,-293.126,264.081,554.436,-364.158,259.916,559.368,,,,-486.63,264.575,554.094,-555.923,240.381,565.797,-635.805,213.721,560.231,,,,,,,,,,,,,,,,-249.184,245.924,538.105,294.482,260.489,533.797,-922.042,222.966,561.035,690.391,278.363,542.849
10621,0,-81.2872,255.67,510.361,-152.842,266.342,499.796,-219.829,255.38,531.431,-293.147,264.109,554.44,-364.208,259.968,559.375,,,,-486.538,264.504,554.078,-555.937,240.382,565.8,-635.801,213.748,560.233,,,,,,,,,,,,,,,,-249.194,245.808,538.144,294.451,260.516,533.798,-922.079,222.962,561.041,690.381,278.356,542.858
10622,0,-81.2904,255.667,510.375,-152.842,266.342,499.796,-219.83,255.376,531.434,-293.149,264.112,554.44,-364.193,259.902,559.37,,,,-486.622,264.564,554.086,-556.17,240.814,565.857,-635.801,213.747,560.232,,,,,,,,,,,,,,,,-249.185,245.892,538.075,294.477,260.533,533.861,-922.048,222.953,561.037,690.391,278.363,542.849
10623,0,-81.2873,255.67,510.361,-152.837,266.339,499.819,-219.83,255.373,531.428,-293.126,264.081,554.436,-364.254,259.969,559.378,,,,-486.631,264.562,554.091,-555.978,240.467,565.806,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.189,245.925,538.072,294.469,260.539,533.851,-922.102,222.833,561.066,690.391,278.363,542.849
10624,0,-81.3026,255.704,510.367,-152.837,266.339,499.82,-219.808,255.399,531.427,-293.124,264.079,554.436,-364.121,259.88,559.365,,,,-486.209,263.856,553.967,-555.913,240.354,565.795,-635.81,213.743,560.207,,,,,,,,,,,,,,,,-249.189,245.923,538.072,294.452,260.525,533.795,-922.134,222.764,561.075,690.416,278.332,542.851
10625,0,-81.3029,255.705,510.368,-152.813,266.37,499.817,-219.815,255.398,531.427,-293.096,264.103,554.437,-364.25,260.01,559.38,,,,-486.584,264.482,554.078,-555.93,240.368,565.799,-635.822,213.715,560.233,,,,,,,,,,,,,,,,-249.192,245.79,538.146,294.453,260.531,533.792,-922.17,222.764,561.08,690.417,278.331,542.851
10626,0,-81.3028,255.704,510.368,-152.812,266.371,499.817,-219.808,255.403,531.433,-293.095,264.104,554.437,-364.143,259.912,559.37,,,,-486.176,263.817,553.952,-555.937,240.382,565.8,-635.804,213.735,560.234,,,,,,,,,,,,,,,,-249.207,245.97,538.069,294.453,260.529,533.795,-922.165,222.776,561.078,690.416,278.331,542.851
10627,0,-81.3028,255.704,510.368,-152.815,266.366,499.821,-219.81,255.401,531.432,-293.119,264.134,554.441,-364.129,259.937,559.368,,,,-486.533,264.476,554.073,-555.938,240.384,565.8,-635.821,213.717,560.235,,,,,,,,,,,,,,,,-249.214,246.028,538.063,294.451,260.519,533.797,-922.16,222.786,561.077,690.392,278.362,542.849
10628,0,-81.3073,255.705,510.367,-152.815,266.366,499.821,-219.808,255.403,531.433,-293.092,264.104,554.465,-364.231,260.046,559.382,,,,-486.645,264.655,554.105,-555.937,240.382,565.8,-635.804,213.737,560.233,,,,,,,,,,,,,,,,-249.213,246.02,538.064,294.47,260.534,533.861,-922.159,222.788,561.077,690.418,278.327,542.861
10629,0,-81.3029,255.704,510.368,-152.818,266.366,499.832,-219.808,255.403,531.433,-293.095,264.103,554.438,-364.145,259.96,559.372,,,,-486.621,264.623,554.093,-555.925,240.38,565.797,-635.82,213.665,560.18,,,,,,,,,,,,,,,,-249.212,246.011,538.065,294.45,260.504,533.808,-922.159,222.787,561.077,690.428,278.346,542.86
10630,0,-81.3028,255.704,510.368,-152.81,266.363,499.845,-219.808,255.403,531.433,-293.119,264.134,554.441,-364.131,259.941,559.369,,,,-486.591,264.57,554.089,-555.922,240.379,565.797,-635.792,213.754,560.2,,,,,,,,,,,,,,,,-249.189,245.928,538.072,294.45,260.514,533.8,-922.164,222.812,561.075,690.406,278.325,542.86
10631,0,-81.2944,255.726,510.384,-152.81,266.363,499.845,-219.808,255.4,531.427,-293.092,264.104,554.465,-364.142,259.893,559.365,,,,-486.575,264.543,554.085,-555.91,240.408,565.797,-635.799,213.7,560.177,,,,,,,,,,,,,,,,-249.209,245.992,538.066,294.448,260.506,533.801,-922.101,222.951,561.044,690.418,278.326,542.861
10632,0,-81.2942,255.726,510.384,-152.813,266.363,499.856,-219.796,255.404,531.449,-293.09,264.101,554.465,-364.115,259.915,559.365,,,,-486.594,264.573,554.083,-555.89,240.375,565.794,-635.82,213.653,560.177,,,,,,,,,,,,,,,,-249.19,245.934,538.071,294.447,260.501,533.799,-922.067,223.023,561.035,690.418,278.326,542.861
10633,0,-81.293,255.723,510.399,-152.809,266.398,499.856,-219.804,255.4,531.444,-293.114,264.133,554.469,-364.152,259.971,559.373,,,,-486.657,264.614,554.1,-555.886,240.367,565.794,-635.792,213.756,560.202,,,,,,,,,,,,,,,,-249.21,246.045,538.094,294.446,260.499,533.799,-922.091,222.892,561.06,690.428,278.347,542.86
10634,0,-81.2898,255.725,510.384,-152.811,266.395,499.861,-219.796,255.404,531.449,-293.092,264.104,554.465,-364.092,259.903,559.365,,,,-486.646,264.594,554.097,-555.908,240.338,565.81,-635.819,213.676,560.18,,,,,,,,,,,,,,,,-249.214,246.077,538.091,294.447,260.501,533.799,-922.069,222.908,561.043,690.428,278.347,542.86
10635,0,-81.2952,255.715,510.406,-152.811,266.395,499.861,-219.796,255.405,531.449,-293.113,264.132,554.469,-364.129,259.938,559.368,,,,-486.597,264.577,554.084,-555.935,240.376,565.8,-635.821,213.638,560.202,,,,,,,,,,,,,,,,-249.194,245.86,538.172,294.444,260.493,533.799,-922.051,222.98,561.035,690.418,278.326,542.861
10636,0,-81.3009,255.72,510.414,-152.809,266.398,499.856,-219.8,255.405,531.433,-293.12,264.135,554.442,-364.183,259.997,559.376,,,,-486.602,264.596,554.088,-555.891,240.375,565.794,-635.804,213.724,560.233,,,,,,,,,,,,,,,,-249.185,245.935,538.104,294.448,260.505,533.798,-922.096,222.882,561.062,690.418,278.326,542.861
10637,0,-81.2863,255.709,510.421,-152.834,266.369,499.859,-219.808,255.403,531.433,-293.119,264.135,554.441,-364.191,260.004,559.346,,,,-486.583,264.555,554.08,-555.896,240.338,565.808,-635.801,213.752,560.233,,,,,,,,,,,,,,,,-249.189,245.929,538.072,294.47,260.534,533.861,-922.126,222.783,561.073,690.426,278.352,542.85
10638,0,-81.2961,255.719,510.414,-152.81,266.397,499.856,-219.8,255.405,531.433,-293.096,264.104,554.438,-364.131,259.934,559.344,,,,-486.666,264.671,554.101,-555.9,240.335,565.794,-635.801,213.748,560.232,,,,,,,,,,,,,,,,-249.211,246.051,538.093,294.447,260.504,533.8,-922.137,222.758,561.076,690.416,278.332,542.851
10639,0,-81.2976,255.72,510.428,-152.809,266.399,499.856,-219.782,255.375,531.431,-293.118,264.133,554.441,-364.135,259.942,559.338,,,,-486.163,263.854,553.921,-555.923,240.375,565.797,-635.802,213.743,560.232,,,,,,,,,,,,,,,,-249.195,245.817,538.144,294.446,260.502,533.797,-922.131,222.77,561.074,690.404,278.33,542.85
10640,0,-81.2936,255.707,510.449,-152.804,266.396,499.88,-219.807,255.402,531.433,-293.097,264.105,554.438,-364.162,259.921,559.369,,,,-485.993,263.57,553.913,-555.898,240.41,565.794,-635.802,213.742,560.232,,,,,,,,,,,,,,,,-249.185,245.929,538.104,294.477,260.512,533.863,-922.125,222.784,561.072,690.428,278.347,542.86
10641,0,-81.2961,255.716,510.443,-152.809,266.398,499.857,-219.804,255.4,531.443,-293.095,264.103,554.437,-364.229,260.039,559.388,,,,-486.51,264.45,554.068,-555.899,240.343,565.808,-635.81,213.743,560.207,,,,,,,,,,,,,,,,-249.193,245.852,538.172,294.449,260.513,533.796,-922.123,222.788,561.072,690.418,278.326,542.861
10642,0,-81.2835,255.68,510.447,-152.838,266.369,499.87,-219.827,255.382,531.457,-293.119,264.134,554.441,-364.171,259.935,559.371,,,,-486.646,264.66,554.099,-555.881,240.331,565.805,-635.803,213.743,560.23,,,,,,,,,,,,,,,,-249.188,245.822,538.171,294.486,260.558,533.868,-922.124,222.787,561.072,690.406,278.325,542.86
10643,0,-81.2658,255.699,510.463,-152.833,266.366,499.895,-219.819,255.375,531.444,-293.12,264.135,554.442,-364.255,260.015,559.381,,,,-486.628,264.639,554.101,-555.897,240.366,565.796,-635.81,213.743,560.207,,,,,,,,,,,,,,,,-249.213,245.896,538.11,294.479,260.56,533.868,-922.125,222.785,561.072,690.418,278.326,542.861
10644,0,-81.2802,255.728,510.465,-152.808,266.395,499.892,-219.826,255.377,531.451,-293.096,264.104,554.438,-364.182,259.943,559.349,,,,-486.585,264.564,554.081,-555.885,240.34,565.805,-635.811,213.744,560.205,,,,,,,,,,,,,,,,-249.238,245.999,538.101,294.478,260.566,533.859,-922.125,222.784,561.072,690.419,278.319,542.871
10645,0,-81.2807,255.728,510.465,-152.788,266.369,499.889,-219.825,255.38,531.447,-293.118,264.133,554.441,-364.163,259.918,559.337,,,,-486.598,264.514,554.083,-555.896,240.334,565.808,-635.791,213.772,560.203,,,,,,,,,,,,,,,,-249.24,246.014,538.1,294.451,260.515,533.801,-922.125,222.784,561.072,690.418,278.326,542.861
10646,0,-81.2659,255.7,510.464,-152.787,266.367,499.889,-219.836,255.378,531.449,-293.12,264.135,554.442,-364.238,259.991,559.377,,,,-486.921,264.924,554.111,-555.923,240.375,565.797,-635.8,213.751,560.231,,,,,,,,,,,,,,,,-249.213,246.063,538.092,294.449,260.508,533.799,-922.125,222.784,561.072,690.406,278.325,542.86
