Trajectories
150
,,Snake_94:Head_M1,,,Snake_94:M2,,,Snake_94:M3,,,Snake_94:M4,,,Snake_94:M5,,,Snake_94:M6,,,Snake_94:M7,,,Snake_94:M8,,,Snake_94:M9,,,Snake_94:Vent_M10,,,Branch_1:OriginEnd,,,Branch_1:TargetEnd,,,Branch_1:OriginOther,,,Branch_1:TargetOther,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
7869,0,-80.2441,234.23,529.947,-149.187,262.042,512.376,-221.312,250.18,536.869,-298.238,264.993,554.403,-367.452,253.763,559.948,-426.638,210.237,555.92,-489.072,265.136,553.858,-558.339,236.048,566.868,-639.787,215.953,561.929,,,,-249.202,247.072,537.932,294.485,260.51,533.863,-923.443,220.254,561.107,690.426,278.352,542.85,,,,,,,,,,,,
7870,0,-80.3211,234.063,529.949,-149.175,262.016,512.405,-221.318,250.181,536.869,-298.204,264.962,554.397,-367.52,253.868,559.972,-426.705,210.429,555.905,-489.043,265.157,553.858,-558.321,236.07,566.862,-639.782,215.952,561.929,,,,-249.202,247.062,537.943,294.466,260.495,533.797,-923.441,220.186,561.138,690.426,278.352,542.85,,,,,,,,,,,,
7871,0,-80.3889,233.908,529.977,-149.226,262.056,512.499,-221.379,250.194,536.857,-298.223,264.983,554.43,-367.554,253.773,559.973,-426.74,210.558,555.87,-489.047,265.16,553.827,-558.31,236.049,566.876,-639.783,215.955,561.929,,,,-249.188,247.058,537.932,294.485,260.51,533.862,-923.46,220.218,561.11,690.426,278.352,542.85,,,,,,,,,,,,
7872,0,-80.4915,233.891,529.972,-149.215,262.023,512.544,-221.397,250.224,536.859,-298.251,265.027,554.432,-367.423,253.71,559.945,-426.77,210.628,555.819,-489.068,265.192,553.831,-558.344,236.111,566.865,-639.604,216.195,561.937,,,,-249.193,247.093,537.929,294.47,260.534,533.861,-923.46,220.22,561.109,690.426,278.352,542.85,,,,,,,,,,,,
7873,0,-80.6016,233.844,529.93,-149.23,262.042,512.588,-221.319,250.182,536.869,-298.254,265.028,554.433,-367.46,253.824,559.95,-426.726,210.571,555.811,-489.092,265.228,553.837,-558.369,236.16,566.877,-639.603,216.226,561.939,,,,-249.207,247.107,537.93,294.455,260.504,533.797,-923.455,220.282,561.131,690.426,278.352,542.85,,,,,,,,,,,,
7874,0,-80.7271,233.852,529.878,-149.228,262.074,512.632,-221.383,250.215,536.926,-298.38,265.147,554.48,-367.312,253.588,559.93,-426.673,210.419,556.034,-489.072,265.198,553.832,-558.347,236.172,566.881,-639.583,216.246,561.937,,,,-249.212,247.142,537.929,294.477,260.532,533.861,-923.471,220.319,561.136,690.428,278.347,542.86,,,,,,,,,,,,
7875,0,-80.8136,233.823,529.879,-149.262,262.142,512.678,-221.335,250.21,536.89,-298.281,265.121,554.469,-367.443,253.784,559.943,-426.702,210.545,555.861,-489.061,265.245,553.836,-558.35,236.238,566.875,-639.467,216.008,561.832,,,,-249.21,247.148,537.918,294.463,260.557,533.86,-923.49,220.284,561.136,690.428,278.347,542.86,,,,,,,,,,,,
7876,0,-80.8371,233.966,529.961,-149.277,262.148,512.8,-221.363,250.241,536.891,-298.409,265.194,554.512,-367.263,253.583,559.929,-426.715,210.5,555.998,-489.085,265.283,553.844,-558.355,236.249,566.876,-639.564,216.199,561.93,,,,-249.212,247.143,537.928,294.437,260.519,533.797,-923.474,220.247,561.132,690.418,278.326,542.861,,,,,,,,,,,,
7877,0,-80.9821,233.932,530.019,-149.226,261.973,512.944,-221.343,250.244,536.894,-298.399,265.234,554.515,-367.249,253.547,559.953,-426.634,210.325,556.035,-489.087,265.285,553.844,-558.355,236.194,566.877,-639.588,216.258,561.94,,,,-249.182,247.176,537.917,294.448,260.506,533.798,-923.458,220.29,561.111,690.404,278.337,542.841,,,,,,,,,,,,
7878,0,-81.0544,233.946,530.011,-149.32,262.162,512.891,-221.373,250.242,536.915,-298.254,265.157,554.526,-367.242,253.537,559.952,-426.607,210.261,556.036,-489.089,265.286,553.81,-558.335,236.118,566.872,-639.585,216.251,561.938,,,,-249.187,247.208,537.904,294.455,260.481,533.798,-923.442,220.256,561.109,690.416,278.332,542.851,,,,,,,,,,,,
7879,0,-81.052,234.006,529.962,-149.336,262.195,512.911,-221.397,250.273,536.917,-298.272,265.187,554.524,-367.422,253.741,560.084,-426.849,210.828,556.008,-489.04,265.275,553.804,-558.312,236.139,566.86,-639.582,216.244,561.937,,,,-249.172,247.19,537.92,294.485,260.509,533.863,-923.442,220.255,561.109,690.426,278.352,542.85,,,,,,,,,,,,
7880,0,-81.1741,234.042,529.946,-149.364,262.183,512.977,-221.413,250.257,536.915,-298.403,265.248,554.537,-367.513,253.932,560.107,-426.909,210.923,555.994,-489.1,265.368,553.821,-558.318,236.159,566.841,-639.56,216.273,561.936,,,,-249.147,247.343,537.907,294.485,260.51,533.863,-923.439,220.246,561.129,690.416,278.332,542.851,,,,,,,,,,,,
7881,0,-81.2858,234.079,529.953,-149.465,262.298,512.989,-221.427,250.285,536.917,-298.277,265.194,554.553,-367.343,253.691,559.986,-427.012,211.242,555.949,-489.088,265.349,553.816,-558.327,236.203,566.844,-639.56,216.278,561.936,,,,-249.131,247.346,537.895,294.484,260.514,533.853,-923.455,220.282,561.131,690.418,278.326,542.861,,,,,,,,,,,,
7882,0,-81.4395,234.127,529.976,-149.457,262.304,512.999,-221.437,250.288,536.923,-298.264,265.24,554.552,-367.472,253.865,560.081,-426.96,211.125,555.95,-489.103,265.373,553.822,-558.335,236.279,566.841,-639.467,216.009,561.832,,,,-249.146,247.349,537.906,294.47,260.534,533.861,-923.458,220.292,561.111,690.418,278.326,542.861,,,,,,,,,,,,
7883,0,-81.5828,234.155,530.044,-149.373,262.182,513.021,-221.459,250.325,536.944,-298.268,265.246,554.553,-367.79,254.337,560.161,-426.938,211.042,555.959,-489.11,265.379,553.789,-558.355,236.28,566.847,-639.435,216.002,561.825,,,,-249.147,247.349,537.907,294.455,260.505,533.798,-923.474,220.328,561.115,690.418,278.326,542.861,,,,,,,,,,,,
7884,0,-81.7992,234.472,530.064,-149.295,262.066,513.043,-221.466,250.306,536.917,-298.294,265.219,554.58,-367.798,254.355,560.171,-426.925,211.011,555.952,-489.072,265.329,553.785,-558.379,236.317,566.843,-639.463,216.062,561.832,,,,-249.166,247.232,537.917,294.448,260.53,533.795,-923.474,220.329,561.116,690.417,278.331,542.851,,,,,,,,,,,,
7885,0,-81.9043,234.537,530.067,-149.345,262.15,513.047,-221.481,250.343,536.919,-298.411,265.264,554.589,-367.509,253.939,560.017,-427.018,211.251,555.942,-489.105,265.372,553.788,-558.356,236.282,566.848,-639.442,216.028,561.828,,,,-249.171,247.26,537.915,294.457,260.514,533.797,-923.455,220.363,561.115,690.416,278.331,542.851,,,,,,,,,,,,
7886,0,-81.9321,234.797,530.03,-149.337,262.136,513.046,-221.505,250.319,536.94,-298.297,265.278,554.585,-367.545,253.975,560.092,-426.988,211.181,555.948,-489.111,265.38,553.792,-558.351,236.272,566.847,-639.439,216.019,561.827,,,,-249.179,247.215,537.919,294.47,260.534,533.861,-923.447,220.347,561.113,690.392,278.362,542.849,,,,,,,,,,,,
7887,0,-82.0553,234.619,530.075,-149.346,262.144,513.049,-221.522,250.314,536.944,-298.288,265.214,554.607,-367.337,253.68,559.985,-427.031,211.259,555.952,-489.11,265.379,553.789,-558.308,236.24,566.845,-639.55,216.251,561.932,,,,-249.179,247.22,537.909,294.485,260.511,533.863,-923.44,220.327,561.111,690.416,278.332,542.851,,,,,,,,,,,,
7888,0,-82.1222,234.631,530.102,-149.321,262.122,513.051,-221.546,250.352,536.946,-298.306,265.239,554.61,-367.281,253.594,559.969,-427.08,211.338,555.956,-489.109,265.378,553.791,-558.331,236.233,566.836,-639.568,216.296,561.94,,,,-249.179,247.222,537.909,294.485,260.503,533.871,-923.43,220.309,561.11,690.392,278.362,542.849,,,,,,,,,,,,
7889,0,-82.1479,234.71,530.092,-149.493,262.206,513.096,-221.555,250.354,536.956,-298.323,265.251,554.646,-367.478,253.875,560.082,-426.975,211.155,555.957,-489.088,265.346,553.784,-558.329,236.232,566.844,-639.563,216.282,561.937,,,,-249.169,247.163,537.903,294.485,260.504,533.871,-923.449,220.274,561.111,690.416,278.332,542.851,,,,,,,,,,,,
7890,0,-82.3145,235.075,530.046,-149.5,262.267,513.099,-221.577,250.402,536.967,-298.304,265.239,554.638,-367.739,254.085,560.127,-426.995,211.13,555.962,-489.086,265.342,553.786,-558.339,236.232,566.846,-639.56,216.275,561.936,,,,-249.163,247.199,537.899,294.456,260.5,533.804,-923.44,220.326,561.111,690.392,278.355,542.859,,,,,,,,,,,,
7891,0,-82.3444,235.175,530.107,-149.571,262.357,513.106,-221.565,250.407,536.968,-298.283,265.209,554.634,-367.748,254.21,560.143,-426.886,210.889,555.973,-489.087,265.344,553.783,-558.356,236.275,566.84,-639.445,216.038,561.83,,,,-249.163,247.213,537.89,294.457,260.511,533.798,-923.44,220.328,561.111,690.416,278.332,542.851,,,,,,,,,,,,
7892,0,-82.2848,235.298,530.117,-149.584,262.376,513.129,-221.574,250.35,536.981,-298.264,265.18,554.631,-367.675,254.112,560.17,-426.945,211.023,555.964,-489.066,265.312,553.778,-558.354,236.278,566.847,-639.434,216.006,561.825,,,,-249.164,247.13,537.905,294.478,260.527,533.87,-923.455,220.363,561.115,690.417,278.331,542.851,,,,,,,,,,,,
7893,0,-82.5319,235.589,530.047,-149.599,262.449,513.127,-221.56,250.369,536.984,-298.263,265.179,554.631,-367.645,254.059,560.157,-426.922,210.963,555.962,-489.105,265.372,553.788,-558.364,236.276,566.85,-639.464,216.06,561.832,,,,-249.158,247.171,537.892,294.47,260.549,533.869,-923.463,220.383,561.117,690.416,278.331,542.851,,,,,,,,,,,,
7894,0,-82.5625,235.648,530.046,-149.609,262.442,513.13,-221.559,250.371,536.985,-298.267,265.126,554.628,-367.644,254.058,560.157,-426.893,210.898,555.972,-489.111,265.38,553.792,-558.364,236.275,566.85,-639.442,216.027,561.828,,,,-249.158,247.177,537.892,294.477,260.533,533.862,-923.455,220.365,561.115,690.416,278.331,542.851,,,,,,,,,,,,
7895,0,-82.6214,235.756,530.037,-149.634,262.485,513.153,-221.572,250.349,537.001,-298.272,265.118,554.671,-367.613,254.012,560.137,-426.971,211.102,555.956,-489.089,265.347,553.784,-558.369,236.28,566.842,-639.439,216.019,561.827,,,,-249.163,247.137,537.896,294.486,260.564,533.86,-923.44,220.328,561.111,690.418,278.326,542.861,,,,,,,,,,,,
7896,0,-82.6527,235.868,529.94,-149.672,262.591,513.171,-221.578,250.347,537,-298.289,265.152,554.659,-367.554,253.921,560.137,-426.899,210.928,555.986,-489.086,265.342,553.783,-558.331,236.237,566.844,-639.55,216.251,561.932,,,,-249.152,247.084,537.875,294.493,260.542,533.861,-923.43,220.309,561.11,690.417,278.331,542.851,,,,,,,,,,,,
7897,0,-82.708,235.948,529.957,-149.72,262.717,513.173,-221.611,250.375,537.001,-298.272,265.127,554.656,-367.453,253.78,560.113,-426.991,211.147,555.97,-489.087,265.343,553.786,-558.331,236.232,566.836,-639.568,216.296,561.94,,,,-249.151,247.08,537.873,294.457,260.489,533.799,-923.423,220.291,561.109,690.416,278.331,542.851,,,,,,,,,,,,
7898,0,-82.7702,236.079,529.961,-149.808,262.888,513.177,-221.633,250.406,537.003,-298.26,265.119,554.654,-367.56,253.926,560.15,-426.977,211.117,555.981,-489.112,265.378,553.76,-558.344,236.238,566.838,-639.563,216.282,561.937,,,,-249.162,247.139,537.885,294.457,260.489,533.797,-923.442,220.255,561.109,690.416,278.331,542.851,,,,,,,,,,,,
7899,0,-82.87,236.199,530.042,-149.825,263.052,513.248,-221.64,250.396,537.001,-298.279,265.147,554.657,-367.589,253.971,560.156,-426.946,211.01,555.999,-489.115,265.382,553.76,-558.33,236.234,566.844,-639.56,216.275,561.936,,,,-249.152,247.095,537.865,294.457,260.508,533.8,-923.442,220.255,561.109,690.416,278.331,542.851,,,,,,,,,,,,
7900,0,-82.9025,236.247,529.993,-149.916,263.249,513.26,-221.638,250.395,537.021,-298.379,265.167,554.66,-367.585,253.907,560.134,-426.973,211.075,555.978,-489.088,265.346,553.786,-558.369,236.245,566.84,-639.56,216.275,561.936,,,,-249.151,247.089,537.864,294.449,260.512,533.797,-923.447,220.345,561.112,690.418,278.326,542.861,,,,,,,,,,,,
7901,0,-83.164,236.631,530.034,-149.995,263.349,513.282,-221.656,250.42,537.022,-298.275,265.129,554.657,-367.581,253.905,560.143,-426.921,210.887,556.003,-489.111,265.376,553.76,-558.379,236.247,566.85,-639.445,216.038,561.83,,,,-249.151,247.082,537.873,294.47,260.534,533.861,-923.44,220.329,561.111,690.417,278.331,542.851,,,,,,,,,,,,
7902,0,-83.252,236.661,530.026,-150.024,263.434,513.322,-221.647,250.432,537.025,-298.26,265.107,554.663,-367.387,253.629,559.999,-426.777,210.523,556.03,-489.093,265.349,553.755,-558.378,236.246,566.85,-639.434,216.006,561.825,,,,-249.156,247.114,537.871,294.457,260.513,533.798,-923.466,220.31,561.113,690.418,278.326,542.861,,,,,,,,,,,,
7903,0,-83.3813,236.729,530.009,-150.04,263.466,513.335,-221.683,250.412,537.02,-298.245,265.105,554.694,-367.322,253.528,559.985,-426.726,210.409,556.041,-489.069,265.313,553.746,-558.371,236.248,566.84,-639.439,216.018,561.827,,,,-249.152,247.084,537.873,294.456,260.507,533.796,-923.458,220.292,561.111,690.392,278.362,542.849,,,,,,,,,,,,
7904,0,-83.4587,236.82,529.989,-150.033,263.49,513.353,-221.687,250.448,537.022,-298.265,265.071,554.71,-367.647,253.988,560.165,-426.928,210.868,556.019,-489.089,265.342,553.754,-558.382,236.249,566.842,-639.573,216.223,561.933,,,,-249.156,247.105,537.879,294.477,260.539,533.853,-923.458,220.291,561.111,690.425,278.36,542.84,,,,,,,,,,,,
7905,0,-83.5555,236.796,529.979,-150.06,263.514,513.38,-221.708,250.445,537.042,-298.245,265.043,554.741,-367.561,253.814,560.14,-426.913,210.81,556.031,-489.079,265.263,553.742,-558.35,236.211,566.837,-639.59,216.262,561.941,,,,-249.156,247.116,537.871,294.459,260.5,533.796,-923.442,220.256,561.109,690.401,278.383,542.848,,,,,,,,,,,,
7906,0,-83.5694,236.728,529.968,-150.079,263.593,513.38,-221.708,250.444,537.022,-298.243,265.054,554.76,-367.382,253.577,560.028,-426.758,210.543,555.868,-489.073,265.253,553.74,-558.319,236.16,566.841,-639.589,216.25,561.923,,,,-249.151,247.084,537.873,294.467,260.501,533.794,-923.442,220.255,561.109,690.426,278.353,542.85,,,,,,,,,,,,
7907,0,-83.6039,236.663,529.947,-150.064,263.594,513.403,-221.702,250.445,537.041,-298.212,265.005,554.774,-367.471,253.71,560.036,-426.944,210.834,556.029,-489.075,265.255,553.744,-558.341,236.124,566.849,-639.587,216.244,561.922,,,,-249.152,247.065,537.892,294.484,260.557,533.801,-923.439,220.244,561.135,690.426,278.352,542.85,,,,,,,,,,,,
7908,0,-83.6314,236.655,529.846,-150.063,263.591,513.403,-221.716,250.442,537.042,-298.329,265.043,554.752,-367.472,253.709,560.04,-426.796,210.595,555.845,-489.096,265.289,553.746,-558.351,236.195,566.846,-639.609,216.214,561.923,,,,-249.195,247.051,537.895,294.484,260.559,533.801,-923.434,220.237,561.108,690.401,278.383,542.848,,,,,,,,,,,,
7909,0,-83.692,236.66,529.808,-150.106,263.642,513.401,-221.672,250.445,537.151,-298.22,265.004,554.782,-367.501,253.756,560.043,-426.767,210.52,555.835,-489.078,265.259,553.745,-558.396,236.219,566.847,-639.489,215.973,561.833,,,,-249.2,247.083,537.893,294.477,260.531,533.86,-923.458,220.291,561.111,690.401,278.378,542.857,,,,,,,,,,,,
7910,0,-83.737,236.618,529.788,-150.109,263.646,513.401,-221.696,250.43,537.154,-298.32,265.044,554.782,-367.509,253.77,560.043,-426.787,210.522,555.86,-489.053,265.223,553.736,-558.378,236.177,566.854,-639.477,215.941,561.828,,,,-249.181,247.036,537.894,294.469,260.532,533.86,-923.485,220.275,561.113,690.402,278.377,542.858,,,,,,,,,,,,
7911,0,-83.7736,236.585,529.761,-150.124,263.609,513.404,-221.695,250.43,537.151,-298.212,264.995,554.81,-367.565,253.847,560.052,-426.788,210.524,555.865,-489.072,265.252,553.74,-558.388,236.206,566.855,-639.482,215.954,561.83,,,,-249.164,246.915,537.902,294.477,260.531,533.86,-923.477,220.256,561.112,690.417,278.325,542.861,,,,,,,,,,,,
7912,0,-83.8329,236.552,529.744,-150.118,263.6,513.426,-221.659,250.424,537.159,-298.2,265.007,554.825,-367.591,253.822,560.051,-426.819,210.5,555.866,-489.055,265.226,553.737,-558.392,236.214,566.855,-639.164,215.506,561.945,,,,-249.181,247.024,537.895,294.478,260.533,533.862,-923.477,220.256,561.112,690.401,278.383,542.848,,,,,,,,,,,,
7913,0,-83.8743,236.517,529.712,-150.114,263.534,513.408,-221.649,250.42,537.161,-298.394,265.166,555.008,-367.535,253.738,560.05,-426.812,210.523,555.865,-489.052,265.221,553.736,-558.396,236.217,566.847,-639.16,215.436,561.949,,,,-249.176,247.004,537.896,294.455,260.505,533.797,-923.482,220.265,561.133,690.401,278.384,542.848,,,,,,,,,,,,
7914,0,-83.9409,236.504,529.74,-150.083,263.501,513.423,-221.646,250.38,537.171,-298.409,265.188,555.013,-367.535,253.738,560.052,-426.805,210.475,555.87,-489.053,265.222,553.737,-558.353,236.135,566.851,-639.59,216.096,561.916,,,,-249.176,246.999,537.897,294.464,260.488,533.797,-923.46,220.22,561.11,690.389,278.383,542.847,,,,,,,,,,,,
7915,0,-83.9678,236.541,529.62,-150.121,263.437,513.428,-221.627,250.403,537.197,-298.229,264.977,554.856,-367.529,253.721,560.049,-426.767,210.356,555.899,-489.082,265.201,553.736,-558.374,236.163,566.845,-639.657,216.247,561.929,,,,-249.176,247.007,537.889,294.465,260.49,533.799,-923.457,220.21,561.13,690.401,278.384,542.848,,,,,,,,,,,,
7916,0,-84.0025,236.525,529.587,-150.138,263.351,513.425,-221.639,250.391,537.197,-298.231,264.978,554.855,-367.431,253.583,560.033,-426.759,210.33,555.914,-489.103,265.233,553.741,-558.353,236.133,566.851,-639.634,216.21,561.926,,,,-249.175,247.007,537.886,294.477,260.511,533.862,-923.46,220.219,561.11,690.401,278.384,542.848,,,,,,,,,,,,
7917,0,-84.0106,236.354,529.566,-150.137,263.294,513.423,-221.632,250.402,537.2,-298.202,265.019,554.871,-367.45,253.607,560.033,-426.778,210.368,555.909,-489.106,265.237,553.742,-558.38,236.168,566.846,-639.619,216.194,561.923,,,,-249.176,247.008,537.888,294.464,260.486,533.799,-923.453,220.201,561.108,690.401,278.384,542.848,,,,,,,,,,,,
7918,0,-84.1126,236.434,529.529,-150.166,263.236,513.413,-221.635,250.35,537.195,-298.205,265.017,554.863,-367.543,253.743,560.046,-426.803,210.464,555.867,-489.076,265.256,553.746,-558.381,236.179,566.846,-639.168,215.518,561.947,,,,-249.175,247.015,537.878,294.471,260.481,533.802,-923.474,220.246,561.132,690.401,278.384,542.848,,,,,,,,,,,,
7919,0,-84.1659,236.384,529.505,-150.179,263.153,513.395,-221.631,250.348,537.192,-298.207,265.024,554.873,-367.491,253.673,560.041,-426.806,210.467,555.885,-489.075,265.256,553.746,-558.402,236.215,566.849,-639.143,215.443,561.946,,,,-249.164,246.924,537.894,294.486,260.563,533.86,-923.474,220.247,561.132,690.426,278.353,542.85,,,,,,,,,,,,
7920,0,-84.2283,236.351,529.499,-150.178,263.046,513.382,-221.618,250.37,537.198,-298.206,265.026,554.861,-367.435,253.582,560.064,-426.827,210.481,555.95,-489.097,265.288,553.751,-558.379,236.223,566.858,-639.154,215.472,561.946,,,,-249.131,246.995,537.877,294.478,260.534,533.862,-923.466,220.229,561.132,690.401,278.383,542.848,,,,,,,,,,,,
7921,0,-84.2641,236.306,529.454,-150.178,262.989,513.38,-221.619,250.36,537.193,-298.206,265.026,554.861,-367.359,253.461,560.05,-426.805,210.38,556.067,-489.074,265.258,553.774,-558.391,236.213,566.855,-639.156,215.48,561.946,,,,-249.146,247.049,537.875,294.486,260.557,533.868,-923.455,220.281,561.131,690.401,278.384,542.848,,,,,,,,,,,,
7922,0,-84.312,236.252,529.453,-150.134,262.814,513.367,-221.626,250.359,537.197,-298.206,265.026,554.861,-367.419,253.567,560.063,-426.805,210.457,555.908,-489.096,265.287,553.751,-558.376,236.173,566.854,-639.574,216.133,561.916,,,,-249.147,247.05,537.875,294.459,260.519,533.799,-923.448,220.266,561.124,690.407,278.355,542.849,,,,,,,,,,,,
7923,0,-84.3715,236.203,529.435,-150.107,262.73,513.379,-221.593,250.349,537.202,-298.221,265.051,554.863,-367.34,253.437,560.056,-426.717,210.258,556.074,-489.078,265.26,553.742,-558.388,236.172,566.848,-639.637,216.275,561.928,,,,-249.131,247.255,537.856,294.493,260.541,533.861,-923.439,220.246,561.129,690.426,278.352,542.85,,,,,,,,,,,,
7924,0,-84.4234,236.157,529.398,-150.076,262.631,513.378,-221.604,250.329,537.196,-298.239,265.087,554.862,-367.569,253.744,560.192,-427.038,210.901,556.068,-489.116,265.319,553.751,-558.471,236.152,566.876,-639.618,216.234,561.925,,,,-249.151,247.096,537.872,294.468,260.491,533.809,-923.439,220.246,561.129,690.417,278.331,542.851,,,,,,,,,,,,
7925,0,-84.4281,236.136,529.382,-150.065,262.565,513.398,-221.594,250.346,537.219,-298.225,265.117,554.875,-367.394,253.504,560.067,-426.811,210.418,556.088,-489.122,265.327,553.755,-558.362,236.205,566.844,-639.608,216.21,561.923,,,,-249.131,247.25,537.856,294.493,260.534,533.869,-923.431,220.228,561.128,690.389,278.382,542.847,,,,,,,,,,,,
7926,0,-84.4494,236.177,529.356,-150.048,262.621,513.4,-221.589,250.348,537.199,-298.21,265.114,554.882,-367.563,253.737,560.211,-426.963,210.774,556.05,-489.142,265.357,553.761,-558.357,236.206,566.843,-639.586,216.239,561.922,,,,-249.136,247.25,537.829,294.468,260.493,533.807,-923.439,220.245,561.129,690.414,278.352,542.849,,,,,,,,,,,,
7927,0,-84.4656,236.138,529.355,-150.061,262.501,513.393,-221.59,250.338,537.231,-298.231,265.123,554.883,-367.747,254.008,560.261,-426.979,210.883,556.062,-489.122,265.328,553.756,-558.353,236.2,566.851,-639.582,216.245,561.937,,,,-249.156,247.147,537.84,294.486,260.535,533.868,-923.439,220.257,561.139,690.414,278.351,542.849,,,,,,,,,,,,
7928,0,-84.4822,236.108,529.335,-150.026,262.437,513.403,-221.589,250.347,537.237,-298.206,265.114,554.916,-367.996,254.365,560.308,-426.996,210.858,556.041,-489.14,265.355,553.76,-558.376,236.241,566.85,-639.582,216.245,561.938,,,,-249.136,247.236,537.83,294.452,260.522,533.797,-923.458,220.291,561.111,690.414,278.351,542.849,,,,,,,,,,,,
7929,0,-84.5029,236.046,529.322,-150.031,262.47,513.416,-221.566,250.317,537.235,-298.226,265.138,554.917,-367.549,253.747,560.092,-427.142,211.183,556.029,-489.126,265.33,553.725,-558.379,236.245,566.855,-639.582,216.244,561.937,,,,-249.142,247.275,537.837,294.451,260.522,533.795,-923.457,220.292,561.113,690.414,278.351,542.849,,,,,,,,,,,,
7930,0,-84.512,236.005,529.315,-150.071,262.461,513.42,-221.601,250.328,537.233,-298.371,265.248,555.023,-367.415,253.529,560.065,-427.162,211.238,556.054,-489.162,265.388,553.764,-558.384,236.244,566.857,-639.467,216.006,561.832,,,,-249.161,247.109,537.854,294.477,260.533,533.861,-923.451,220.273,561.11,690.428,278.376,542.848,,,,,,,,,,,,
7931,0,-84.5417,236.017,529.311,-150.089,262.473,513.424,-221.59,250.347,537.237,-298.207,265.112,554.94,-367.361,253.47,560.057,-427.19,211.294,556.061,-489.188,265.429,553.768,-558.356,236.206,566.847,-639.564,216.199,561.93,,,,-249.139,247.272,537.838,294.478,260.577,533.809,-923.435,220.248,561.117,690.419,278.356,542.849,,,,,,,,,,,,
7932,0,-84.6005,236.004,529.332,-150.068,262.462,513.45,-221.6,250.339,537.269,-298.37,265.244,554.981,-367.35,253.445,560.058,-427.224,211.353,556.05,-489.189,265.43,553.768,-558.379,236.242,566.842,-639.594,216.261,561.926,,,,-249.156,247.147,537.858,294.493,260.543,533.861,-923.435,220.247,561.117,690.429,278.376,542.848,,,,,,,,,,,,
7933,0,-84.7081,236.033,529.329,-150.093,262.505,513.452,-221.627,250.356,537.264,-298.234,265.154,554.953,-367.325,253.416,560.047,-427.267,211.456,556.059,-489.162,265.451,553.736,-558.492,236.211,566.873,-639.59,216.253,561.923,,,,-249.161,247.098,537.855,294.493,260.542,533.862,-923.439,220.257,561.139,690.419,278.356,542.849,,,,,,,,,,,,
7934,0,-84.7921,236.021,529.329,-150.078,262.54,513.463,-221.632,250.359,537.27,-298.206,265.117,554.957,-367.309,253.407,560.041,-427.331,211.598,556.052,-489.183,265.483,553.744,-558.366,236.209,566.85,-639.587,216.244,561.922,,,,-249.164,247.042,537.851,294.493,260.542,533.861,-923.447,220.276,561.141,690.416,278.331,542.851,,,,,,,,,,,,
7935,0,-84.8906,235.986,529.323,-150.129,262.619,513.445,-221.632,250.36,537.273,-298.229,265.143,554.955,-367.396,253.512,560.055,-427.258,211.448,556.053,-489.161,265.453,553.769,-558.351,236.2,566.846,-639.587,216.243,561.922,,,,-249.16,247.104,537.844,294.493,260.542,533.861,-923.439,220.246,561.129,690.417,278.331,542.851,,,,,,,,,,,,
7936,0,-84.9408,235.898,529.315,-150.144,262.646,513.466,-221.633,250.347,537.26,-298.222,265.13,554.975,-367.428,253.566,560.063,-427.221,211.41,556.045,-489.161,265.45,553.736,-558.513,236.229,566.881,-639.56,216.274,561.936,,,,-249.169,247.175,537.839,294.493,260.542,533.861,-923.466,220.309,561.113,690.404,278.33,542.85,,,,,,,,,,,,
7937,0,-85.0053,235.788,529.29,-150.203,262.726,513.479,-221.657,250.379,537.29,-298.215,265.128,554.98,-367.474,253.631,560.07,-427.248,211.477,556.031,-489.162,265.45,553.739,-558.42,236.297,566.854,-639.146,215.555,561.946,,,,-249.168,247.074,537.856,294.458,260.513,533.802,-923.479,220.338,561.137,690.426,278.352,542.85,,,,,,,,,,,,
7938,0,-85.0736,235.667,529.261,-150.229,262.8,513.469,-221.658,250.381,537.291,-298.235,265.09,554.966,-367.523,253.706,560.085,-427.272,211.487,556.031,-489.08,265.342,553.722,-558.414,236.297,566.848,-639.101,215.503,561.941,,,,-249.168,247.062,537.857,294.485,260.563,533.859,-923.474,220.329,561.116,690.426,278.353,542.85,,,,,,,,,,,,
7939,0,-85.0996,235.546,529.211,-150.264,262.808,513.453,-221.657,250.38,537.29,-298.236,265.149,554.977,-367.438,253.582,560.099,-427.226,211.342,556.039,-489.153,265.437,553.734,-558.413,236.291,566.852,-639.446,215.951,561.829,,,,-249.179,247.201,537.876,294.486,260.565,533.86,-923.474,220.328,561.111,690.426,278.352,542.85,,,,,,,,,,,,
