Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
5798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.185,-9.28237,273.169,220.402,28.5977,278.947,-816.694,-54.4844,287.505,616.226,59.0262,292.798
5799,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.184,-9.28331,273.126,220.358,28.5645,278.955,-816.694,-54.4857,287.505,616.226,59.0259,292.798
5800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.182,-9.33255,273.135,220.364,28.605,278.97,-816.673,-54.5289,287.521,616.214,59.0138,292.815
5801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.165,-9.32735,273.136,220.365,28.5625,278.976,-816.69,-54.5663,287.522,616.227,59.0315,292.791
5802,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.168,-9.36239,273.127,220.365,28.5995,278.979,-816.676,-54.6051,287.486,616.224,59.0262,292.803
5803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.168,-9.3651,273.127,220.357,28.6312,278.958,-816.667,-54.6234,287.498,616.233,59.0308,292.804
5804,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.152,-9.41166,273.094,220.364,28.6071,278.97,-816.633,-54.6225,287.494,616.251,59.0528,292.801
5805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142.152,-9.41595,273.103,220.394,28.5905,278.965,-816.624,-54.6383,287.473,616.224,59.0264,292.803
