Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake:Head_M1,,,Snake:M2,,,Snake:M3,,,Snake:M4,,,Snake:M5,,,Snake:M6,,,Snake:M7,,,Snake:M8,,,Snake:M9,,,Snake:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
24417,0,-305.522,211.838,629.659,-319.946,257.674,602.622,-364.804,260.124,596.094,-426.579,284.427,600.184,-476.41,290.273,603.665,-520.219,240.712,591.754,-573.924,226.395,562.803,-611.352,276.498,608.515,,,,,,,-285.726,263.027,579.55,355.645,278.77,582.325,,,,752.66,278.028,596.359
24418,0,-304.959,211.606,629.723,-318.952,256.856,602.598,-364.831,260.068,596.592,-426.325,284.187,600.138,-476.057,290.515,603.568,-520.029,240.656,591.944,-573.584,226.098,562.424,-611.122,276.168,608.513,,,,,,,-285.762,262.994,579.556,355.649,278.773,582.32,,,,752.66,278.027,596.359
24419,0,-304.606,211.138,629.714,-318.189,256.634,602.614,-364.636,259.959,596.563,,,,-475.639,290.69,603.63,-519.752,240.738,592.068,-573.396,226.016,562.357,-610.935,275.741,608.417,,,,,,,-285.768,262.982,579.571,355.645,278.771,582.325,,,,752.66,278.027,596.359
24420,0,-304.016,210.609,629.878,-317.887,257.072,602.526,-364.538,259.449,596.191,,,,-475.416,290.479,603.642,-519.671,241.15,592.198,-573.259,225.889,562.325,,,,-688.445,295.794,601.048,,,,-285.798,262.954,579.595,355.645,278.77,582.325,,,,752.685,277.979,596.362
24421,0,-303.504,210.09,629.972,-317.189,256.509,602.892,-364.063,259.426,596.547,-425.708,283.952,600.162,-475.158,290.248,603.514,-519.536,241.317,592.376,-573.081,225.854,562.228,,,,-688.332,295.663,601.027,,,,-285.803,262.9,579.616,355.645,278.77,582.325,,,,752.66,278.026,596.359
24422,0,-303.035,209.658,630.149,-316.672,255.945,602.861,-363.875,259.25,596.434,-425.455,283.918,600.231,-475.175,290.654,603.475,-519.392,241.32,592.645,-572.791,225.834,562.148,,,,-688.211,295.657,600.994,,,,-285.842,262.888,579.651,355.649,278.773,582.32,,,,752.686,277.964,596.377
24423,0,-302.497,208.827,630.365,-315.638,255.698,602.802,-363.655,259.069,596.409,-425.201,283.952,600.368,-474.926,291.038,603.395,-519.166,241.507,592.934,-572.451,225.867,561.897,-610.821,275.278,608.658,-688.08,295.637,600.933,-749.306,303.969,579.657,-285.849,262.876,579.657,355.645,278.771,582.325,,,,752.661,278.009,596.374
24424,0,-302.226,208.124,630.48,-314.967,255.155,602.747,-363.508,258.953,596.349,-424.95,283.796,600.402,-474.527,291.172,603.428,-519.018,241.538,593.225,-572.087,225.894,561.799,-610.656,274.937,608.667,-687.928,295.717,600.895,-749.307,304.058,579.772,-285.893,262.843,579.68,355.645,278.77,582.325,,,,752.66,278.028,596.359
24425,0,-301.699,207.546,630.658,-314.656,254.845,602.929,-363.385,258.79,596.332,-424.695,283.422,600.432,-474.289,291.207,603.376,-518.844,241.763,593.339,-571.919,226.023,561.78,-610.465,274.619,608.707,-687.724,295.852,600.848,-749.301,304.063,579.941,-285.896,262.83,579.706,355.643,278.767,582.321,,,,752.661,278.012,596.374
24426,0,-301.069,206.826,631.059,-314.089,254.645,603.155,-363.186,258.661,596.273,,,,-474.107,291.408,603.286,-518.68,242.178,593.509,-571.818,226.129,561.759,-610.241,274.3,608.677,-687.507,295.89,600.806,-749.232,304.023,580.168,-285.909,262.832,579.704,355.645,278.77,582.325,,,,752.661,278.01,596.374
24427,0,-300.802,206.453,631.327,-313.284,254.149,603.15,-362.949,258.381,596.122,-424.199,282.894,600.45,-473.817,291.567,603.31,-518.444,242.437,593.775,-571.656,226.298,561.893,-610.012,274.028,608.687,-687.365,295.842,600.73,,,,-285.935,262.808,579.713,355.643,278.767,582.321,,,,752.685,277.979,596.363
24428,0,-300.209,205.934,631.82,-312.711,254.077,603.286,-362.807,258.092,595.832,-423.957,282.814,600.542,-473.209,291.246,603.281,-518.182,242.699,594.093,-571.356,226.175,561.997,,,,-687.242,295.753,600.641,,,,-285.93,262.773,579.713,355.645,278.77,582.325,,,,752.66,278.026,596.359
24429,0,-299.971,204.755,632.091,,,,-362.641,257.921,595.784,-423.64,282.621,600.566,-472.883,291.474,603.157,-517.965,242.823,594.417,-571.019,226.113,562.087,,,,-687.085,295.74,600.503,,,,-285.927,262.769,579.722,355.643,278.767,582.321,,,,752.66,278.028,596.359
24430,0,-299.651,204.427,632.434,-311.759,253.343,603.374,-362.419,257.747,595.77,-423.36,282.535,600.545,-472.728,291.746,602.994,-517.839,243.054,594.515,-570.653,226.153,562.128,,,,,,,,,,-285.915,262.78,579.698,355.64,278.771,582.337,,,,752.686,277.963,596.377
24431,0,-298.972,203.836,632.614,-310.798,253.019,603.523,-362.284,257.547,595.751,,,,-472.966,292.974,602.995,-517.672,243.338,594.592,-570.538,226.353,562.072,-610.809,276.185,609.159,,,,,,,-285.885,262.803,579.699,355.64,278.771,582.337,,,,752.686,277.96,596.378
24432,0,-298.58,203.141,632.996,,,,-362.05,257.298,595.721,-422.9,282.522,600.565,-472.897,293.517,602.804,-517.43,243.653,595.149,-570.374,226.431,562.018,-610.639,275.977,609.136,,,,,,,-285.864,262.774,579.684,355.64,278.771,582.337,,,,752.661,278.01,596.374
24433,0,-298.198,202.754,633.59,-309.625,252.368,603.709,-361.694,257.183,595.737,-422.591,282.408,600.463,-472.418,293.43,602.667,-517.043,243.988,595.521,-570.03,226.202,562.166,-610.121,275.206,609.049,,,,,,,-285.872,262.763,579.655,355.564,278.63,582.295,,,,752.661,278.012,596.374
24434,0,-297.966,201.815,633.821,,,,-361.264,257.097,595.843,-422.299,282.247,600.407,-471.799,293.655,602.441,-516.716,244.26,595.656,-569.608,225.959,562.28,-609.524,274.116,608.943,,,,,,,-285.857,262.771,579.641,355.639,278.767,582.336,,,,752.686,277.963,596.377
24435,0,-297.731,201.201,634.044,-308.137,251.596,603.914,-360.913,257.133,595.971,-422.047,282.141,600.407,-471.524,293.35,602.38,-516.663,244.6,595.736,-569.219,226.08,562.555,-609.288,273.746,608.929,-686.563,296.508,600.171,,,,-285.819,262.767,579.616,355.644,278.769,582.321,,,,752.661,278.009,596.374
24436,0,-296.637,201.012,634.416,-307.623,251.734,604.063,-360.715,257.167,595.904,-421.76,282.054,600.418,-471.354,295.092,602.042,-516.384,245.075,596.235,-568.913,226.407,562.722,-609.168,273.55,608.908,-686.532,296.596,600.143,,,,-285.816,262.763,579.614,355.645,278.77,582.325,,,,752.686,277.963,596.377
24437,0,-296.867,199.95,634.705,-307.219,251.256,603.928,-360.555,257.107,595.847,,,,-471.423,295.185,602.291,-516.056,245.142,596.81,-568.764,226.614,562.794,-609.053,273.338,608.907,-686.502,296.612,600.107,,,,-285.784,262.789,579.609,355.65,278.744,582.331,,,,752.661,278.009,596.374
24438,0,,,,-306.539,250.531,604.1,-360.322,256.894,595.801,-421.244,282.025,600.325,-470.721,294.74,602.059,-515.6,245.496,596.93,-568.497,226.526,562.799,-609.46,274.201,608.986,-686.474,296.629,600.072,,,,-285.768,262.8,579.585,355.65,278.744,582.331,,,,752.661,278.012,596.374
24439,0,-296.332,199.179,635.277,-306.068,250.464,604.395,-360.249,256.641,595.477,-420.985,282.046,600.314,-470.311,294.807,601.91,-515.523,245.975,597.013,-567.923,226.21,562.812,-609.829,274.927,609.105,-686.395,296.697,600.005,,,,-285.763,262.762,579.559,355.653,278.747,582.335,,,,752.686,277.963,596.377
24440,0,-296.438,198.467,635.647,-305.661,250.19,604.512,-360.052,256.428,595.407,-420.738,281.96,600.341,-470.079,295.302,601.726,-515.333,246.365,597.377,-567.446,226.293,562.795,-609.375,274.293,609.014,-686.373,296.661,599.999,,,,-285.719,262.791,579.545,355.65,278.744,582.331,,,,752.649,277.996,596.374
24441,0,-296.488,198.034,635.888,,,,-359.924,256.309,595.237,-420.538,281.866,600.337,-469.844,295.283,601.695,-515.042,246.456,597.792,-567.346,226.433,563.029,-608.878,273.584,608.948,-686.319,296.63,599.992,,,,-285.724,262.827,579.546,355.653,278.747,582.335,,,,752.661,278.011,596.374
24442,0,-296.483,197.857,635.959,-304.995,250.307,604.987,-359.738,256.175,595.22,-420.299,281.779,600.327,-469.035,295.924,601.922,-514.614,246.399,598.039,-567.111,226.339,563.142,-608.636,273.118,608.943,-686.162,296.629,599.945,,,,-285.723,262.837,579.508,355.65,278.744,582.331,,,,752.686,277.963,596.377
24443,0,-296.554,197.855,636.092,-304.715,250.017,604.975,-359.576,256.076,595.219,-420.429,282.287,600.348,-469.031,295.942,601.482,-514.224,246.664,598.099,-566.7,226.424,563.265,-608.418,272.861,608.967,-686.003,296.774,599.873,,,,-285.716,262.848,579.502,355.655,278.75,582.332,,,,752.686,277.961,596.378
24444,0,-296.355,198.161,636.63,-304.401,249.653,605.15,-359.384,255.916,595.325,-420.232,282.295,600.376,-468.882,295.721,601.422,-514.126,247.108,598.247,-566.374,226.668,563.178,-607.997,272.336,608.949,-685.699,296.873,599.754,,,,-285.716,262.848,579.502,355.655,278.75,582.332,,,,752.661,278.01,596.374
24445,0,-296.614,198.01,637.048,-303.964,249.819,605.335,-359.276,255.588,595.935,-419.921,282.284,600.382,-468.557,295.876,601.283,-513.982,247.643,598.627,-566.086,226.871,563.012,-607.596,271.677,608.928,-685.335,296.57,599.586,,,,-285.722,262.885,579.502,355.65,278.744,582.331,,,,752.66,278.028,596.359
24446,0,-296.911,197.707,637.301,-303.545,249.841,605.284,-359.071,255.253,595.237,-419.631,282.378,600.452,-468.641,297.293,601.218,-513.737,247.723,599,-565.857,226.894,562.944,,,,-685.204,296.459,599.486,,,,-285.717,262.888,579.55,355.653,278.747,582.335,,,,752.661,278.012,596.374
24447,0,-297.01,197.669,637.305,-303.198,249.708,605.265,-358.261,255.625,595.743,-419.374,282.36,600.497,-468.356,297.148,601.191,-513.373,247.639,599.084,-565.505,226.59,563.026,-608.318,272.969,609.231,-685.074,296.359,599.416,,,,-285.717,262.888,579.551,355.65,278.744,582.331,,,,752.661,278.01,596.374
24448,0,-297.012,197.881,637.433,-302.838,249.554,605.32,-358.061,255.711,595.685,-419.178,282.112,600.458,-468.024,297.044,601.008,-512.976,247.699,599.054,-565.31,226.974,563.131,-607.84,272.203,609.057,,,,,,,-285.738,262.917,579.565,355.65,278.744,582.331,,,,752.661,278.011,596.374
24449,0,-297.013,197.95,637.595,-302.608,249.505,605.37,-357.961,255.658,595.593,-419.065,281.844,600.344,-467.673,297.14,600.841,-512.727,247.714,599.077,-564.791,226.625,563.11,-607.477,271.605,609.017,,,,-748.825,304.319,583.135,-285.738,262.918,579.565,355.655,278.75,582.332,,,,752.661,278.011,596.374
24450,0,-296.966,198.038,637.896,-302.332,249.59,605.361,-357.866,255.598,595.497,-419.11,281.984,600.282,-467.316,297.218,600.775,-512.584,248.242,599.527,-564.555,226.641,563.244,-607.353,271.373,609.061,,,,-748.63,304.123,583.495,-285.75,262.919,579.563,355.655,278.75,582.332,,,,752.661,278.011,596.374
24451,0,-296.896,198.201,638.189,-302.097,249.858,605.353,-357.723,255.502,595.579,-418.903,281.709,600.429,-467.269,297.783,600.665,-512.347,248.588,600.01,-563.938,227.509,563.068,-607.063,270.931,609.013,-684.309,297.272,599.184,-748.447,304.022,583.786,-285.789,262.924,579.579,355.653,278.747,582.335,,,,752.661,278.011,596.374
24452,0,-296.984,198.302,638.52,-301.826,250.016,605.471,-357.68,255.444,595.521,-418.748,281.689,600.512,-467.263,298.258,600.73,-512.119,248.687,600.139,-564.113,227.349,563.442,-606.763,270.466,608.986,-684.106,297.261,599.075,-748.324,304.017,583.873,-285.792,262.919,579.594,355.653,278.747,582.335,,,,752.661,278.011,596.374
24453,0,-296.909,198.364,638.552,-301.665,249.998,605.561,-357.589,255.342,595.508,-418.597,281.664,600.613,-467.195,298.742,600.665,-511.706,248.749,600.227,-563.707,226.968,563.501,-607.051,271.068,609.071,-683.888,297.287,598.952,-748.256,304.042,583.925,-285.804,262.918,579.593,355.653,278.747,582.335,,,,752.661,278.011,596.374
24454,0,-296.827,198.462,638.618,-301.527,249.875,605.61,-357.7,255.118,595.288,-418.279,281.9,600.667,-467.19,299.44,600.554,-511.508,248.926,600.251,-563.108,226.508,563.59,-607.358,271.847,609.184,-683.721,297.415,598.914,-748.274,304.245,584.158,-285.795,262.92,579.637,355.658,278.747,582.324,,,,752.66,278.026,596.358
24455,0,-296.773,198.428,638.617,-301.464,249.785,605.733,-357.556,255.142,595.478,-418.222,281.927,600.678,-467.287,299.784,600.395,-511.489,249.595,600.346,-562.765,226.492,563.671,-606.963,271.471,609.058,-683.507,297.464,598.903,-747.833,303.568,584.432,-285.815,262.908,579.643,355.65,278.744,582.331,,,,752.661,278.012,596.374
24456,0,-296.75,198.496,638.599,-301.366,249.779,605.866,-357.528,255.174,595.541,-418.112,282.016,600.689,-466.953,299.677,600.409,-511.364,249.893,600.943,-562.584,226.654,563.619,-606.417,270.818,609.017,-683.018,296.93,598.724,-747.639,303.27,584.683,-285.844,262.884,579.651,355.653,278.747,582.335,,,,752.661,278.011,596.374
24457,0,-296.28,198.087,638.613,-301.224,249.914,605.939,-357.508,255.122,595.536,-418.034,282.11,600.712,-466.405,299.988,600.286,-511.303,249.406,601.193,-562.345,226.931,563.624,-605.759,269.706,608.932,-683.031,297.219,598.733,-747.644,303.292,584.787,-285.844,262.887,579.641,355.65,278.744,582.331,,,,752.661,278.01,596.373
24458,0,-296.009,198.275,638.506,-300.93,250.107,606.005,-357.495,255.053,595.546,-417.994,282.127,600.714,-466.289,300.352,600.237,,,,-561.76,227.053,563.688,-605,269.387,609.278,-682.975,297.359,598.819,-747.617,303.249,584.844,-285.844,262.884,579.651,355.653,278.747,582.335,,,,752.649,277.973,596.375
24459,0,-295.744,198.425,638.422,-300.675,250.228,606.032,-357.41,255,595.679,-417.929,282.17,600.698,-466.305,300.786,600.108,,,,-561.346,226.888,563.779,,,,,,,-747.483,303.219,584.93,-285.844,262.884,579.651,355.656,278.75,582.33,,,,752.649,277.972,596.377
24460,0,-295.367,198.492,638.296,-300.452,250.32,605.99,-357.33,255.372,595.43,-417.95,282.207,600.645,-465.822,300.871,599.873,-509.256,251.829,601.503,-561.033,226.804,563.878,,,,,,,,,,-285.826,262.892,579.646,355.652,278.737,582.335,,,,752.649,277.972,596.377
24461,0,-294.785,198.404,637.984,,,,-357.509,254.713,595.337,-417.86,282.151,600.517,-465.632,301.267,599.755,,,,-560.583,226.702,564.104,,,,,,,,,,-285.809,262.918,579.636,355.575,278.599,582.307,,,,752.661,278.01,596.374
24462,0,-294.265,198.204,637.627,,,,-357.415,254.46,595.349,-417.76,282.103,600.591,-465.588,301.82,599.743,,,,-560.199,226.937,564.3,-604.764,268.801,608.784,-682.444,298.324,598.459,,,,-285.814,262.895,579.625,355.563,278.626,582.294,,,,752.661,278.012,596.374
24463,0,-293.824,198.464,637.129,,,,-357.354,254.405,595.349,-417.587,282.152,600.603,-465.444,302.663,599.641,,,,-559.818,227.379,564.538,-604.553,268.289,608.693,-682.19,298.144,598.393,,,,-285.805,262.86,579.624,355.649,278.743,582.331,,,,752.661,278.011,596.374
24464,0,-292.942,198.384,636.751,,,,-357.267,254.439,595.306,-417.283,282.168,600.625,-464.578,302.064,599.181,-508.097,253.409,603.144,-559.39,226.981,564.722,-604.004,267.405,608.6,-681.734,298.032,598.078,,,,-285.811,262.904,579.6,355.651,278.745,582.331,,,,752.661,278.011,596.374
24465,0,-291.558,198.451,636.306,,,,-357.108,254.423,595.248,-416.957,282.479,600.708,-463.842,301.416,598.807,,,,-558.804,226.582,564.775,-603.97,267.284,608.528,-681.325,298.076,597.976,,,,-285.793,262.871,579.6,355.65,278.744,582.331,,,,752.661,278.011,596.374
24466,0,-290.139,198.403,635.228,-299.411,251.128,605.066,-357.398,254.555,594.926,-416.718,282.283,600.591,,,,,,,-558.312,227.014,565.05,-603.994,267.422,608.554,-681.055,298.018,597.9,,,,-285.783,262.888,579.578,355.656,278.75,582.33,,,,752.661,278.011,596.374
24467,0,-288.688,198.621,634.029,-299.11,251.051,604.827,-356.259,254.45,594.813,-416.388,282.276,600.603,,,,-507.379,254.762,603.602,-557.849,226.934,565.381,-604.006,267.484,608.558,,,,-747.012,303.399,587.091,-285.754,262.91,579.579,355.557,278.624,582.327,,,,752.661,278.011,596.374
24468,0,-286.878,198.974,632.579,-298.64,251.198,604.583,-356.174,254.387,595.247,-416.184,281.839,600.406,-462.831,302.876,598.399,,,,-557.645,227.311,565.766,-603.865,267.337,608.563,,,,-747.025,303.44,587.269,-285.756,262.911,579.57,355.655,278.747,582.33,,,,752.661,278.011,596.374
24469,0,-285.544,199.727,630.972,-298.101,251.247,604.126,-355.828,254.127,595.28,-416.074,281.669,600.175,-462.241,302.627,598.057,,,,-556.997,227.102,565.962,-603.616,266.991,608.546,-680.509,298.374,597.606,,,,-285.744,262.911,579.571,355.561,278.652,582.338,,,,752.661,278.011,596.374
24470,0,-284.316,200.338,629.313,,,,-355.498,254.196,595.182,-415.732,281.434,600.332,-462.151,303.364,597.626,,,,-556.367,226.801,566.05,-603.412,266.634,608.516,-680.186,298.425,597.391,-746.085,302.108,587.779,-285.742,262.958,579.566,355.652,278.744,582.326,,,,752.661,278.011,596.374
24471,0,-283.162,201.204,627.607,,,,-355.932,253.886,594.737,-415.519,281.412,600.314,-462.015,304.251,597.468,-505.911,256.841,604.29,-556.047,226.988,566.433,-603.293,266.466,608.369,-680.014,298.465,597.245,-745.98,302.062,587.861,-285.738,262.969,579.551,355.583,278.611,582.287,,,,752.649,277.973,596.377
24472,0,-281.964,201.814,626.048,,,,-355.441,253.702,594.896,-415.002,281.431,600.282,-461.49,304.225,597.319,-505.535,256.836,604.391,-555.748,227.101,566.971,-602.962,266.185,608.29,-679.856,298.389,597.154,,,,-285.741,262.962,579.566,355.582,278.614,582.293,,,,752.649,277.972,596.377
24473,0,-280.947,202.135,624.559,-297.029,251.459,603.371,-355.247,253.502,594.916,-414.688,281.425,600.268,-460.889,304.345,597.074,-505.376,257.405,604.601,-555.252,227.597,567.21,-603.349,266.605,608.3,-679.663,298.318,597.063,,,,-285.749,262.968,579.55,355.653,278.745,582.326,,,,752.649,277.972,596.377
24474,0,-279.794,202.942,623.405,-296.776,251.7,603.002,-355.079,253.78,594.857,-414.522,281.453,600.214,,,,-505.273,258.643,605.099,-554.697,227.147,567.362,-603.371,266.642,608.284,-679.379,298.366,596.907,,,,-285.741,262.962,579.566,355.658,278.749,582.324,,,,752.649,277.972,596.377
24475,0,-278.909,203.474,622.177,-296.754,251.751,602.646,-354.869,253.591,594.936,-414.442,281.415,600.16,-459.858,304.037,596.061,-504.672,258.903,605.063,-554.27,226.824,567.495,-602.98,265.946,608.256,,,,,,,-285.753,262.961,579.565,355.576,278.609,582.299,,,,752.661,278.01,596.374
24476,0,-277.952,204.09,620.965,-296.554,252.112,602.387,-354.575,254.122,594.562,-414.442,281.382,599.993,-459.731,304.622,595.866,-504.362,258.783,605.152,-553.845,227.238,568.042,-602.721,265.508,608.241,,,,,,,-285.741,262.962,579.566,355.649,278.758,582.349,,,,752.661,278.012,596.374
24477,0,-277.069,204.447,619.688,-296.482,252.475,602.355,-354.54,254.065,594.547,-414.389,281.365,599.922,,,,-504.1,259.008,605.154,-553.456,227.368,568.481,-602.568,265.261,608.273,,,,,,,-285.753,262.963,579.564,355.661,278.758,582.331,,,,752.661,278.011,596.374
24478,0,-276.403,204.97,618.142,-296.573,253.161,602.093,-354.489,254.283,594.599,-414.347,281.359,599.852,,,,-503.739,259.836,605.111,-553.19,227.725,568.593,-602.417,265.113,608.249,,,,,,,-285.755,262.959,579.564,355.636,278.778,582.338,,,,752.661,278.011,596.374
24479,0,-275.561,205.714,616.742,-296.369,253.222,601.671,-354.47,254.064,594.637,-414.319,281.376,599.799,-465.355,314.968,596.312,-503.428,260.135,605.108,-553.078,227.896,568.609,-602.295,264.971,608.228,,,,,,,-285.763,262.987,579.58,355.649,278.746,582.336,,,,752.649,277.973,596.377
24480,0,-274.685,206.535,615.603,,,,-354.436,254.283,594.669,-414.267,281.422,599.758,-459.574,306.758,594.926,-503.073,260.48,605.595,-552.661,227.816,568.994,-602.147,264.764,608.204,-679.827,301.137,596.665,,,,-285.757,262.951,579.58,355.652,278.749,582.341,,,,752.649,277.972,596.377
24481,0,-273.93,207.178,614.208,,,,-354.509,254.057,594.636,-414.237,281.441,599.716,-457.755,304.394,594.041,-502.781,261.106,605.867,-552.332,227.722,569.568,-602.382,265.202,608.176,-678.51,298.636,596.224,-745.49,302.192,589.909,-285.794,262.916,579.586,355.644,278.773,582.332,,,,752.649,277.972,596.377
24482,0,-273.343,207.986,612.523,-296.42,253.915,601.119,-354.484,254.076,594.669,-414.185,281.488,599.684,-458.074,305.567,593.72,-502.552,262.235,605.931,-551.899,228.074,569.857,-602.521,265.501,608.326,-678.085,298.383,595.969,-745.39,302.006,589.972,-285.786,262.882,579.594,355.64,278.771,582.337,,,,752.649,277.972,596.377
24483,0,-272.39,209.302,611.339,-296.445,254.62,600.91,-354.501,254.12,594.685,-414.127,281.529,599.647,-458.579,307.04,593.672,-502.197,262.168,606.007,-551.44,227.83,569.932,-602.45,265.334,608.268,-678.027,298.875,595.822,-745.227,301.844,590.027,-285.793,262.87,579.6,355.63,278.785,582.341,,,,752.649,277.972,596.377
24484,0,-272.248,210.063,610.105,-296.424,255.226,600.516,-354.653,254.316,595.011,-414.069,281.596,599.567,-458.311,307.152,593.466,-501.953,262.527,606.054,-551.177,227.859,570.105,-602.225,264.96,608.198,-677.909,299.036,595.732,-745.108,301.778,590.162,-285.782,262.841,579.594,355.636,278.779,582.339,,,,752.649,277.972,596.375
24485,0,-271.837,211.011,608.712,,,,-354.602,254.377,595.074,-413.745,281.367,599.473,-458.158,307.448,593.074,-501.63,262.913,606.117,-550.99,228.062,570.535,-601.943,264.42,608.12,-677.763,298.979,595.646,-744.927,301.532,590.402,-285.819,262.807,579.599,355.658,278.747,582.324,,,,752.649,277.972,596.377
24486,0,-271.283,212.361,607.174,,,,-354.6,254.351,595.118,-413.782,281.642,599.486,-458.005,307.72,592.752,-501.235,263.406,606.033,-550.664,228.251,570.857,-601.653,263.92,608.106,-677.651,298.835,595.52,-744.683,301.075,590.686,-285.833,262.756,579.579,355.658,278.747,582.324,,,,752.649,277.972,596.377
24487,0,-270.772,213.512,605.869,,,,-354.527,254.394,595.167,-413.65,281.797,599.355,-457.608,307.737,592.469,-500.972,263.649,606.081,-550.199,228.502,571.039,-601.424,263.519,608.047,-677.327,298.739,595.371,,,,-285.857,262.74,579.572,355.635,278.774,582.333,,,,752.636,277.96,596.376
24488,0,-270.514,214.843,604.804,,,,-354.503,254.33,595.178,-413.695,281.904,599.325,,,,-500.713,264.249,606.208,-550.036,228.808,571.13,-601.278,263.236,607.916,,,,,,,-285.86,262.733,579.587,355.648,278.773,582.32,,,,752.649,277.972,596.377
24489,0,-270.271,215.923,603.694,,,,-354.47,254.316,595.212,-413.638,281.948,599.284,-457.117,307.976,591.781,-500.436,264.601,606.138,-549.843,228.988,571.2,-601.386,263.49,607.772,,,,,,,-285.916,262.696,579.6,355.645,278.777,582.337,,,,752.649,277.973,596.377
24490,0,-269.844,217.098,602.974,-296.134,256.775,599.788,-354.458,254.294,595.203,-413.599,281.966,599.266,-457.258,308.528,591.529,-500.303,264.794,606.216,-549.449,228.776,571.4,-601.35,263.524,607.721,,,,,,,-285.961,262.662,579.623,355.645,278.777,582.338,,,,752.649,277.972,596.377
24491,0,-269.465,218.443,601.997,-296.364,256.829,599.537,-354.458,254.293,595.202,-413.666,282.059,599.267,-456.972,308.818,591.323,-499.932,265.393,606.271,-549.046,228.482,571.783,-601.207,263.341,607.686,,,,,,,-286.024,262.658,579.661,355.636,278.781,582.346,,,,752.661,278.01,596.374
24492,0,-269.267,219.541,601.218,-296.444,257.079,599.442,-354.463,254.241,595.194,-413.617,282.059,599.245,,,,-499.828,265.718,606.275,-548.625,228.542,571.941,-600.945,262.981,607.592,,,,,,,-286.108,262.653,579.703,355.639,278.784,582.341,,,,752.661,278.012,596.374
