Trajectories
150
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2781,0,-207.117,-19.9114,246.555,-268.193,-16.9731,245.483,-344.934,-35.4404,236.323,-420.809,-17.4571,249.786,-496.155,-27.188,247.407,-567.751,-35.3836,243.35,,,,,,,,,,,,,-174.175,-7.84307,232.859,60.956,-1.22024,229.411,-849.013,-11.7226,248.691,234.105,-3.70063,239.152
2782,0,-206.324,-19.9756,246.502,-267.427,-16.6269,245.489,-344.006,-35.386,236.29,-419.939,-17.693,249.607,-495.401,-27.3937,247.361,-566.91,-35.525,242.596,,,,,,,,,,,,,-174.159,-7.84103,232.861,60.9753,-1.22972,229.407,-849.018,-11.7062,248.712,234.116,-3.6839,239.157
2783,0,-205.662,-19.9887,246.526,-266.885,-16.7908,245.372,-343.63,-35.5652,236.463,-419.136,-17.0525,249.509,-494.777,-27.0116,247.566,-566.506,-36.0075,242.351,,,,-716.263,-18.5521,253.743,,,,,,,-174.159,-7.84088,232.861,60.9577,-1.20709,229.44,-849.028,-11.7334,248.722,234.12,-3.6823,239.135
2784,0,-204.84,-19.8999,246.507,-266.059,-16.5648,245.085,-343.01,-35.6364,236.384,-418.116,-16.5923,249.432,-493.831,-26.5825,247.715,-565.552,-36.096,242.297,,,,-715.727,-19.2659,253.89,,,,,,,-174.164,-7.84477,232.883,60.9436,-1.2404,229.441,-849.038,-11.7638,248.732,234.122,-3.68026,239.135
2785,0,-204.121,-19.9902,246.493,-265.67,-16.1939,245.165,-342.072,-35.4794,236.433,-417.385,-16.5283,249.32,-493.159,-26.0005,247.758,-565.129,-36.2569,242.099,-636.773,-23.1652,251.893,-714.891,-19.8678,253.895,,,,,,,-174.18,-7.84679,232.882,60.976,-1.27089,229.459,-849.128,-12.0249,248.767,234.155,-3.6428,239.14
2786,0,-203.214,-20.0982,246.572,-264.668,-16.2305,245.443,-341.448,-35.4574,236.64,-416.732,-17.2202,249.807,,,,-563.881,-36.3097,241.869,,,,-713.901,-19.0044,253.51,,,,,,,-174.165,-7.84514,232.883,60.9237,-1.23743,229.397,-849.134,-12.0226,248.768,234.189,-3.60398,239.147
2787,0,-202.605,-19.8624,246.611,,,,-340.504,-35.1925,236.913,-416.032,-17.2591,249.721,,,,-563.311,-36.4254,241.726,-635.664,-24.5602,252.589,,,,,,,,,,-174.173,-7.85657,232.881,60.9222,-1.23963,229.388,-849.13,-12.0369,248.769,234.177,-3.62505,239.141
2788,0,-201.673,-20.0812,246.562,-262.756,-16.3383,245.817,-339.793,-34.9666,237.028,-415.28,-17.4279,249.765,,,,-562.678,-36.354,241.716,-634.501,-22.3504,252.248,-712.609,-19.7083,253.615,,,,,,,-174.165,-7.84533,232.883,60.9415,-1.25377,229.412,-849.133,-12.03,248.767,234.157,-3.66023,239.131
2789,0,-200.918,-20.0635,246.254,-262.383,-16.1693,245.647,-338.876,-34.7968,237.088,-414.654,-17.6757,249.663,,,,-562.216,-36.9046,241.503,,,,-711.852,-19.1337,253.484,,,,,,,-174.173,-7.85647,232.881,60.9206,-1.23509,229.398,-849.13,-11.9983,248.761,234.174,-3.63123,239.141
2790,0,-200.154,-20.2636,246.188,-261.821,-15.9727,245.757,-338.182,-34.7928,237.221,-413.703,-17.3753,249.738,,,,-561.772,-37.2126,241.266,,,,-710.919,-19.139,253.436,,,,,,,-174.17,-7.89726,232.882,60.92,-1.23441,229.397,-849.131,-12.0057,248.766,234.167,-3.6428,239.136
2791,0,-199.329,-20.2237,246.144,,,,-337.556,-34.855,237.293,-413.06,-17.2574,249.654,,,,-561.278,-37.3466,240.74,,,,-710.549,-19.4582,253.57,,,,,,,-174.17,-7.89824,232.882,60.9414,-1.25368,229.412,-849.132,-12.0082,248.766,234.175,-3.62747,239.141
2792,0,-198.643,-20.4301,246.106,,,,-336.804,-34.5681,237.314,-412.222,-17.4039,249.852,,,,-560.323,-37.4356,240.638,,,,-709.638,-19.763,253.671,,,,,,,-174.17,-7.89767,232.882,60.9559,-1.27166,229.403,-849.132,-12.008,248.766,234.154,-3.63836,239.163
2793,0,-198.016,-20.3708,246.117,-259.026,-15.6187,244.985,-336.06,-34.2439,237.123,-411.661,-17.4936,249.859,,,,-559.921,-37.7386,240.512,,,,-709.216,-19.7068,253.718,,,,,,,-174.17,-7.89763,232.882,60.9595,-1.2725,229.41,-849.135,-12.0384,248.772,234.13,-3.67872,239.152
2794,0,-197.314,-20.708,246.204,,,,-335.241,-34.2117,237.385,-410.96,-17.9407,249.932,,,,-558.869,-37.5877,240.482,,,,-708.225,-19.9957,253.733,-776.417,-14.5337,253.96,,,,-174.186,-7.91492,232.901,60.9374,-1.2528,229.396,-849.135,-12.0415,248.772,234.129,-3.68051,239.151
2795,0,-196.637,-20.6316,246.055,,,,-334.626,-34.0184,237.972,-410.231,-17.265,249.709,,,,-558.595,-37.9042,240.378,,,,-707.775,-19.7036,253.749,,,,,,,-174.184,-7.91638,232.892,60.9599,-1.2762,229.401,-849.135,-12.0403,248.772,234.153,-3.63755,239.163
2796,0,-195.888,-20.8378,245.892,,,,-333.768,-33.7538,238.069,-409.666,-18.2485,249.849,,,,-557.692,-37.9844,240.368,,,,-706.877,-19.6381,253.715,,,,,,,-174.208,-7.97284,232.876,60.9605,-1.27698,229.401,-849.135,-12.04,248.772,234.169,-3.61754,239.146
2797,0,-195.114,-20.9202,245.839,,,,-333.211,-33.3488,238.039,-409.11,-18.1174,249.866,,,,-557.214,-38.0587,240.067,,,,-706.322,-19.6189,253.632,,,,,,,-174.178,-7.95373,232.879,60.9594,-1.27236,229.41,-849.135,-12.04,248.772,234.153,-3.64042,239.166
2798,0,-194.614,-20.9022,245.689,,,,-332.651,-33.5451,238.091,-408.172,-17.7744,249.781,,,,-556.323,-37.8238,240.062,,,,-705.492,-19.5638,253.726,,,,,,,-174.208,-7.97285,232.876,60.9746,-1.24323,229.4,-849.136,-12.0422,248.769,234.155,-3.64233,239.14
