Trajectories
150
,,Snake_89:Head_M1,,,Snake_89:M2,,,Snake_89:M3,,,Snake_89:M4,,,Snake_89:M5,,,Snake_89:M6,,,Snake_89:M7,,,Snake_89:M8,,,Snake_89:M9,,,Snake_89:Vent_M10,,,Branch:Unlabeled1183,,,Branch:Unlabeled1181,,,Branch:Unlabeled1184,,,Branch:Unlabeled1182,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2348,0,-335.423,204.299,559.18,-407.016,192.951,553.069,-483.665,193.888,560.923,-563.656,184.712,564.949,-638.057,190.13,565.424,-716.594,189.485,569.795,-777.593,168.504,559.182,-852.316,190.128,571.55,-925.342,200.893,568.622,,,,-323.327,217.71,550.988,375.85,259.34,545.484,-1126.23,186.923,565.35,812.286,273.414,556.127
2349,0,-334.314,204.001,558.899,-406.187,193.203,552.921,-482.286,194.002,561.069,-562.571,184.424,564.968,-636.856,190.333,565.459,-715.406,190.343,569.943,-776.725,169.272,559.179,-851.385,189.217,571.118,-924.702,202.088,568.563,,,,-323.476,217.525,550.963,375.874,259.315,545.481,-1126.21,186.98,565.32,812.286,273.414,556.127
2350,0,-333.352,203.976,558.849,-405.37,192.965,552.853,-481.558,194.293,561.138,-561.933,184.79,565.074,-635.927,189.355,565.078,-714.412,190.165,569.876,-775.599,169.385,559.605,-850.644,189.249,571.226,-923.9,202.459,569.201,,,,-323.465,217.539,550.973,375.875,259.313,545.481,-1126.23,187.052,565.303,812.286,273.414,556.127
2351,0,-332.579,203.942,558.888,-404.648,193.343,552.806,-480.64,194.468,561.306,-560.621,184.862,565.201,-635.107,189.699,564.919,-713.602,190.334,570.007,-774.599,170.143,559.859,-849.709,188.537,571.134,-922.711,202.029,568.377,-974.219,209.96,558.575,-323.419,217.629,550.999,375.874,259.314,545.481,-1126.27,187.016,565.311,812.288,273.417,556.132
2352,0,-331.91,204.385,558.887,-403.724,193.08,552.659,-479.605,194.593,561.242,-559.785,185.285,565.404,-634.075,188.618,564.758,-712.248,190.728,569.864,-773.693,170.571,560.011,-849.047,187.685,570.895,-922.011,201.784,568.989,,,,-323.509,217.565,550.853,375.874,259.314,545.481,-1126.23,187.025,565.337,812.286,273.414,556.127
2353,0,-330.811,204.094,558.869,-402.483,192.501,552.664,-479.073,194.739,561.336,-559.093,185.534,565.619,-633.065,188.177,564.699,-711.391,191.027,569.773,-772.977,170.268,560.15,-848.35,187.457,570.903,,,,-973.014,208.724,559.121,-323.513,217.559,550.868,375.874,259.314,545.481,-1126.24,187.081,565.324,812.286,273.414,556.127
2354,0,-330.355,204.355,558.798,-402.176,193.104,552.636,-477.709,194.593,561.47,-557.941,185.342,565.518,-632.254,187.751,564.561,-710.478,190.924,569.816,-772.195,170.946,560.147,-847.25,186.337,570.585,-920.195,201.493,568.846,,,,-323.355,217.759,550.911,375.874,259.314,545.481,-1126.24,187.086,565.323,812.286,273.414,556.127
2355,0,-329.118,204.194,558.852,-400.982,193.211,552.882,-477.057,194.919,561.526,-557.337,185.71,565.766,-631.862,188.218,563.9,-709.282,191.361,569.738,-771.175,171.157,560.485,-846.764,185.837,570.528,-918.905,201.912,568.796,,,,-323.345,217.822,550.922,375.879,259.301,545.476,-1126.26,187.02,565.333,812.286,273.414,556.127
2356,0,-328.177,204.409,559.037,-400.094,193.037,553.002,-476.365,195.079,561.725,-556.545,185.897,565.743,-630.997,188.097,563.279,-708.686,191.292,569.751,-770.266,170.865,560.774,-845.803,185.33,570.312,-918.128,201.109,568.755,,,,-323.348,217.821,550.927,375.875,259.313,545.481,-1126.26,187.113,565.321,812.286,273.414,556.127
