Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_90:Head_M1,,,Snake_90:M2,,,Snake_90:M3,,,Snake_90:M4,,,Snake_90:M5,,,Snake_90:M6,,,Snake_90:M7,,,Snake_90:M8,,,Snake_90:M9,,,Snake_90:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
8182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.718,-185.361,144.822,217.585,-180.821,146.652,-804.906,-187.044,164.468,391.001,-183.629,157.248
8183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.743,-185.363,144.85,217.585,-180.818,146.659,-804.906,-187.041,164.468,391.022,-183.629,157.246
8184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.748,-185.372,144.893,217.585,-180.818,146.659,-804.929,-187.03,164.468,391.015,-183.588,157.249
8185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.748,-185.373,144.894,217.582,-180.816,146.64,-804.929,-187.029,164.468,391.012,-183.601,157.269
8186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.756,-185.414,144.894,217.594,-180.785,146.632,-804.949,-187.087,164.477,391.01,-183.618,157.25
8187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.787,-185.423,144.904,217.616,-180.799,146.65,-804.95,-187.094,164.478,391.01,-183.619,157.249
8188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.797,-185.462,144.908,217.617,-180.799,146.65,-804.972,-187.081,164.478,391.015,-183.65,157.257
8189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.797,-185.466,144.908,217.614,-180.797,146.631,-804.973,-187.079,164.477,391.015,-183.655,157.257
