Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_90:Head_M1,,,Snake_90:M2,,,Snake_90:M3,,,Snake_90:M4,,,Snake_90:M5,,,Snake_90:M6,,,Snake_90:M7,,,Snake_90:M8,,,Snake_90:M9,,,Snake_90:Vent_M10,,,branch:OriginEnd,,,branch:TargetEnd,,,branch:OriginOther,,,branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
26977,0,-269.698,-195.577,163.244,-345.835,-214.535,160.886,-419.369,-212.902,154.652,-494.998,-199.597,171.531,,,,,,,-744.827,-198.769,169.718,,,,,,,,,,-129.678,-185.282,144.829,217.938,-180.679,146.811,-804.874,-186.92,164.727,391.117,-184.137,157.396
26978,0,-267.465,-196.343,163.573,-340.48,-211.785,161.099,-421.348,-228.303,155.415,-493.694,-201.093,171.986,-573.586,-213.232,157.961,,,,,,,,,,,,,,,,-129.678,-185.282,144.829,217.952,-180.689,146.806,-804.864,-186.986,164.674,391.311,-183.64,157.353
26979,0,-265.558,-196.71,163.298,-334.221,-209.051,161.822,-415.148,-214.371,153.674,-489,-198.958,171.892,-571.3,-211.038,157.973,,,,,,,-792.122,-195.059,164.928,,,,,,,-129.678,-185.282,144.829,217.951,-180.686,146.813,-804.697,-186.498,164.564,391.48,-183.291,157.233
26980,0,-262.234,-195.63,163.379,,,,-416.805,-229.536,154.502,-486.95,-199.5,171.929,-569.095,-210.732,158.869,,,,-737.595,-198.575,170.375,-789.577,-193.789,165.179,,,,,,,-129.678,-185.282,144.829,217.94,-180.677,146.8,-804.773,-186.665,164.594,391.156,-184.052,157.394
26981,0,-260.004,-195.322,163.399,,,,-414.529,-230.122,154.151,-485.376,-200.45,172.016,-566.981,-210.301,159.163,,,,-735.326,-198.417,170.432,-788.22,-200.673,165.545,,,,,,,-129.678,-185.282,144.829,217.941,-180.682,146.83,-804.893,-187.047,164.636,391.134,-184.139,157.399
26982,0,-257.421,-195.344,163.313,-327.85,-208.318,161.82,-405.994,-226.773,154.279,-483.092,-201.207,171.762,-564.781,-209.503,159.839,,,,-732.922,-197.934,170.489,,,,,,,,,,-129.678,-185.282,144.829,217.917,-180.663,146.801,-804.9,-187.085,164.624,391.139,-184.329,157.146
26983,0,-254.395,-194.257,162.988,-327.055,-208.152,161.354,-402.191,-226.416,154.343,-480.169,-201.319,171.51,-562.412,-208.003,160.424,,,,,,,,,,,,,,,,-129.678,-185.282,144.829,217.938,-180.674,146.807,-804.897,-187.066,164.622,391.305,-183.616,157.346
26984,0,-252.223,-194.826,162.779,-325.627,-200.394,161.323,-407.476,-231.702,153.312,-477.618,-201.104,171.344,,,,,,,,,,-845.788,-217.85,169.679,,,,,,,-129.678,-185.264,144.805,217.926,-180.66,146.806,-804.874,-187.072,164.621,391.48,-183.285,157.235
