Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_95:Head_M1,,,Snake_95:M2,,,Snake_95:M3,,,Snake_95:M4,,,Snake_95:M5,,,Snake_95:M6,,,Snake_95:M7,,,Snake_95:M8,,,Snake_95:M9,,,Snake_95:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1311,0,-229.352,144.587,293.862,,,,-326.91,199.109,278.705,,,,-430.997,183.272,286.884,,,,-553.511,165.361,287.969,,,,-712.798,150.708,288.136,-783.317,148.769,284.22,-270.412,186.051,271.705,278.58,249.787,257.959,-940.923,110.52,289.394,1009.49,333.683,273.55
1312,0,-229.549,146.637,294.174,,,,-326.438,199.439,278.827,,,,-430.67,183.003,286.908,,,,,,,,,,-712.315,150.712,288.1,,,,-270.412,186.051,271.705,278.575,249.757,257.96,-940.924,110.514,289.377,1009.54,333.841,273.599
1313,0,-228.378,146.374,295.07,,,,-325.811,199.538,278.696,,,,-430.351,182.739,286.864,,,,,,,,,,-711.726,150.737,288.057,-783.087,149.203,283.718,-270.408,186.025,271.725,278.571,249.772,257.962,-940.944,110.467,289.383,1009.61,334.113,273.687
1314,0,-225.196,143.872,295.417,,,,-325.492,199.386,278.847,,,,-430.027,182.418,286.94,,,,,,,,,,,,,-782.746,149.652,283.698,-270.438,186.035,271.683,278.574,249.784,257.962,-940.9,110.474,289.379,1009.62,334.149,273.698
1315,0,-224.096,144.613,295.201,,,,-324.957,199.62,278.839,,,,-429.658,181.95,287.26,-483.979,176.318,287.632,,,,,,,-711.063,150.988,288.068,-782.539,149.93,283.587,-270.409,186.007,271.701,278.574,249.785,257.962,-940.943,110.473,289.38,1009.62,334.13,273.692
1316,0,-224.229,149.639,294.731,,,,-324.784,200.089,278.775,,,,-429.376,181.466,287.688,-483.171,175.682,287.376,,,,,,,-710.472,151.017,287.971,-782.096,150.044,283.115,-270.411,186.029,271.682,278.574,249.784,257.962,-940.945,110.466,289.384,1009.51,333.719,273.561
1317,0,-222.157,153.575,294.454,,,,-324.157,199.89,278.557,,,,-428.939,180.981,287.901,,,,,,,,,,-709.942,150.753,287.967,-781.302,149.791,282.674,-270.412,186.034,271.682,278.574,249.784,257.962,-940.944,110.464,289.38,1009.46,333.555,273.51
1318,0,-220.821,154.975,294.792,,,,-323.968,200.542,278.547,,,,,,,,,,-550.664,164.398,289.026,,,,,,,-781.264,150.337,282.505,-270.412,186.033,271.682,278.55,249.809,257.951,-940.9,110.475,289.379,1009.59,334.057,273.669
