Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,branch:Origin_End,,,branch:Target_End,,,branch:OriginOther,,,branch:Target_Other,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,0,-839.99,-59.3045,296.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,0,-834.553,-59.7573,296.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,0,-830.662,-60.8686,297.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,0,-827.282,-62.2697,299.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,0,-822.929,-62.9985,301.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,0,-819.273,-65.0393,302.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,0,-815.332,-65.7431,303.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,0,-810.47,-65.7681,304.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,0,-805.12,-65.8865,305.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,0,-799.318,-66.016,306.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,0,-793.159,-64.7559,306.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,0,-787.284,-62.4197,305.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,0,-781.101,-61.5493,304.951,-877.703,-44.6292,291.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,0,-775.676,-59.8407,304.194,-872.924,-45.5764,292.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,0,-770.754,-58.7396,303.543,-868.445,-45.9177,292.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,0,-766.091,-55.8729,302.587,-863.887,-46.4232,292.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,0,-761.345,-54.6656,302.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,0,-757.164,-53.4505,302.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,0,,,,-847.695,-52.942,293.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,0,,,,-843.717,-54.6305,293.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,0,,,,-839.655,-55.9193,293.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,0,-736.812,-49.8742,302.106,-835.547,-57.7087,293.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,0,-733.325,-49.4999,301.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,0,-729.238,-48.5583,301.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,0,-725.5,-48.2973,301.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,0,-721.391,-47.4333,301.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,0,-717.135,-46.4542,301.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,0,-713.476,-46.4585,300.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,0,-709.427,-45.9827,300.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,0,-705.294,-45.7685,300.731,-803.549,-56.3424,292.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,0,-701.205,-45.6544,300.728,-800.074,-55.454,293.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,0,-697.491,-45.541,300.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,0,-692.924,-44.6408,300.737,-792.735,-52.6664,293.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,0,-689.068,-44.8998,300.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,0,-685.132,-45.4817,300.064,-784.893,-49.294,293.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,0,-681.057,-46.3754,300.34,-781.127,-47.7702,293.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,0,-677.176,-46.7739,300.001,-777.13,-46.8019,293.588,-871.547,-59.3722,296.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,0,-673.168,-47.3027,299.657,-773.054,-45.9547,293.411,-867.397,-59.6698,296.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,0,-669.315,-47.6526,299.278,-769.277,-44.2044,293.305,-863.584,-59.6139,296.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,0,-665.48,-48.6958,299.308,-765.811,-43.5432,292.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,0,-661.512,-49.5852,298.931,-761.649,-43.2837,292.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,0,-658.027,-50.2502,297.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,0,-653.812,-51.2892,297.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,0,-649.828,-51.8583,296.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,0,-647.039,-52.501,295.257,,,,-840.938,-60.3376,296.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,0,-642.898,-53.3145,294.71,-743.271,-42.699,292.58,-837.302,-60.9242,295.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,0,-639.744,-56.5058,292.676,-739.724,-42.7285,292.618,-833.682,-60.8382,296.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,0,-636.339,-57.2539,290.466,-736.46,-42.2433,292.75,-830.195,-60.4618,295.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,0,-632.95,-58.5179,288.567,-732.608,-42.5111,292.76,-826.45,-60.3591,295.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,0,-630.003,-60.3462,287.203,-729.217,-42.1257,292.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,0,-626.774,-61.7438,286.626,-725.764,-41.9662,292.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,0,-623.826,-63.449,285.933,-721.804,-42.8447,292.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,0,-621.924,-66.5154,285.319,-718.587,-42.2194,293.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,0,-618.62,-66.6093,284.782,-715.029,-41.9146,294.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,0,-615.555,-67.4248,284.213,-711.343,-41.8574,294.908,-805.577,-55.8732,295.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,0,-612.4,-68.5406,283.719,-707.821,-41.9512,295.77,-802.375,-54.4054,295.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,0,-609.418,-69.0922,283.325,-703.959,-42.5223,296.384,-799.023,-53.4808,295.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,0,-606.543,-69.3735,282.951,-700.321,-43.0917,297.066,-795.612,-52.6081,295.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,0,-603.655,-69.753,282.229,-697.024,-43.9219,298.126,-792.079,-51.3758,296.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,0,-600.084,-69.1028,282.033,-693.321,-43.4721,298.601,-789.156,-50.2929,296.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,0,-597.357,-68.1879,281.598,-689.641,-43.9131,298.882,-785.81,-49.0485,296.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,0,-594.583,-67.8785,281.041,,,,-782.494,-48.1478,297.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,0,-591.819,-66.7543,280.647,-682.51,-45.073,299.142,-779.214,-46.8979,297.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,0,-589.302,-65.9174,279.902,-679.058,-45.6709,299.156,-776.025,-45.9201,298.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,0,-586.675,-66.0277,280.234,-675.369,-46.7713,298.685,-772.677,-44.9337,298.703,-858.851,-72.0073,296.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,0,-584.152,-65.8568,280.39,-672.063,-47.3445,298.296,-769.251,-44.3592,299.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,0,-582.039,-66.9493,280.858,-669.076,-47.768,297.833,-765.732,-43.3207,300.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,0,-579.348,-67.2799,280.876,-665.802,-49.8555,296.245,-762.357,-42.2887,301.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,0,-576.554,-67.4373,281.438,-663.048,-51.7662,295.483,-759.014,-41.3228,301.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,0,-574.378,-68.8907,281.368,-660.387,-52.9307,294.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,0,-571.699,-70.6061,282.089,-657.848,-54.0554,292.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,0,-569.517,-70.4528,281.847,-655.151,-55.8411,291.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,0,-566.909,-70.9801,282.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,0,-564.304,-70.8467,281.97,-649.463,-60.8821,287.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,0,-561.947,-71.9155,282.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,0,-559.78,-71.2983,281.924,,,,-733.627,-35.7745,306.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,0,-556.494,-71.1886,281.984,,,,-729.949,-35.2224,307.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,0,-554.078,-71.2327,281.806,-640.714,-66.966,280.663,-726.157,-34.4483,307.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,0,-550.43,-70.8547,281.141,,,,-722.542,-34.0181,308.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,0,-547.183,-69.7418,281.279,,,,-718.291,-33.7953,308.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,0,-544.444,-69.8459,281.87,,,,-714.803,-33.5551,308.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,0,-542.035,-69.8639,282.296,,,,-711.032,-33.5086,308.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,0,-538.799,-68.864,282.822,,,,-706.933,-33.6227,309.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,0,-536.297,-67.8794,284.043,,,,-703.347,-34.1672,309.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,0,-533.768,-65.97,285.135,,,,-699.075,-34.1713,309.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,0,-531.641,-64.8539,286.253,,,,-695.382,-35.635,309.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,0,-528.938,-62.6769,287.4,,,,-691.564,-36.3993,308.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,0,-526.476,-61.0466,288.888,,,,-687.68,-37.5762,308.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,0,-522.873,-58.2409,289.534,,,,-683.87,-39.1177,307.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,0,-519.138,-55.6125,290.172,,,,-679.869,-40.5553,306.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,0,-515.652,-53.6654,291.166,,,,-676.394,-42.2328,305.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,0,-512.405,-52.2606,292.134,,,,-672.978,-44.2729,304.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,0,-508.191,-49.9982,292.749,,,,-669.501,-46.4709,302.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,0,-504.122,-47.8064,293.576,,,,-666.135,-48.9009,300.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,0,-500.125,-45.6466,293.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,0,-495.936,-43.4514,294.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,0,-491.196,-40.8937,295.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,0,-486.408,-39.9178,295.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,0,-482.393,-37.4316,296.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,0,-477.911,-35.8182,296.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,0,-473.71,-34.9112,297.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,0,-470.064,-34.136,298.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,0,-465.95,-33.0748,298.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,0,-460.81,-32.055,298.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,0,-456.495,-31.2828,299.295,-548.409,-60.7107,280.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,0,-452.158,-30.5576,299.472,-545.038,-58.1035,283.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,0,-447.513,-31.1868,299.872,-541.765,-54.7818,285.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,0,-443.19,-31.1607,300.524,-538.27,-52.3844,286.466,-623.478,-72.3115,277.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,0,-438.794,-30.6175,300.28,-534.421,-49.7032,287.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,0,-434.625,-29.8945,299.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,0,-431.077,-28.5272,299.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,0,-426.523,-29.403,299.584,-524.187,-43.3081,291.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,0,-422.173,-28.2647,298.812,-520.989,-40.8877,291.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,0,-418.183,-28.2,298.655,-517.761,-38.0723,292.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,0,-414.131,-28.7542,297.759,-513.137,-36.5076,292.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,0,-410.183,-28.2742,297.344,-509.723,-35.0573,292.25,-592.362,-77.8926,276.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,0,-405.755,-28.3772,296.089,-505.484,-33.7115,292.022,-588.331,-77.8848,276.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,0,-401.421,-28.2521,295.256,-501.15,-32.664,291.657,-583.989,-77.7678,276.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,0,-396.981,-28.5876,294.702,-496.874,-31.8904,291.699,-579.949,-77.3179,276.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,0,-392.093,-28.2515,293.625,-492.668,-30.803,291.624,-575.945,-75.9333,276.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,0,-387.856,-29.2535,293.68,-488.272,-30.07,291.687,-572.162,-74.1687,277.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
