Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,Branch:OriginEnd,,,Branch:TargetEnd,,,Branch:OriginOther,,,Branch:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
21079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.478,-136.723,250.545,,,,-887.207,-187.69,268.32,704.437,-72.5039,259.531
21080,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.478,-136.72,250.536,,,,-887.194,-187.718,268.318,704.436,-72.4982,259.54
21081,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.471,-136.766,250.546,,,,-887.207,-187.69,268.32,704.434,-72.5038,259.53
21082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.466,-136.754,250.543,,,,-887.194,-187.718,268.318,704.427,-72.5217,259.521
21083,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.497,-136.793,250.556,,,,-887.207,-187.69,268.32,704.427,-72.5175,259.53
21084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.499,-136.801,250.571,,,,-887.208,-187.688,268.32,704.424,-72.5316,259.535
21085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.494,-136.788,250.568,,,,-887.201,-187.703,268.319,704.432,-72.5247,259.537
21086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.508,-136.76,250.56,,,,-887.201,-187.704,268.319,704.437,-72.4973,259.538
