Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,brancho:OriginEnd,,,brancho:TargetEnd,,,brancho:OriginOther,,,brancho:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.793,-48.4586,259.061,-882.548,-152.786,277.722,794.46,-16.2156,272.302
2255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.471,259.076,-882.548,-152.785,277.722,794.458,-16.1984,272.298
2256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.4645,259.057,-882.565,-152.822,277.722,794.429,-16.1908,272.297
2257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4693,259.067,-882.548,-152.787,277.722,794.46,-16.215,272.302
2258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4797,259.052,-882.565,-152.822,277.722,794.434,-16.186,272.299
2259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4741,259.063,-882.548,-152.787,277.722,794.429,-16.1904,272.297
2260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.506,259.063,-882.565,-152.822,277.722,794.458,-16.215,272.291
2261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4928,259.067,-882.565,-152.823,277.722,794.462,-16.198,272.298
2262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4921,259.067,-882.548,-152.786,277.722,794.434,-16.1853,272.299
2263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4687,259.068,-882.565,-152.822,277.722,794.459,-16.2192,272.3
2264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.474,259.058,-882.548,-152.787,277.722,794.458,-16.2158,272.291
2265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4686,259.068,-882.565,-152.822,277.722,794.46,-16.2154,272.302
2266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4678,259.056,-882.548,-152.787,277.722,794.46,-16.2155,272.302
2267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.475,259.063,-882.565,-152.822,277.722,794.46,-16.1931,272.289
2268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4744,259.058,-882.565,-152.812,277.734,794.43,-16.1637,272.286
2269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4743,259.058,-882.565,-152.822,277.722,794.461,-16.1964,272.298
2270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4636,259.058,-882.549,-152.775,277.734,794.432,-16.186,272.289
2271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4684,259.068,-882.549,-152.774,277.734,794.431,-16.1852,272.288
2272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4636,259.058,-882.549,-152.775,277.734,794.423,-16.1832,272.286
2273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4741,259.058,-882.549,-152.775,277.734,794.431,-16.1665,272.288
2274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4687,259.068,-882.549,-152.775,277.734,794.426,-16.2047,272.299
2275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4635,259.058,-882.549,-152.775,277.734,794.423,-16.207,272.299
2276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.4693,259.048,-882.549,-152.775,277.734,794.422,-16.2105,272.297
2277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4714,259.076,-882.549,-152.775,277.734,794.424,-16.2271,272.301
2278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.767,-48.5005,259.064,-882.549,-152.775,277.734,794.422,-16.2109,272.297
2279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.801,-48.4911,259.075,-882.549,-152.775,277.734,794.432,-16.19,272.298
2280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4672,259.07,-882.549,-152.775,277.734,794.432,-16.1897,272.298
2281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4944,259.069,-882.549,-152.775,277.734,794.432,-16.1899,272.298
2282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4749,259.074,-882.549,-152.775,277.734,794.425,-16.2093,272.298
2283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5168,259.069,-882.565,-152.811,277.734,794.425,-16.2097,272.298
2284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4982,259.076,-882.565,-152.812,277.734,794.429,-16.1911,272.297
2285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5171,259.069,-882.565,-152.811,277.734,794.425,-16.2091,272.298
2286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.5217,259.065,-882.549,-152.775,277.734,794.422,-16.2107,272.297
2287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5203,259.077,-882.548,-152.785,277.722,794.425,-16.2095,272.298
2288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.522,259.075,-882.565,-152.822,277.722,794.425,-16.2095,272.298
2289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.52,259.073,-882.565,-152.823,277.722,794.43,-16.1936,272.299
2290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5192,259.068,-882.565,-152.823,277.722,794.432,-16.1898,272.298
2291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.52,259.073,-882.565,-152.823,277.722,794.433,-16.1852,272.299
2292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4968,259.068,-882.565,-152.823,277.722,794.429,-16.1907,272.297
2293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5188,259.068,-882.565,-152.823,277.722,794.429,-16.1909,272.297
2294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4918,259.068,-882.565,-152.823,277.722,794.432,-16.1686,272.295
2295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.4663,259.066,-882.565,-152.82,277.72,794.428,-16.1857,272.288
2296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4691,259.067,-882.566,-152.82,277.72,794.433,-16.1854,272.299
2297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.52,259.067,-882.565,-152.823,277.722,794.43,-16.1862,272.299
2298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4699,259.06,-882.565,-152.82,277.72,794.432,-16.1685,272.295
2299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.4659,259.066,-882.565,-152.823,277.722,794.432,-16.1681,272.295
2300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4874,259.055,-882.565,-152.82,277.72,794.43,-16.1637,272.286
2301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4682,259.056,-882.566,-152.82,277.72,794.423,-16.1829,272.286
2302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.808,-48.5062,259.042,-882.565,-152.82,277.72,794.423,-16.2064,272.299
2303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.797,-48.4911,259.056,-882.565,-152.823,277.722,794.427,-16.1829,272.286
2304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4686,259.068,-882.565,-152.82,277.72,794.426,-16.1819,272.286
2305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4848,259.059,-882.565,-152.823,277.722,794.426,-16.1822,272.286
2306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4712,259.063,-882.565,-152.82,277.72,794.426,-16.1822,272.286
2307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.472,259.052,-882.556,-152.841,277.721,794.44,-16.1812,272.295
2308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4679,259.056,-882.549,-152.784,277.719,794.424,-16.2047,272.288
2309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4677,259.056,-882.566,-152.819,277.72,794.426,-16.2056,272.299
2310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4765,259.053,-882.565,-152.823,277.722,794.427,-16.1826,272.286
2311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4767,259.053,-882.548,-152.786,277.722,794.426,-16.2048,272.299
2312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4766,259.053,-882.548,-152.785,277.722,794.427,-16.1828,272.286
2313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4688,259.061,-882.548,-152.786,277.722,794.428,-16.1865,272.295
2314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.472,259.052,-882.548,-152.786,277.722,794.428,-16.1869,272.296
2315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.784,-48.4735,259.045,-882.548,-152.786,277.722,794.428,-16.1869,272.296
2316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4679,259.056,-882.548,-152.786,277.722,794.426,-16.2051,272.299
2317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.472,259.052,-882.548,-152.786,277.722,794.428,-16.1874,272.296
2318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.4779,259.041,-882.548,-152.786,277.722,794.419,-16.1955,272.31
2319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.797,-48.4906,259.056,-882.548,-152.786,277.722,794.425,-16.2094,272.298
2320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.784,-48.4737,259.045,-882.549,-152.775,277.734,794.428,-16.1873,272.296
2321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.4777,259.041,-882.548,-152.786,277.722,794.425,-16.209,272.298
2322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.468,259.056,-882.548,-152.786,277.722,794.426,-16.2057,272.299
2323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4729,259.051,-882.548,-152.786,277.722,794.425,-16.2094,272.298
2324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.784,-48.4745,259.044,-882.548,-152.786,277.722,794.425,-16.2096,272.298
2325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.4629,259.046,-882.548,-152.786,277.722,794.432,-16.1902,272.298
2326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.4955,259.055,-882.548,-152.786,277.722,794.429,-16.1906,272.297
2327,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4693,259.055,-882.548,-152.786,277.722,794.429,-16.1908,272.297
2328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.784,-48.4731,259.045,-882.549,-152.775,277.734,794.429,-16.1889,272.29
2329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.4722,259.052,-882.548,-152.786,277.722,794.424,-16.2047,272.288
2330,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.4638,259.051,-882.548,-152.786,277.722,794.421,-16.206,272.288
2331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4763,259.053,-882.548,-152.786,277.722,794.425,-16.2095,272.298
2332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4696,259.065,-882.548,-152.786,277.722,794.424,-16.205,272.289
2333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4743,259.051,-882.548,-152.786,277.722,794.424,-16.2048,272.288
2334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4695,259.065,-882.548,-152.786,277.722,794.425,-16.2094,272.298
2335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.5029,259.066,-882.548,-152.786,277.722,794.421,-16.206,272.288
2336,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.782,-48.485,259.045,-882.548,-152.786,277.722,794.425,-16.2094,272.298
2337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4699,259.077,-882.548,-152.786,277.722,794.425,-16.2096,272.298
2338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4921,259.079,-882.565,-152.822,277.722,794.425,-16.2095,272.298
2339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.791,-48.4631,259.078,-882.565,-152.823,277.722,794.422,-16.2105,272.297
2340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.4933,259.068,-882.565,-152.823,277.722,794.418,-16.2002,272.309
2341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.4842,259.066,-882.565,-152.823,277.722,794.42,-16.1944,272.3
2342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4685,259.071,-882.565,-152.823,277.722,794.421,-16.1989,272.309
2343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.4662,259.069,-882.565,-152.823,277.722,794.42,-16.1946,272.3
2344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.4663,259.057,-882.566,-152.809,277.732,794.421,-16.1989,272.309
2345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4736,259.068,-882.565,-152.822,277.722,794.422,-16.2104,272.297
2346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.468,259.046,-882.565,-152.823,277.722,794.421,-16.1993,272.309
2347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.4677,259.058,-882.565,-152.82,277.72,794.421,-16.1989,272.309
2348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.498,259.06,-882.565,-152.823,277.722,794.424,-16.1762,272.3
2349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.4946,259.057,-882.565,-152.823,277.722,794.429,-16.1903,272.297
2350,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.5005,259.058,-882.565,-152.823,277.722,794.434,-16.1633,272.286
2351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.4957,259.074,-882.565,-152.823,277.722,794.428,-16.1856,272.288
2352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.767,-48.4965,259.067,-882.565,-152.823,277.722,794.427,-16.1754,272.3
2353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4946,259.053,-882.565,-152.823,277.722,794.427,-16.1749,272.3
2354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.4662,259.076,-882.565,-152.823,277.722,794.428,-16.1861,272.288
2355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.4901,259.068,-882.565,-152.82,277.72,794.429,-16.1909,272.297
2356,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.4872,259.061,-882.565,-152.823,277.722,794.424,-16.1762,272.3
2357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.5235,259.064,-882.565,-152.823,277.722,794.431,-16.185,272.289
2358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4875,259.065,-882.548,-152.786,277.722,794.431,-16.1855,272.288
2359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.4901,259.077,-882.565,-152.811,277.734,794.424,-16.1761,272.3
2360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4899,259.065,-882.565,-152.823,277.722,794.427,-16.1749,272.3
2361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.498,259.068,-882.565,-152.823,277.722,794.431,-16.1852,272.289
2362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4851,259.059,-882.565,-152.823,277.722,794.43,-16.1934,272.299
2363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4895,259.072,-882.565,-152.823,277.722,794.425,-16.2094,272.298
2364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4953,259.061,-882.565,-152.823,277.722,794.425,-16.2006,272.286
2365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.496,259.055,-882.548,-152.786,277.722,794.438,-16.2039,272.298
2366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.496,259.055,-882.548,-152.785,277.722,794.437,-16.1996,272.288
2367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.4963,259.047,-882.548,-152.786,277.722,794.422,-16.2103,272.297
2368,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.4859,259.044,-882.549,-152.775,277.734,794.436,-16.1997,272.288
2369,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.4871,259.044,-882.548,-152.786,277.722,794.444,-16.1803,272.288
2370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.489,259.059,-882.549,-152.775,277.734,794.444,-16.18,272.288
2371,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.4946,259.049,-882.549,-152.774,277.734,794.424,-16.2046,272.288
2372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.4943,259.057,-882.549,-152.775,277.734,794.441,-16.1842,272.29
2373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.773,-48.4998,259.046,-882.549,-152.775,277.734,794.445,-16.1846,272.298
2374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.4944,259.057,-882.549,-152.775,277.734,794.437,-16.1993,272.288
2375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5173,259.036,-882.549,-152.775,277.734,794.438,-16.2042,272.298
2376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.4893,259.043,-882.548,-152.786,277.722,794.437,-16.1996,272.288
2377,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4947,259.036,-882.548,-152.786,277.722,794.424,-16.2048,272.288
2378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.779,-48.493,259.034,-882.548,-152.786,277.722,794.438,-16.2041,272.298
2379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5113,259.043,-882.548,-152.786,277.722,794.437,-16.1996,272.288
2380,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5229,259.055,-882.548,-152.786,277.722,794.437,-16.1994,272.288
2381,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5112,259.034,-882.548,-152.786,277.722,794.424,-16.2048,272.288
2382,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.792,-48.5108,259.034,-882.548,-152.786,277.722,794.436,-16.1996,272.288
2383,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.778,-48.4911,259.045,-882.548,-152.786,277.722,794.424,-16.2048,272.288
2384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.4887,259.043,-882.548,-152.786,277.722,794.425,-16.2095,272.298
2385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4937,259.053,-882.548,-152.786,277.722,794.424,-16.205,272.289
2386,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.773,-48.4998,259.046,-882.548,-152.786,277.722,794.436,-16.1995,272.288
2387,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,-48.517,259.066,-882.548,-152.786,277.722,794.437,-16.1994,272.288
2388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4925,259.055,-882.548,-152.786,277.722,794.444,-16.1805,272.288
2389,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.774,-48.4957,259.055,-882.548,-152.786,277.722,794.431,-16.1851,272.288
2390,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.786,-48.5184,259.055,-882.548,-152.786,277.722,794.431,-16.1854,272.289
2391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.4981,259.044,-882.548,-152.786,277.722,794.444,-16.1803,272.288
2392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.773,-48.4996,259.046,-882.565,-152.822,277.722,794.437,-16.1992,272.288
2393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.773,-48.4999,259.046,-882.565,-152.823,277.722,794.429,-16.1892,272.29
2394,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4922,259.054,-882.548,-152.786,277.722,794.436,-16.1992,272.288
2395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5082,259.056,-882.565,-152.822,277.722,794.427,-16.1826,272.286
2396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.5224,259.046,-882.548,-152.787,277.722,794.436,-16.199,272.288
2397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.785,-48.5225,259.046,-882.565,-152.822,277.722,794.424,-16.2051,272.288
2398,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5086,259.056,-882.548,-152.787,277.722,794.426,-16.1826,272.286
2399,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4921,259.055,-882.565,-152.822,277.722,794.436,-16.199,272.288
2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.773,-48.4996,259.046,-882.548,-152.787,277.722,794.421,-16.206,272.288
2401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4908,259.056,-882.565,-152.822,277.722,794.426,-16.1826,272.286
2402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4949,259.052,-882.565,-152.812,277.734,794.438,-16.2035,272.298
2403,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.796,-48.4948,259.047,-882.565,-152.822,277.722,794.423,-16.2068,272.299
2404,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4957,259.052,-882.565,-152.823,277.722,794.426,-16.1826,272.286
2405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.789,-48.5175,259.062,-882.565,-152.823,277.722,794.435,-16.1658,272.297
2406,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.799,-48.4906,259.063,-882.565,-152.823,277.722,794.439,-16.1762,272.286
2407,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4728,259.052,-882.548,-152.786,277.722,794.434,-16.1631,272.286
2408,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.787,-48.4728,259.052,-882.565,-152.822,277.722,794.447,-16.1619,272.295
2409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4674,259.063,-882.548,-152.787,277.722,794.446,-16.1575,272.286
2410,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.798,-48.4954,259.052,-882.565,-152.822,277.722,794.446,-16.1573,272.286
2411,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.776,-48.4924,259.054,-882.548,-152.787,277.722,794.446,-16.1574,272.286
2412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.5185,259.051,-882.548,-152.785,277.722,794.434,-16.1627,272.286
2413,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4695,259.061,-882.548,-152.786,277.722,794.433,-16.185,272.299
2414,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.784,-48.4729,259.045,-882.565,-152.822,277.722,794.428,-16.1865,272.288
2415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4674,259.063,-882.548,-152.787,277.722,794.431,-16.1854,272.288
2416,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4687,259.061,-882.548,-152.785,277.722,794.431,-16.1853,272.289
2417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.788,-48.4687,259.061,-882.548,-152.786,277.722,794.431,-16.1854,272.289
2418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.78,-48.4787,259.056,-882.565,-152.822,277.722,794.431,-16.1854,272.289
2419,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4954,259.054,-882.565,-152.823,277.722,794.428,-16.1862,272.288
2420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.4979,259.044,-882.565,-152.823,277.722,794.431,-16.1854,272.289
2421,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.775,-48.4977,259.044,-882.565,-152.823,277.722,794.431,-16.1853,272.289
2422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.777,-48.4951,259.062,-882.548,-152.786,277.722,794.432,-16.1899,272.298
