Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branchy:OriginEnd,,,branchy:TargetEnd,,,branchy:OriginOther,,,branchy:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
33726,0,-211.773,172.012,380.148,-265.23,154.726,370.36,-259.666,105.771,338.45,-318.284,71.8366,325.674,-362.242,73.4392,329.619,-430.428,98.2838,342.966,-501.229,64.2991,321.781,-548.252,50.2234,292.213,-572.547,90.4889,343.022,,,,-260.099,109.532,324.661,235.726,128.902,320.56,-934.338,75.3722,339.533,408.673,133.53,330.762
33727,0,-211.535,171.345,379.971,-265.214,154.763,370.527,-259.687,105.822,338.413,-318.304,71.885,325.717,-362.363,73.6639,329.591,-430.46,98.0642,343.008,-501.256,64.3377,321.778,-548.254,50.24,292.219,-572.567,90.425,343.027,,,,-260.099,109.536,324.668,235.715,128.904,320.559,-934.377,75.1278,339.561,408.702,133.486,330.766
33728,0,-211.287,170.467,379.609,-265.172,154.763,370.358,-259.706,105.838,338.436,-318.28,71.8466,325.723,-362.414,73.7421,329.572,-430.444,98.1422,342.997,-501.229,64.2963,321.782,-548.252,50.2322,292.21,-572.557,90.496,343.036,,,,-260.099,109.532,324.661,235.711,128.898,320.551,-934.365,75.158,339.55,408.692,133.517,330.762
33729,0,-210.725,169.872,379.272,-265.103,154.761,370.385,-259.703,105.83,338.442,-318.281,71.8299,325.725,-362.411,73.7978,329.614,-430.439,98.1749,342.998,-501.256,64.3373,321.778,-548.245,50.2658,292.213,-572.58,90.4739,343.03,,,,-260.099,109.532,324.662,235.712,128.9,320.558,-934.354,75.389,339.537,408.661,133.533,330.76
33730,0,-210.584,168.794,379.021,-264.976,154.616,370.426,-259.701,105.815,338.473,-318.307,71.8811,325.67,-362.406,73.7948,329.612,-430.439,98.1741,342.998,-501.255,64.3532,321.775,-548.248,50.2522,292.222,-572.586,90.4649,343.029,,,,-260.099,109.532,324.662,235.712,128.9,320.558,-934.392,75.1695,339.556,408.68,133.524,330.76
33731,0,-210.147,168.066,378.679,-264.591,154.394,370.586,-259.596,104.98,338.58,-318.308,71.8949,325.626,-362.415,73.7966,329.587,-430.439,98.172,342.998,-501.254,64.3507,321.787,-548.252,50.2473,292.224,-572.575,90.4777,343.032,,,,-260.103,109.576,324.676,235.712,128.9,320.558,-934.355,75.3851,339.537,408.691,133.489,330.765
33732,0,-209.742,167.223,378.497,-264.557,153.381,370.763,-259.315,105.081,338.542,-318.282,71.9502,325.547,-362.403,73.7879,329.61,-430.448,98.1444,343.001,-501.23,64.419,321.776,-548.251,50.2541,292.188,-572.596,90.4806,343.035,,,,-260.11,109.568,324.66,235.712,128.9,320.558,-934.409,75.6686,339.543,408.675,133.515,330.776
33733,0,-209.095,166.363,378.118,-264.559,152.628,370.859,-259.364,105.227,338.507,-318.31,72.001,325.402,-362.345,73.7374,329.576,-430.452,98.1343,342.998,-501.251,64.3697,321.783,-548.255,50.2317,292.226,-572.585,90.4664,343.029,,,,-260.11,109.567,324.66,235.711,128.898,320.551,-934.439,75.4594,339.537,408.693,133.479,330.779
33734,0,-208.658,165.47,377.905,-264.439,152.593,370.881,-259.373,105.029,338.296,-318.282,72.076,325.341,-362.315,73.6928,329.556,-430.452,98.1349,342.998,-501.231,64.4166,321.762,-548.248,50.2562,292.22,-572.574,90.478,343.031,,,,-260.105,109.595,324.677,235.711,128.898,320.551,-934.402,75.6526,339.519,408.664,133.521,330.775
33735,0,-208.058,164.823,377.73,-264.095,153.067,370.941,-259.241,104.687,338.172,-318.304,72.1504,325.249,-362.315,73.7478,329.514,-430.462,98.1113,342.997,-501.227,64.439,321.757,-548.251,50.2446,292.22,-572.624,90.448,343.029,,,,-260.109,109.619,324.661,235.705,128.909,320.558,-934.428,75.6655,339.518,408.663,133.521,330.774
33736,0,-207.225,164.114,377.503,-263.586,152.923,371.356,-258.98,104.339,337.913,-318.339,72.1113,325.102,-362.287,73.7483,329.465,-430.45,98.1524,342.982,-501.228,64.4398,321.743,-548.281,50.3033,292.209,-572.587,90.4923,343.056,,,,-260.122,109.625,324.666,235.712,128.9,320.558,-934.414,75.7623,339.503,408.682,133.511,330.775
33737,0,-206.482,163.401,377.153,-263.239,152.073,372.044,-258.871,104.683,337.816,-318.345,72.0835,325.112,-362.246,73.6318,329.443,-430.44,98.1878,342.976,-501.279,64.4223,321.751,-548.278,50.3323,292.204,-572.598,90.4816,343.053,,,,-260.12,109.606,324.665,235.712,128.9,320.558,-934.409,75.6733,339.546,408.675,133.518,330.777
33738,0,-206.082,162.236,376.84,-262.923,152.028,372.218,-258.998,104.607,337.843,-318.322,72.0223,325.133,-362.153,73.5152,329.396,-430.457,98.1344,342.989,-501.261,64.4794,321.692,-548.278,50.3308,292.198,-572.626,90.4454,343.029,,,,-260.133,109.607,324.664,235.712,128.9,320.558,-934.439,75.4577,339.536,408.68,133.523,330.761
33739,0,-205.434,161.493,376.77,-262.537,151.521,372.524,-258.925,104.584,337.869,-318.335,71.9782,325.041,-362.036,73.5722,328.791,-430.454,98.1327,342.994,-501.261,64.4958,321.641,-548.284,50.3155,292.147,-572.565,90.4918,343.052,,,,-260.133,109.608,324.664,235.712,128.9,320.558,-934.402,75.6528,339.519,408.664,133.523,330.775
33740,0,-204.558,160.762,376.624,-261.991,150.712,372.887,-258.896,104.356,337.878,-318.3,71.9487,324.897,-362.135,73.6452,329.27,-430.161,97.7361,342.93,-501.262,64.4947,321.626,-548.286,50.3138,292.125,-572.624,90.4479,343.027,,,,-260.129,109.611,324.646,235.712,128.9,320.558,-934.4,75.6549,339.519,408.662,133.535,330.761
33741,0,-203.78,159.93,376.439,-261.738,150.722,373.627,-258.751,104.094,337.864,-318.279,71.9914,324.772,-362.099,73.6243,329.295,-430.122,97.704,342.886,-501.288,64.5478,321.619,-548.289,50.3097,292.101,-572.635,90.4342,343.025,,,,-260.12,109.605,324.665,235.712,128.9,320.558,-934.401,75.6534,339.519,408.674,133.517,330.776
33742,0,-202.954,159.105,376.309,-261.092,149.811,374.056,-258.631,103.937,337.976,-317.971,72.6561,324.459,-362.051,73.639,329.187,-430.174,97.8194,343.085,-501.288,64.5652,321.589,-548.199,50.5877,291.921,-572.578,90.4736,343.031,,,,-260.119,109.606,324.664,235.732,128.899,320.556,-934.397,75.6622,339.54,408.693,133.507,330.776
33743,0,-202.043,158.319,376.156,-260.574,149.63,374.362,-258.552,103.858,338,-318.125,72.4327,324.249,-362.011,73.6325,329.142,-430.165,97.8449,343.081,-501.292,64.5561,321.557,-548.187,50.6876,291.863,-572.598,90.481,343.052,,,,-260.127,109.596,324.649,235.72,128.899,320.559,-934.435,75.4643,339.556,408.706,133.463,330.801
33744,0,-201.063,157.48,376.092,-260.021,149.311,374.873,-258.548,103.855,337.997,-318.207,72.1772,324.085,-362.185,73.7703,328.78,-430.119,97.8396,343.042,-501.297,64.5466,321.497,-548.216,50.7264,291.859,-572.591,90.4602,343.027,,,,-260.122,109.6,324.63,235.717,128.893,320.556,-934.405,75.6722,339.569,408.676,133.505,330.788
33745,0,-200.017,156.766,376.11,-259.41,148.839,375.438,-258.541,103.917,337.724,-318.182,72.1993,323.913,-362.291,73.9424,328.718,-430.137,97.8022,343.046,-501.324,64.6053,321.474,-548.221,50.7151,291.832,-572.583,90.4234,343.034,,,,-260.126,109.597,324.648,235.733,128.892,320.554,-934.423,75.5805,339.579,408.673,133.531,330.762
33746,0,-199.148,155.945,376.153,-258.877,148.29,375.681,-258.555,103.951,337.547,-318.204,72.3977,323.706,-362.311,73.9418,328.725,-430.092,97.775,343.035,-501.327,64.6146,321.422,-548.219,50.7363,291.802,-572.549,90.4348,343.033,,,,-260.126,109.596,324.648,235.744,128.895,320.555,-934.381,75.3993,339.538,408.672,133.499,330.764
33747,0,-198.226,155.013,376.25,-257.934,148.219,375.867,-258.537,103.925,337.373,-318.119,72.6391,323.558,-362.342,73.9695,328.728,-430.095,97.7689,343.036,-501.326,64.6146,321.417,-548.252,50.7588,291.795,-572.574,90.4152,343.024,,,,-260.14,109.574,324.627,235.734,128.894,320.561,-934.381,75.3951,339.538,408.68,133.522,330.761
33748,0,-197.274,154.081,376.297,-257.325,147.756,376.015,,,,-318.071,72.7715,323.514,-362.341,73.9271,328.727,-430.069,97.7229,343.041,-501.357,64.6606,321.361,-548.252,50.7795,291.766,-572.549,90.4345,343.032,,,,-260.131,109.535,324.623,235.72,128.864,320.554,-934.469,75.4677,339.589,408.679,133.522,330.758
33749,0,-196.139,153.251,376.279,-256.79,147.158,376.954,,,,-318.079,72.7582,323.5,-362.379,73.9188,328.73,-430.043,97.6532,343.038,-501.356,64.6776,321.343,-548.043,50.458,291.95,-572.516,90.4469,343.03,,,,-260.141,109.519,324.62,235.71,128.868,320.553,-934.382,75.4,339.538,408.659,133.543,330.746
33750,0,-194.91,152.571,376.415,-255.809,146.713,377.055,,,,-318.097,72.6009,323.535,-362.391,73.9379,328.727,-430.049,97.6408,343.04,-501.335,64.7422,321.279,-548.046,50.3771,291.97,-572.554,90.4297,343.03,,,,-260.149,109.506,324.599,235.714,128.874,320.56,-934.348,75.3764,339.532,408.67,133.511,330.751
33751,0,-193.887,151.71,376.424,-255.177,146.78,377.223,,,,-318.151,72.4531,323.436,-362.456,73.9868,328.726,-430.046,97.6449,343.051,-501.333,64.7642,321.25,-548.046,50.3961,291.965,-572.581,90.4848,343.155,,,,-260.16,109.487,324.591,235.714,128.874,320.56,-934.357,75.3856,339.507,408.67,133.508,330.751
33752,0,-192.8,150.95,376.48,-254.429,146.119,377.421,,,,-318.155,72.4343,323.369,-362.538,74.0617,328.716,-430.006,97.6441,343.031,-501.36,64.8162,321.244,-548.047,50.3959,291.96,-572.516,90.4496,343.034,,,,-260.168,109.474,324.569,235.739,128.903,320.558,-934.413,75.6282,339.546,408.695,133.515,330.776
33753,0,-191.719,150.268,376.441,-253.205,145.869,377.902,,,,-318.116,72.422,323.287,-362.557,74.0312,328.661,-430.068,97.5882,343.068,-501.359,64.827,321.242,-548.043,50.4179,291.96,-572.509,90.4084,343.034,,,,-260.154,109.436,324.556,235.715,128.902,320.552,-934.364,75.3482,339.518,408.67,133.509,330.743
33754,0,-190.395,149.518,376.374,-252.575,145.74,378.389,,,,-318.093,72.4687,323.241,-362.583,74.0085,328.664,-429.976,97.5254,342.953,-501.359,64.823,321.243,-548.047,50.3987,291.959,-572.537,90.373,343.013,,,,-260.142,109.431,324.551,235.714,128.902,320.552,-934.408,75.1234,339.54,408.689,133.441,330.741
33755,0,-189.347,148.904,376.448,-251.905,145.717,378.438,,,,-318.066,72.5358,323.192,-362.582,73.9335,328.598,-429.898,97.6388,342.947,-501.363,64.8115,321.212,-548.353,50.8101,291.639,-572.501,90.3881,343.012,,,,-260.158,109.372,324.521,235.715,128.902,320.552,-934.403,75.1051,339.542,408.662,133.532,330.761
33756,0,-188.122,148.389,376.472,-250.863,145.333,378.563,,,,-317.987,72.6061,323.128,-362.544,73.8615,328.59,-429.91,97.5,342.94,-501.362,64.8116,321.221,-548.203,50.0339,292.04,-572.582,90.4368,343.158,,,,-260.142,109.37,324.511,235.738,128.901,320.551,-934.413,75.6233,339.546,408.694,133.515,330.775
33757,0,-187.085,147.637,376.428,-250.039,144.783,378.732,,,,-317.922,72.753,323.046,-362.567,73.8397,328.597,-429.822,97.5416,342.9,-501.363,64.8108,321.212,-548.541,50.2328,291.74,-572.462,90.4209,343.02,,,,-260.126,109.383,324.472,235.726,128.9,320.553,-934.363,75.3536,339.512,408.683,133.494,330.766
33758,0,-186.15,146.971,376.312,-249.089,145.204,378.601,,,,-317.839,72.8423,323.019,-362.54,73.7061,328.491,-429.723,97.7712,342.986,-501.362,64.8127,321.221,-548.561,50.4082,291.698,-572.491,90.3989,343.011,,,,-260.13,109.379,324.472,235.738,128.901,320.551,-934.404,75.1086,339.526,408.702,133.484,330.766
33759,0,-184.739,146.672,376.256,-248.267,144.442,378.72,,,,-317.803,72.9191,323.046,-362.551,73.6749,328.468,-429.651,97.6573,342.918,-501.362,64.8128,321.221,-548.557,50.4037,291.703,-572.459,90.4107,343.013,,,,-260.134,109.373,324.456,235.723,128.898,320.56,-934.434,75.1025,339.517,408.701,133.497,330.753
33760,0,-183.611,146.121,376.144,-246.929,144.835,378.962,,,,-317.751,73.0363,323.015,-362.536,73.6016,328.457,-429.822,97.6563,342.907,-501.362,64.8127,321.221,-548.586,50.4436,291.673,-572.44,90.4366,343.024,,,,-260.129,109.329,324.457,235.739,128.903,320.558,-934.407,75.1031,339.517,408.699,133.442,330.742
33761,0,-182.426,145.584,376.124,-246.369,144.556,378.825,,,,-317.684,73.0876,323,-362.515,73.606,328.476,-429.643,97.4066,342.609,-501.365,64.8041,321.189,-548.593,50.4254,291.641,-572.454,90.3883,343.038,,,,-260.136,109.319,324.445,235.725,128.9,320.553,-934.406,75.1026,339.516,408.702,133.471,330.777
33762,0,-181.355,145.189,376.013,-245.257,144.654,378.672,,,,-317.648,73.163,323.06,-362.528,73.5878,328.402,-429.794,97.3178,342.914,-501.366,64.8029,321.188,-548.594,50.4179,291.642,-572.432,90.3772,342.969,,,,-260.136,109.318,324.441,235.738,128.901,320.551,-934.375,75.3006,339.458,408.671,133.54,330.748
33763,0,-180.245,144.821,375.877,-244.51,144.491,378.665,,,,-317.613,73.2459,323.077,-362.535,73.5852,328.438,-429.88,97.3556,342.92,-501.38,64.7683,321.056,-548.645,50.3941,291.647,-572.43,90.3839,343.015,,,,-260.144,109.307,324.425,235.726,128.902,320.56,-934.401,75.3119,339.458,408.676,133.515,330.787
33764,0,-179.006,144.507,375.701,-243.394,144.408,378.469,,,,-317.547,73.2897,323.135,-362.501,73.586,328.437,-429.876,97.317,342.898,-501.411,64.8101,321.013,-548.631,50.3352,291.51,-572.389,90.3751,342.947,,,,-260.136,109.318,324.426,235.739,128.903,320.558,-934.371,75.3129,339.48,408.671,133.529,330.76
33765,0,-178.014,144.064,375.698,-242.713,144.49,378.23,,,,-317.53,73.3253,323.27,-362.502,73.5875,328.461,-429.901,97.3016,342.922,-501.406,64.8357,321.043,-548.633,50.308,291.51,-572.358,90.3352,342.928,,,,-260.144,109.307,324.41,235.726,128.902,320.56,-934.367,75.3289,339.489,408.67,133.527,330.759
33766,0,-176.835,143.977,375.645,-241.454,144.742,378.106,,,,-317.48,73.3262,323.278,-362.486,73.5591,328.445,-429.796,97.2726,342.925,-501.361,64.8239,321.217,-548.636,50.3,291.486,-572.306,90.337,342.954,,,,-260.131,109.306,324.411,235.739,128.903,320.558,-934.37,75.3169,339.477,408.67,133.527,330.759
33767,0,-175.971,143.564,375.474,-240.939,144.813,378.032,,,,-317.566,73.1276,323.463,-362.507,73.5505,328.431,-429.904,97.3231,342.918,-501.407,64.8202,321.047,-548.636,50.3022,291.485,-572.262,90.274,342.941,,,,-260.11,109.319,324.398,235.726,128.902,320.56,-934.398,75.3176,339.481,408.67,133.527,330.759
33768,0,-174.802,143.391,375.265,-239.551,144.952,377.85,,,,-317.554,73.1118,323.504,-362.486,73.5592,328.442,-429.853,97.2226,342.925,-501.407,64.8322,321.042,-548.636,50.303,291.483,-572.232,90.1935,342.94,,,,-260.1,109.332,324.4,235.726,128.902,320.56,-934.368,75.329,339.475,408.675,133.511,330.787
33769,0,-173.788,143.134,375.07,-239.132,145.165,377.762,,,,-317.487,73.1567,323.573,-362.483,73.5593,328.443,-429.936,97.2457,342.935,-501.387,64.877,321.209,-548.636,50.3033,291.485,-572.191,90.1668,342.943,,,,-260.108,109.321,324.385,235.726,128.902,320.56,-934.366,75.3258,339.499,408.676,133.513,330.787
33770,0,-172.889,143.036,375.177,-237.734,145.379,377.499,,,,-317.449,73.2387,323.594,-362.488,73.5599,328.464,-429.981,97.2658,342.927,-501.36,64.826,321.221,-548.612,50.2528,291.464,-572.194,90.0727,342.922,,,,-260.108,109.32,324.385,235.723,128.898,320.56,-934.371,75.3128,339.48,408.67,133.527,330.759
33771,0,-171.789,142.8,374.78,-237.227,145.703,377.292,,,,-317.413,73.3228,323.612,-362.489,73.5597,328.465,-429.92,97.3026,342.911,-501.362,64.807,321.222,-548.607,50.2644,291.461,-572.196,89.9242,342.911,,,,-260.108,109.321,324.385,235.738,128.901,320.551,-934.37,75.3163,339.477,408.676,133.514,330.787
33772,0,-170.876,142.691,374.743,-236.353,144.893,377.261,,,,-317.406,73.3431,323.662,-362.489,73.5598,328.465,-429.923,97.319,342.886,-501.408,64.8198,321.045,-548.558,50.2881,291.455,-572.173,89.783,342.919,,,,-260.108,109.321,324.371,235.723,128.898,320.56,-934.362,75.3411,339.51,408.69,133.517,330.759
33773,0,-170.103,142.651,374.441,-235.421,145.922,376.959,,,,-317.336,73.3865,323.863,-362.506,73.6446,328.496,-429.963,97.2478,342.89,-501.407,64.8341,321.037,-548.557,50.2914,291.457,-572.168,89.7043,342.897,,,,-260.128,109.313,324.369,235.735,128.897,320.551,-934.364,75.3386,339.497,408.651,133.555,330.767
33774,0,-169.032,142.44,374.399,-234.509,146.165,376.684,,,,-317.322,73.4137,323.983,-362.514,73.6612,328.472,-429.953,97.3042,342.901,-501.406,64.8333,321.039,-548.538,50.34,291.448,-572.17,89.6098,342.903,,,,-260.107,109.323,324.372,235.722,128.896,320.553,-934.368,75.3293,339.475,408.661,133.525,330.745
33775,0,-168.079,142.465,374.234,-233.892,145.39,376.305,,,,-317.309,73.5481,324.051,-362.485,73.6646,328.492,-429.892,97.3957,342.905,-501.407,64.8305,321.04,-548.515,50.4152,291.432,-572.184,89.5436,342.889,,,,-260.108,109.319,324.367,235.725,128.9,320.553,-934.367,75.3278,339.49,408.671,133.503,330.766
33776,0,-167.314,142.352,374.03,-233.084,146.328,375.908,,,,-317.288,73.6129,324.165,-362.524,73.6845,328.516,-429.938,97.3379,342.9,-501.407,64.8298,321.04,-548.452,50.526,291.219,-572.167,89.5143,342.915,,,,-260.124,109.368,324.366,235.725,128.9,320.553,-934.369,75.3158,339.493,408.668,133.497,330.752
33777,0,-166.403,142.363,373.958,-231.922,146.534,375.627,,,,-317.281,73.6246,324.244,-362.539,73.6966,328.512,-429.933,97.3442,342.899,-501.406,64.8308,321.045,-548.429,50.759,291.139,-572.324,89.3236,342.898,,,,-260.13,109.361,324.354,235.725,128.9,320.553,-934.406,75.1058,339.515,408.676,133.513,330.787
33778,0,-165.794,142.379,373.911,-231.441,147.196,375.33,,,,-317.272,73.7452,324.319,-362.539,73.6934,328.509,-429.957,97.3228,342.928,-501.406,64.8311,321.045,-548.427,50.8091,291.113,-572.174,89.432,342.894,,,,-260.129,109.361,324.354,235.722,128.896,320.553,-934.403,75.1073,339.538,408.702,133.421,330.779
33779,0,-164.908,142.401,373.755,-231.028,146.106,375.446,,,,-317.256,73.7983,324.348,-362.537,73.6943,328.511,-429.873,97.268,343.043,-501.406,64.8311,321.045,-548.404,50.8641,291.106,-572.128,89.4882,342.893,,,,-260.125,109.365,324.334,235.725,128.9,320.553,-934.403,75.1107,339.538,408.665,133.512,330.786
33780,0,-164.197,142.466,373.715,-230.057,146.593,375.247,,,,-317.271,73.8701,324.413,-362.553,73.7221,328.531,-429.886,97.2447,343.049,-501.408,64.8317,321.026,-548.381,50.9443,291.065,-572.13,89.4871,342.893,,,,-260.117,109.376,324.335,235.722,128.896,320.553,-934.375,75.3271,339.497,408.686,133.479,330.791
33781,0,-163.341,142.486,373.594,-229.729,146.326,375.195,,,,-317.265,73.891,324.447,-362.557,73.7285,328.531,-429.984,97.3935,343.069,-501.406,64.8323,321.044,-548.381,50.9627,291.042,-572.133,89.4374,342.896,,,,-260.126,109.415,324.335,235.722,128.896,320.553,-934.372,75.3497,339.488,408.684,133.484,330.778
33782,0,-162.627,142.545,373.509,-228.931,146.331,374.94,,,,-317.286,73.9502,324.476,-362.549,73.7787,328.501,-429.972,97.47,343.111,-501.406,64.8309,321.046,-548.41,51.0092,291.024,-572.135,89.4321,342.896,,,,-260.099,109.455,324.344,235.722,128.896,320.553,-934.375,75.3312,339.497,408.66,133.53,330.758
33783,0,-161.958,142.591,373.524,-228.186,146.338,374.818,,,,-317.279,73.9752,324.508,-362.586,73.7397,328.507,-429.895,97.4508,342.98,-501.406,64.8307,321.045,-548.41,51.0199,291.022,-572.143,89.4216,342.878,,,,-260.1,109.445,324.324,235.735,128.897,320.55,-934.407,75.1266,339.538,408.67,133.528,330.759
33784,0,-161.178,142.81,373.576,-227.52,147.031,374.545,,,,-317.278,73.9739,324.509,-362.585,73.7245,328.51,-429.863,97.5067,342.949,-501.408,64.8316,321.026,-548.386,51.0883,291.007,-572.144,89.4205,342.878,,,,-260.133,109.423,324.331,235.722,128.896,320.553,-934.408,75.12,339.539,408.674,133.524,330.773
33785,0,-160.628,142.932,373.822,-227.027,146.172,374.439,,,,-317.28,73.9689,324.509,-362.587,73.7404,328.527,-429.826,97.6029,342.968,-501.407,64.8329,321.025,-548.403,51.1716,291.041,-572.143,89.4211,342.878,,,,-260.112,109.448,324.32,235.725,128.9,320.553,-934.36,75.3645,339.514,408.671,133.529,330.76
33786,0,-159.613,143.312,373.82,-226.247,146.896,374.01,,,,-317.296,74.0389,324.571,-362.614,73.797,328.179,-429.944,97.5394,343.139,-501.406,64.8322,321.045,-548.407,51.1726,291.041,-572.143,89.4212,342.878,,,,-260.133,109.424,324.331,235.726,128.902,320.56,-934.407,75.1315,339.538,408.67,133.527,330.759
33787,0,-159.269,143.25,373.881,-225.678,146.852,374.321,,,,-317.291,74.0629,324.567,-362.631,73.8326,328.151,-429.837,97.5673,343.014,-501.406,64.8306,321.046,-548.412,51.1644,290.976,-572.151,89.4127,342.879,,,,-260.135,109.472,324.332,235.725,128.9,320.553,-934.376,75.2661,339.524,408.684,133.488,330.777
33788,0,-158.631,143.752,374.283,-225.167,146.877,373.806,,,,-317.304,74.1406,324.655,-362.623,73.8666,328.327,-429.796,97.6076,343.006,-501.406,64.8307,321.045,-548.386,51.1017,290.891,-572.127,89.4381,342.877,,,,-260.135,109.473,324.334,235.725,128.896,320.548,-934.396,75.1569,339.533,408.684,133.486,330.777
33789,0,-158.145,144.004,374.326,-224.516,147.603,373.227,,,,-317.3,74.1611,324.656,-362.623,73.8632,328.321,-429.821,97.592,343.006,-501.406,64.831,321.045,-548.462,51.134,290.982,-572.141,89.4699,342.875,,,,-260.135,109.47,324.328,235.729,128.904,320.554,-934.358,75.3778,339.515,408.673,133.521,330.773
33790,0,-157.539,144.281,374.411,-224.102,148.141,373.443,,,,-317.272,74.2167,324.642,-362.632,73.8295,328.137,-429.814,97.6422,342.99,-501.408,64.8318,321.026,-548.401,51.0686,290.866,-572.125,89.4433,342.877,,,,-260.135,109.47,324.328,235.726,128.898,320.555,-934.409,75.6693,339.546,408.684,133.488,330.777
33791,0,-157.082,144.47,374.626,-223.882,146.602,373.515,,,,-317.265,74.24,324.637,-362.699,73.8804,328.135,-429.844,97.5836,343.008,-501.406,64.8323,321.044,-548.399,51.0564,290.863,-572.108,89.4635,342.873,,,,-260.149,109.472,324.332,235.715,128.9,320.553,-934.375,75.2924,339.522,408.672,133.532,330.759
33792,0,-156.387,145.149,374.73,-223.231,146.83,373.165,,,,-317.234,74.3046,324.658,-362.717,73.9082,328.11,-429.746,97.696,343.002,-501.408,64.8316,321.026,-548.419,51.0865,290.836,-572.124,89.4894,342.875,,,,-260.149,109.472,324.331,235.715,128.904,320.559,-934.396,75.1497,339.535,408.679,133.502,330.75
